Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;68,00;40,80;29,92;19,04;0,00;28,00;11,00;15,00;14,00;10,00;11,00;9,00;1,00;10,00;7,00;1,00;5,00;3,00;11,00;7,00;8,00;1,00;1,00;0,50;1,00;0,50;1,00;1,00;1,00;7,00;0,50;0,00
2019-03-24;59,00;40,23;24,14;21,45;0,50;21,00;12,00;11,00;21,00;7,00;10,00;10,00;4,00;14,00;7,00;1,00;6,00;2,00;13,00;3,00;11,00;3,00;3,00;0,00;4,00;0,00;1,00;0,50;0,50;7,00;0,00;1,00
2019-03-31;72,00;60,92;22,15;22,15;0,00;22,00;11,00;17,00;18,00;8,00;10,00;9,00;1,00;12,00;10,00;1,00;8,00;2,00;8,00;6,00;7,00;1,00;2,00;1,00;2,00;1,00;1,00;1,00;1,00;3,00;0,00;0,50
2019-04-07;74,00;57,56;27,41;32,89;1,00;24,00;11,00;18,00;21,00;9,00;9,00;12,00;3,00;9,00;8,00;2,00;7,00;4,00;13,00;5,00;7,00;1,00;3,00;1,00;2,00;1,00;0,00;1,00;0,50;4,00;0,00;1,00
2019-04-14;65,00;270,83;21,67;21,67;0,00;26,00;9,00;16,00;14,00;10,00;14,00;10,00;2,00;10,00;8,00;2,00;5,00;3,00;13,00;4,00;10,00;1,00;3,00;1,00;3,00;2,00;1,00;1,00;0,50;3,00;0,00;0,50
2019-04-21;74,00;65,78;24,67;24,67;1,00;19,00;14,00;15,00;18,00;8,00;12,00;13,00;3,00;11,00;5,00;3,00;5,00;5,00;14,00;6,00;8,00;2,00;1,00;1,00;2,00;1,00;0,50;0,50;0,00;3,00;0,50;1,00
2019-04-28;70,00;51,15;21,54;29,62;0,50;24,00;11,00;17,00;16,00;9,00;10,00;12,00;1,00;8,00;6,00;2,00;7,00;2,00;21,00;5,00;10,00;1,00;3,00;1,00;3,00;1,00;1,00;0,50;1,00;4,00;0,00;1,00
2019-05-05;66,00;52,25;22,00;27,50;0,50;29,00;9,00;13,00;15,00;10,00;9,00;8,00;1,00;10,00;8,00;3,00;6,00;3,00;12,00;7,00;7,00;2,00;1,00;1,00;2,00;1,00;0,50;1,00;0,50;3,00;0,50;1,00
2019-05-12;58,00;44,82;15,82;21,09;1,00;25,00;7,00;13,00;16,00;7,00;10,00;11,00;1,00;9,00;5,00;3,00;5,00;2,00;8,00;6,00;5,00;1,00;4,00;1,00;2,00;1,00;1,00;1,00;0,50;2,00;0,50;0,00
2019-05-19;51,00;51,00;18,79;26,84;0,00;21,00;8,00;11,00;17,00;8,00;7,00;7,00;3,00;10,00;6,00;4,00;7,00;3,00;10,00;7,00;8,00;2,00;3,00;0,50;2,00;2,00;1,00;1,00;0,00;4,00;1,00;0,50
2019-05-26;51,00;45,63;16,11;18,79;1,00;17,00;8,00;10,00;19,00;8,00;9,00;7,00;2,00;9,00;8,00;2,00;5,00;1,00;9,00;5,00;10,00;2,00;1,00;1,00;3,00;1,00;0,50;1,00;0,50;5,00;0,00;0,50
2019-06-02;59,00;45,59;16,09;26,82;1,00;21,00;12,00;14,00;18,00;5,00;11,00;9,00;1,00;10,00;8,00;1,00;7,00;3,00;10,00;6,00;9,00;1,00;2,00;1,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00;0,50
2019-06-09;59,00;56,32;18,77;24,14;1,00;21,00;7,00;13,00;14,00;7,00;9,00;11,00;0,00;12,00;8,00;2,00;4,00;3,00;12,00;5,00;8,00;3,00;2,00;1,00;4,00;1,00;0,50;2,00;1,00;3,00;0,00;0,50
2019-06-16;60,00;54,55;16,36;19,09;0,50;23,00;7,00;18,00;20,00;6,00;7,00;7,00;1,00;10,00;8,00;2,00;4,00;5,00;9,00;7,00;9,00;1,00;4,00;1,00;2,00;1,00;2,00;1,00;0,50;3,00;1,00;1,00
2019-06-23;62,00;59,30;18,87;26,96;1,00;20,00;10,00;10,00;17,00;9,00;11,00;14,00;3,00;11,00;8,00;1,00;6,00;6,00;7,00;8,00;7,00;1,00;1,00;1,00;3,00;2,00;1,00;1,00;0,00;2,00;0,00;0,50
2019-06-30;62,00;53,91;16,17;29,65;0,00;18,00;11,00;12,00;19,00;10,00;11,00;8,00;1,00;12,00;11,00;1,00;7,00;5,00;9,00;9,00;11,00;2,00;3,00;1,00;2,00;0,50;0,00;1,00;1,00;2,00;0,00;1,00
2019-07-07;66,00;52,25;22,00;24,75;1,00;18,00;10,00;16,00;14,00;11,00;11,00;8,00;2,00;11,00;10,00;3,00;7,00;3,00;13,00;8,00;8,00;2,00;3,00;1,00;2,00;1,00;1,00;1,00;0,50;4,00;0,00;1,00
2019-07-14;57,00;54,29;24,43;32,57;0,00;20,00;15,00;13,00;20,00;7,00;7,00;10,00;2,00;15,00;8,00;4,00;7,00;4,00;11,00;6,00;11,00;4,00;3,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00
2019-07-21;73,00;64,89;27,04;35,15;1,00;20,00;14,00;16,00;24,00;10,00;10,00;15,00;3,00;11,00;9,00;1,00;8,00;4,00;14,00;8,00;10,00;3,00;3,00;1,00;3,00;2,00;1,00;1,00;1,00;3,00;0,00;0,50
2019-07-28;68,00;54,40;24,48;32,64;2,00;24,00;15,00;18,00;28,00;11,00;14,00;14,00;1,00;10,00;13,00;1,00;12,00;5,00;12,00;8,00;12,00;1,00;2,00;1,00;3,00;1,00;1,00;2,00;1,00;2,00;0,50;0,50
2019-08-04;81,00;64,80;29,70;35,10;2,00;24,00;12,00;25,00;25,00;11,00;14,00;15,00;3,00;11,00;11,00;3,00;10,00;4,00;20,00;12,00;13,00;2,00;2,00;1,00;4,00;2,00;1,00;2,00;0,50;5,00;0,50;0,50
2019-08-11;81,00;64,80;21,60;32,40;1,00;52,00;11,00;23,00;25,00;11,00;15,00;14,00;4,00;10,00;6,00;4,00;7,00;5,00;14,00;11,00;13,00;3,00;2,00;3,00;3,00;1,00;1,00;3,00;1,00;4,00;0,00;0,00
2019-08-18;76,00;67,86;27,14;27,14;0,00;20,00;11,00;23,00;22,00;14,00;13,00;14,00;2,00;11,00;10,00;1,00;6,00;4,00;15,00;9,00;15,00;1,00;3,00;1,00;3,00;0,50;0,50;1,00;0,00;3,00;0,00;0,50
2019-08-25;71,00;62,81;24,58;32,77;0,50;28,00;10,00;19,00;18,00;12,00;11,00;12,00;3,00;10,00;10,00;2,00;6,00;5,00;16,00;8,00;13,00;3,00;1,00;1,00;2,00;1,00;2,00;2,00;0,50;3,00;0,00;1,00
2019-09-01;75,00;66,96;24,11;24,11;1,00;22,00;10,00;22,00;18,00;11,00;10,00;16,00;2,00;11,00;8,00;1,00;6,00;4,00;18,00;8,00;14,00;1,00;4,00;1,00;2,00;2,00;0,50;1,00;1,00;3,00;1,00;0,00
2019-09-08;73,00;59,48;29,74;27,04;1,00;25,00;13,00;19,00;13,00;10,00;13,00;13,00;2,00;9,00;9,00;3,00;6,00;3,00;19,00;5,00;10,00;2,00;3,00;1,00;3,00;2,00;1,00;1,00;0,00;4,00;0,50;0,50
2019-09-15;65,00;70,42;24,38;27,08;0,00;24,00;7,00;25,00;20,00;31,00;14,00;11,00;2,00;8,00;5,00;2,00;9,00;3,00;15,00;4,00;9,00;1,00;2,00;0,00;2,00;3,00;1,00;3,00;0,00;3,00;0,00;0,50
2019-09-22;78,00;72,62;21,52;21,52;0,00;19,00;10,00;18,00;17,00;11,00;14,00;12,00;1,00;7,00;10,00;2,00;6,00;3,00;16,00;6,00;7,00;2,00;4,00;1,00;2,00;1,00;0,50;1,00;1,00;4,00;0,50;0,50
2019-09-29;71,00;73,73;27,31;21,85;1,00;23,00;8,00;25,00;19,00;9,00;15,00;14,00;2,00;9,00;9,00;2,00;6,00;5,00;13,00;3,00;10,00;1,00;3,00;1,00;3,00;1,00;0,00;2,00;0,50;5,00;0,50;0,00
2019-10-06;77,00;60,50;24,75;24,75;0,00;23,00;9,00;16,00;19,00;8,00;12,00;13,00;1,00;9,00;6,00;2,00;6,00;3,00;13,00;5,00;8,00;2,00;3,00;1,00;4,00;2,00;0,50;2,00;0,50;1,00;0,00;0,00
2019-10-13;73,00;67,59;24,33;27,04;0,00;23,00;10,00;15,00;22,00;9,00;8,00;13,00;2,00;6,00;7,00;2,00;8,00;2,00;13,00;15,00;8,00;0,50;2,00;1,00;3,00;1,00;0,00;1,00;1,00;2,00;0,50;0,00
2019-10-20;68,00;70,72;21,76;21,76;0,50;20,00;9,00;22,00;21,00;8,00;13,00;11,00;1,00;6,00;4,00;2,00;7,00;3,00;15,00;6,00;9,00;2,00;3,00;1,00;2,00;1,00;0,50;1,00;0,50;2,00;0,50;1,00
2019-10-27;71,00;188,42;24,58;21,85;1,00;21,00;8,00;19,00;21,00;8,00;12,00;18,00;2,00;8,00;7,00;2,00;7,00;3,00;14,00;5,00;9,00;1,00;3,00;0,50;1,00;1,00;0,00;1,00;0,00;3,00;0,00;0,00
2019-11-03;76,00;76,00;27,14;19,00;0,00;18,00;8,00;22,00;35,00;7,00;13,00;11,00;2,00;8,00;6,00;2,00;6,00;3,00;10,00;5,00;10,00;2,00;1,00;2,00;2,00;1,00;1,00;0,50;1,00;2,00;0,50;0,00
2019-11-10;81,00;67,50;27,00;18,90;1,00;20,00;8,00;20,00;27,00;9,00;13,00;13,00;1,00;4,00;11,00;3,00;6,00;2,00;9,00;5,00;8,00;2,00;1,00;1,00;3,00;1,00;0,00;1,00;1,00;4,00;0,50;0,00
2019-11-17;84,00;65,03;21,68;21,68;0,00;17,00;8,00;22,00;22,00;11,00;15,00;14,00;2,00;8,00;8,00;3,00;6,00;1,00;11,00;5,00;10,00;2,00;1,00;0,50;2,00;1,00;1,00;0,50;0,00;3,00;0,00;0,00
2019-11-24;100,00;64,86;27,03;24,32;0,00;22,00;10,00;33,00;18,00;14,00;15,00;14,00;3,00;6,00;6,00;3,00;4,00;3,00;9,00;4,00;8,00;1,00;2,00;0,50;3,00;3,00;0,50;0,50;0,00;3,00;0,00;0,50
2019-12-01;77,00;63,25;19,25;19,25;0,00;20,00;6,00;17,00;18,00;6,00;13,00;17,00;2,00;6,00;5,00;2,00;6,00;3,00;10,00;4,00;5,00;2,00;4,00;1,00;3,00;1,00;0,00;1,00;1,00;3,00;0,00;0,00
2019-12-08;60,00;60,00;21,82;16,36;0,00;21,00;6,00;13,00;19,00;6,00;16,00;14,00;3,00;7,00;8,00;2,00;4,00;1,00;9,00;5,00;11,00;1,00;3,00;0,00;2,00;1,00;0,00;0,50;0,50;2,00;0,00;0,00
2019-12-15;54,00;56,70;16,20;18,90;0,00;20,00;10,00;19,00;13,00;6,00;11,00;11,00;1,00;5,00;5,00;3,00;4,00;2,00;7,00;3,00;8,00;2,00;2,00;1,00;3,00;2,00;0,50;0,50;0,00;2,00;0,00;0,50
2019-12-22;73,00;73,00;21,63;21,63;0,00;19,00;12,00;21,00;19,00;7,00;18,00;15,00;2,00;5,00;7,00;2,00;4,00;3,00;14,00;6,00;9,00;4,00;2,00;0,00;2,00;1,00;0,50;0,50;0,50;3,00;0,00;0,00
2019-12-29;81,00;83,70;27,00;21,60;0,50;32,00;10,00;21,00;18,00;11,00;16,00;15,00;1,00;11,00;11,00;2,00;6,00;2,00;13,00;5,00;12,00;2,00;3,00;0,50;4,00;0,00;1,00;1,00;0,00;7,00;0,00;0,00
2020-01-05;85,00;76,77;24,68;24,68;0,50;24,00;9,00;15,00;25,00;9,00;11,00;12,00;3,00;8,00;8,00;2,00;8,00;5,00;11,00;4,00;12,00;1,00;3,00;1,00;3,00;2,00;1,00;1,00;0,00;2,00;0,50;0,50
2020-01-12;73,00;73,00;29,74;21,63;0,50;19,00;9,00;20,00;19,00;8,00;13,00;10,00;2,00;11,00;9,00;2,00;6,00;1,00;6,00;6,00;9,00;2,00;2,00;1,00;3,00;1,00;0,50;1,00;0,00;1,00;0,50;0,00
2020-01-19;65,00;65,00;24,38;21,67;0,50;22,00;12,00;17,00;16,00;6,00;11,00;9,00;1,00;8,00;5,00;2,00;7,00;3,00;8,00;4,00;6,00;2,00;2,00;1,00;1,00;1,00;0,50;0,50;0,00;2,00;0,00;0,50
2020-01-26;58,00;58,00;22,10;22,10;0,50;19,00;7,00;14,00;16,00;5,00;10,00;8,00;1,00;8,00;8,00;2,00;5,00;1,00;8,00;4,00;6,00;1,00;2,00;0,50;1,00;2,00;0,00;0,50;0,00;2,00;0,50;0,50
2020-02-02;55,00;49,50;22,00;19,25;0,50;25,00;11,00;14,00;17,00;8,00;12,00;8,00;1,00;8,00;7,00;2,00;6,00;5,00;8,00;5,00;6,00;1,00;2,00;0,50;1,00;3,00;1,00;1,00;0,50;4,00;0,00;1,00
2020-02-09;68,00;59,84;24,48;19,04;0,00;19,00;10,00;16,00;17,00;6,00;9,00;8,00;1,00;9,00;5,00;1,00;7,00;3,00;12,00;3,00;5,00;1,00;3,00;1,00;3,00;1,00;0,50;1,00;0,50;3,00;0,00;0,00
2020-02-16;56,00;50,40;22,40;22,40;0,50;21,00;9,00;14,00;15,00;7,00;10,00;8,00;0,50;8,00;9,00;3,00;4,00;2,00;8,00;4,00;6,00;1,00;3,00;0,50;0,50;2,00;0,50;0,00;0,00;3,00;0,00;0,00
2020-02-23;50,00;50,00;16,67;16,67;0,00;15,00;5,00;9,00;14,00;5,00;6,00;5,00;0,50;7,00;7,00;3,00;5,00;1,00;6,00;2,00;9,00;2,00;3,00;0,50;2,00;0,50;0,00;0,50;0,00;3,00;0,00;0,50
2020-03-01;49,00;46,28;16,33;13,61;0,00;18,00;6,00;10,00;12,00;6,00;6,00;6,00;1,00;4,00;6,00;1,00;4,00;2,00;6,00;2,00;7,00;0,50;1,00;1,00;2,00;1,00;0,00;0,00;0,00;1,00;0,50;0,50
2020-03-08;40,00;32,00;8,00;13,33;0,00;14,00;3,00;3,00;7,00;2,00;3,00;3,00;1,00;4,00;3,00;1,00;4,00;1,00;6,00;2,00;5,00;0,00;2,00;0,50;1,00;0,50;0,00;0,50;0,00;2,00;0,00;0,00
2020-03-15;39,00;25,07;5,57;5,57;0,50;8,00;3,00;3,00;6,00;5,00;2,00;1,00;0,50;4,00;3,00;1,00;4,00;1,00;5,00;1,00;3,00;0,00;2,00;0,00;0,00;0,50;0,50;0,50;0,00;2,00;0,50;0,00
2020-03-22;29,00;20,30;2,90;5,80;0,00;9,00;1,00;2,00;5,00;2,00;1,00;2,00;0,00;4,00;3,00;1,00;2,00;1,00;3,00;2,00;2,00;0,50;0,50;0,00;0,50;0,50;0,50;1,00;0,00;1,00;0,00;0,00
2020-03-29;23,00;15,33;2,56;2,56;0,00;4,00;1,00;1,00;6,00;3,00;1,00;0,50;0,50;4,00;1,00;0,50;1,00;1,00;3,00;3,00;2,00;0,00;1,00;0,50;1,00;0,50;0,50;0,00;0,50;1,00;0,00;0,00
2020-04-05;22,00;13,75;2,75;2,75;0,00;5,00;1,00;1,00;6,00;3,00;1,00;1,00;1,00;2,00;0,50;0,50;1,00;1,00;2,00;4,00;2,00;0,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2020-04-12;18,00;18,00;2,57;2,57;0,00;4,00;2,00;2,00;5,00;3,00;1,00;2,00;0,50;4,00;2,00;0,50;1,00;1,00;3,00;3,00;3,00;0,50;0,50;0,50;1,00;0,50;0,00;0,00;0,50;0,50;0,00;0,00
2020-04-19;20,00;17,14;2,86;2,86;0,00;4,00;1,00;3,00;6,00;3,00;1,00;1,00;0,00;2,00;1,00;1,00;1,00;1,00;2,00;1,00;2,00;0,50;0,50;0,50;1,00;0,00;0,00;0,50;0,00;2,00;0,00;0,00
2020-04-26;19,00;10,86;2,71;2,71;0,00;7,00;2,00;3,00;4,00;5,00;1,00;2,00;0,50;3,00;2,00;1,00;2,00;0,50;3,00;3,00;2,00;0,50;1,00;0,00;0,50;0,50;0,00;0,50;0,00;1,00;0,00;0,00
2020-05-03;19,00;13,57;2,71;2,71;0,00;6,00;1,00;2,00;4,00;2,00;3,00;2,00;0,50;4,00;2,00;1,00;1,00;1,00;3,00;3,00;2,00;0,50;1,00;0,00;0,50;0,50;0,00;0,50;0,00;1,00;0,50;0,00
2020-05-10;23,00;15,33;5,11;2,56;0,00;5,00;1,00;2,00;3,00;2,00;1,00;2,00;1,00;3,00;1,00;0,50;0,50;0,50;2,00;2,00;3,00;0,50;1,00;1,00;1,00;0,50;0,50;0,00;0,00;2,00;0,00;0,00
2020-05-17;22,00;13,75;2,75;8,25;0,00;5,00;2,00;4,00;5,00;3,00;1,00;2,00;1,00;4,00;2,00;0,50;1,00;0,00;3,00;2,00;3,00;0,50;0,50;0,50;0,50;0,00;0,50;0,50;0,00;0,50;0,00;0,00
2020-05-24;21,00;15,75;2,63;5,25;0,00;6,00;1,00;3,00;5,00;3,00;2,00;2,00;0,50;4,00;2,00;1,00;1,00;1,00;2,00;2,00;3,00;0,00;1,00;0,00;0,00;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2020-05-31;23,00;20,13;2,88;5,75;0,50;5,00;2,00;3,00;4,00;4,00;1,00;1,00;1,00;3,00;1,00;0,50;3,00;1,00;2,00;1,00;2,00;0,50;0,00;0,50;1,00;1,00;0,50;1,00;0,00;2,00;0,50;0,00
2020-06-07;19,00;13,57;2,71;8,14;0,50;5,00;3,00;2,00;4,00;2,00;2,00;1,00;1,00;4,00;1,00;1,00;3,00;1,00;4,00;2,00;3,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-06-14;14,00;19,60;5,60;8,40;0,50;5,00;3,00;3,00;5,00;2,00;2,00;3,00;1,00;5,00;3,00;1,00;2,00;1,00;4,00;2,00;2,00;0,00;1,00;0,50;1,00;0,50;0,50;0,50;0,50;2,00;0,00;0,00
2020-06-21;14,00;16,80;5,60;11,20;0,00;8,00;3,00;5,00;5,00;4,00;2,00;2,00;0,00;4,00;3,00;1,00;2,00;1,00;2,00;3,00;4,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00;1,00;2,00;0,00;0,50
2020-06-28;19,00;21,71;5,43;5,43;0,00;5,00;3,00;3,00;5,00;4,00;3,00;5,00;3,00;6,00;2,00;1,00;3,00;1,00;3,00;1,00;3,00;0,50;0,50;0,50;0,50;1,00;0,50;0,00;0,50;2,00;0,50;0,00
2020-07-05;20,00;17,50;7,50;10,00;0,50;4,00;3,00;5,00;7,00;5,00;2,00;4,00;1,00;5,00;2,00;1,00;2,00;3,00;5,00;2,00;5,00;2,00;1,00;0,50;1,00;1,00;1,00;2,00;0,00;2,00;0,00;0,00
2020-07-12;24,00;24,00;5,33;10,67;0,50;8,00;4,00;5,00;5,00;18,00;3,00;7,00;1,00;5,00;2,00;1,00;1,00;2,00;4,00;2,00;4,00;1,00;2,00;0,50;1,00;1,00;0,50;2,00;1,00;3,00;0,00;1,00
2020-07-19;17,00;22,67;5,67;11,33;0,00;5,00;2,00;5,00;6,00;8,00;2,00;6,00;1,00;5,00;3,00;2,00;2,00;1,00;4,00;3,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;0,00;2,00;0,00;0,00
2020-07-26;22,00;22,00;8,25;5,50;0,00;6,00;3,00;6,00;4,00;5,00;3,00;4,00;1,00;6,00;3,00;1,00;2,00;2,00;4,00;2,00;2,00;2,00;1,00;0,50;1,00;1,00;0,00;1,00;1,00;1,00;0,50;0,00
2020-08-02;21,00;21,00;10,50;5,25;0,50;8,00;4,00;6,00;6,00;3,00;3,00;6,00;1,00;6,00;3,00;3,00;3,00;1,00;8,00;1,00;5,00;0,50;2,00;0,00;2,00;0,50;1,00;0,00;1,00;2,00;0,50;0,00
2020-08-09;22,00;30,25;8,25;8,25;0,00;7,00;5,00;6,00;7,00;2,00;5,00;2,00;1,00;3,00;2,00;3,00;3,00;2,00;6,00;2,00;8,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;1,00;2,00;0,50;1,00
2020-08-16;26,00;18,20;7,80;5,20;0,00;4,00;3,00;4,00;7,00;4,00;4,00;4,00;1,00;4,00;3,00;2,00;3,00;2,00;7,00;3,00;4,00;1,00;2,00;0,50;0,50;0,00;0,00;1,00;0,00;3,00;0,50;0,00
2020-08-23;28,00;25,20;5,60;5,60;0,50;4,00;4,00;5,00;6,00;5,00;4,00;4,00;1,00;3,00;2,00;1,00;2,00;1,00;7,00;1,00;4,00;1,00;2,00;0,00;2,00;0,00;0,00;1,00;0,50;1,00;0,50;0,00
2020-08-30;29,00;21,09;7,91;5,27;0,00;5,00;2,00;4,00;7,00;3,00;1,00;4,00;1,00;3,00;2,00;1,00;2,00;0,50;5,00;2,00;4,00;0,50;1,00;0,00;1,00;1,00;0,00;0,50;0,50;1,00;0,00;0,00
2020-09-06;28,00;22,40;8,40;2,80;0,00;5,00;2,00;5,00;5,00;3,00;1,00;6,00;1,00;3,00;2,00;0,50;2,00;1,00;4,00;2,00;3,00;0,00;1,00;0,00;1,00;0,50;0,00;0,50;0,00;3,00;0,50;0,50
2020-09-13;28,00;19,60;8,40;5,60;0,50;6,00;1,00;5,00;6,00;5,00;1,00;5,00;0,50;2,00;2,00;2,00;3,00;1,00;7,00;0,50;4,00;0,00;0,50;0,50;1,00;0,00;0,00;0,50;0,00;1,00;0,50;0,00
2020-09-20;24,00;32,00;8,00;5,33;0,50;5,00;1,00;5,00;6,00;4,00;2,00;4,00;1,00;2,00;3,00;1,00;3,00;2,00;5,00;2,00;4,00;0,50;2,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,00
2020-09-27;17,00;25,50;5,67;5,67;0,50;5,00;2,00;5,00;6,00;3,00;1,00;5,00;1,00;2,00;1,00;0,50;0,50;0,50;4,00;1,00;5,00;0,50;1,00;0,50;0,50;0,50;0,00;0,00;0,50;2,00;0,00;0,00
2020-10-04;18,00;20,57;5,14;2,57;0,00;7,00;2,00;4,00;5,00;4,00;2,00;4,00;1,00;2,00;2,00;2,00;2,00;1,00;4,00;2,00;3,00;0,50;2,00;1,00;1,00;0,00;1,00;0,50;0,00;2,00;0,00;0,50
2020-10-11;17,00;22,67;2,83;2,83;0,00;4,00;2,00;3,00;4,00;4,00;1,00;3,00;0,50;3,00;1,00;1,00;2,00;0,50;3,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00;2,00;0,00;0,50
2020-10-18;15,00;17,50;2,50;5,00;1,00;5,00;1,00;4,00;4,00;3,00;2,00;2,00;0,50;2,00;2,00;1,00;3,00;1,00;4,00;1,00;2,00;0,50;1,00;0,00;2,00;0,00;0,00;1,00;0,50;2,00;0,00;0,00
2020-10-25;15,00;20,00;2,50;2,50;0,50;4,00;2,00;2,00;5,00;2,00;1,00;3,00;0,00;2,00;3,00;1,00;2,00;1,00;2,00;8,00;4,00;0,00;1,00;0,50;2,00;1,00;0,00;0,50;1,00;2,00;0,00;0,50
2020-11-01;20,00;82,86;5,71;2,86;0,00;5,00;1,00;1,00;5,00;1,00;1,00;5,00;0,50;3,00;1,00;0,00;0,00;1,00;2,00;3,00;1,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2020-11-08;20,00;22,86;2,86;2,86;0,00;5,00;1,00;2,00;6,00;3,00;1,00;3,00;0,00;1,00;1,00;0,50;1,00;0,50;1,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;1,00;0,50;0,00
2020-11-15;23,00;14,38;2,88;2,88;0,00;5,00;1,00;2,00;5,00;4,00;1,00;3,00;0,50;2,00;1,00;1,00;1,00;0,50;1,00;2,00;2,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-11-22;18,00;15,43;2,57;2,57;0,00;5,00;2,00;1,00;3,00;3,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;0,50;2,00;1,00;1,00;0,50;0,50;0,00;1,00;1,00;0,50;0,00;0,00;2,00;0,50;0,00
