Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;67,00;48,96;23,19;20,62;0,50;20,00;12,00;19,00;19,00;10,00;22,00;9,00;3,00;12,00;8,00;1,00;8,00;3,00;9,00;8,00;9,00;2,00;2,00;0,50;2,00;0,00;1,00;1,00;0,50;6,00;0,00;1,00
2019-03-24;64,00;48,64;23,04;20,48;0,00;19,00;16,00;23,00;23,00;10,00;19,00;8,00;2,00;13,00;10,00;1,00;5,00;4,00;10,00;7,00;10,00;3,00;1,00;0,00;2,00;0,50;1,00;1,00;1,00;5,00;0,00;0,50
2019-03-31;70,00;49,26;20,74;23,33;0,00;23,00;14,00;20,00;24,00;11,00;19,00;9,00;4,00;14,00;7,00;1,00;4,00;2,00;10,00;5,00;6,00;0,50;3,00;1,00;4,00;1,00;0,50;1,00;0,00;4,00;0,50;1,00
2019-04-07;74,00;50,21;29,07;31,71;0,50;20,00;13,00;20,00;26,00;12,00;21,00;12,00;2,00;14,00;8,00;3,00;5,00;4,00;15,00;7,00;9,00;2,00;2,00;0,50;3,00;1,00;1,00;0,50;0,00;4,00;0,50;0,50
2019-04-14;69,00;265,38;18,58;26,54;0,00;24,00;15,00;20,00;22,00;8,00;18,00;10,00;3,00;9,00;8,00;3,00;6,00;5,00;16,00;6,00;10,00;1,00;2,00;1,00;3,00;1,00;1,00;0,50;0,50;4,00;1,00;0,50
2019-04-21;90,00;56,57;20,57;28,29;0,50;19,00;11,00;22,00;23,00;13,00;28,00;11,00;2,00;11,00;7,00;2,00;6,00;4,00;15,00;7,00;12,00;1,00;2,00;0,50;6,00;1,00;0,50;0,50;0,50;3,00;0,00;1,00
2019-04-28;71,00;47,33;18,41;28,93;0,50;20,00;11,00;20,00;22,00;10,00;20,00;9,00;2,00;13,00;7,00;2,00;6,00;2,00;27,00;7,00;12,00;2,00;2,00;1,00;2,00;1,00;0,50;1,00;1,00;5,00;0,50;0,00
2019-05-05;69,00;55,73;21,23;29,19;0,00;23,00;14,00;18,00;20,00;10,00;18,00;8,00;2,00;12,00;7,00;2,00;8,00;2,00;12,00;7,00;10,00;2,00;3,00;0,50;3,00;1,00;1,00;0,50;1,00;5,00;0,00;0,00
2019-05-12;55,00;49,76;15,71;26,19;1,00;15,00;13,00;16,00;16,00;9,00;16,00;7,00;1,00;13,00;7,00;2,00;6,00;1,00;10,00;6,00;8,00;2,00;3,00;1,00;2,00;2,00;1,00;1,00;0,50;5,00;0,50;0,50
2019-05-19;60,00;49,57;15,65;23,48;0,50;18,00;12,00;15,00;15,00;9,00;17,00;8,00;4,00;12,00;6,00;3,00;8,00;5,00;10,00;4,00;9,00;2,00;3,00;1,00;4,00;1,00;1,00;1,00;0,50;5,00;0,00;0,00
2019-05-26;52,00;44,20;15,60;23,40;0,00;14,00;12,00;14,00;17,00;8,00;21,00;8,00;1,00;11,00;8,00;3,00;3,00;5,00;13,00;6,00;10,00;2,00;2,00;0,50;3,00;1,00;0,50;1,00;0,00;8,00;0,00;0,00
2019-06-02;60,00;46,96;15,65;26,09;0,50;16,00;11,00;13,00;13,00;8,00;15,00;8,00;2,00;12,00;7,00;3,00;7,00;4,00;10,00;6,00;9,00;2,00;2,00;1,00;5,00;2,00;0,50;0,00;0,00;4,00;0,50;0,50
2019-06-09;64,00;40,96;15,36;25,60;0,50;15,00;10,00;15,00;16,00;10,00;15,00;10,00;1,00;16,00;7,00;2,00;8,00;4,00;12,00;6,00;10,00;2,00;3,00;1,00;3,00;1,00;0,50;1,00;1,00;3,00;0,00;0,00
2019-06-16;58,00;47,45;18,45;29,00;0,50;19,00;11,00;16,00;21,00;10,00;18,00;9,00;3,00;15,00;7,00;2,00;9,00;3,00;10,00;7,00;8,00;1,00;2,00;1,00;5,00;1,00;0,50;1,00;0,00;2,00;0,50;0,50
2019-06-23;55,00;52,38;20,95;28,81;0,50;19,00;11,00;16,00;17,00;14,00;16,00;10,00;3,00;13,00;10,00;3,00;6,00;4,00;10,00;8,00;12,00;1,00;2,00;0,50;4,00;0,50;1,00;1,00;1,00;3,00;0,50;0,50
2019-06-30;58,00;44,82;18,45;29,00;0,00;14,00;11,00;20,00;19,00;10,00;17,00;10,00;2,00;14,00;8,00;1,00;9,00;5,00;12,00;7,00;11,00;3,00;2,00;1,00;4,00;1,00;0,50;2,00;0,50;4,00;0,50;0,50
2019-07-07;65,00;46,80;20,80;28,60;0,50;18,00;12,00;17,00;23,00;12,00;21,00;11,00;2,00;13,00;10,00;3,00;8,00;4,00;13,00;9,00;9,00;2,00;2,00;1,00;4,00;1,00;0,50;1,00;0,00;5,00;1,00;1,00
2019-07-14;68,00;54,92;18,31;28,77;1,00;20,00;13,00;18,00;18,00;12,00;18,00;13,00;3,00;19,00;14,00;1,00;8,00;3,00;15,00;9,00;11,00;2,00;3,00;1,00;4,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2019-07-21;69,00;56,22;20,44;30,67;1,00;23,00;14,00;23,00;22,00;15,00;19,00;12,00;4,00;12,00;12,00;2,00;5,00;4,00;13,00;13,00;12,00;2,00;4,00;2,00;5,00;0,50;1,00;1,00;1,00;3,00;0,50;1,00
2019-07-28;75,00;62,07;25,86;36,21;4,00;21,00;16,00;26,00;25,00;12,00;23,00;14,00;3,00;16,00;13,00;3,00;9,00;6,00;20,00;12,00;12,00;2,00;3,00;1,00;5,00;2,00;1,00;1,00;0,50;3,00;0,50;0,00
2019-08-04;78,00;59,80;28,60;36,40;1,00;22,00;13,00;26,00;28,00;14,00;27,00;14,00;5,00;14,00;13,00;4,00;9,00;8,00;18,00;9,00;15,00;3,00;3,00;1,00;5,00;3,00;1,00;2,00;0,50;4,00;1,00;1,00
2019-08-11;81,00;60,10;23,52;28,74;2,00;23,00;16,00;23,00;31,00;16,00;29,00;12,00;5,00;13,00;12,00;4,00;9,00;5,00;17,00;15,00;18,00;2,00;3,00;1,00;3,00;1,00;0,50;0,50;0,00;7,00;0,50;1,00
2019-08-18;73,00;62,57;26,07;31,29;1,00;20,00;10,00;22,00;26,00;14,00;27,00;14,00;4,00;15,00;11,00;3,00;8,00;3,00;13,00;10,00;13,00;2,00;4,00;1,00;4,00;0,50;2,00;1,00;1,00;4,00;0,00;0,50
2019-08-25;70,00;62,22;28,52;28,52;0,50;26,00;12,00;23,00;20,00;12,00;22,00;14,00;2,00;11,00;11,00;2,00;6,00;4,00;17,00;8,00;14,00;2,00;2,00;0,50;3,00;2,00;0,00;1,00;0,50;4,00;0,50;0,50
2019-09-01;75,00;62,07;23,28;31,03;0,50;25,00;13,00;19,00;22,00;12,00;22,00;14,00;3,00;10,00;11,00;2,00;6,00;4,00;17,00;8,00;12,00;2,00;2,00;1,00;4,00;1,00;1,00;1,00;0,50;3,00;0,50;0,50
2019-09-08;70,00;70,00;25,93;25,93;0,50;19,00;12,00;21,00;21,00;15,00;27,00;12,00;3,00;10,00;8,00;2,00;8,00;2,00;17,00;7,00;11,00;2,00;3,00;1,00;3,00;2,00;0,50;1,00;0,00;5,00;0,00;0,50
2019-09-15;69,00;58,38;21,23;26,54;1,00;22,00;12,00;28,00;21,00;29,00;23,00;14,00;3,00;9,00;11,00;3,00;6,00;3,00;18,00;6,00;10,00;2,00;2,00;0,00;4,00;1,00;0,50;1,00;0,00;5,00;0,50;0,50
2019-09-22;71,00;63,11;26,30;26,30;0,50;25,00;12,00;21,00;20,00;14,00;24,00;12,00;3,00;9,00;8,00;2,00;9,00;2,00;21,00;6,00;9,00;2,00;2,00;1,00;3,00;1,00;1,00;1,00;0,00;4,00;0,00;1,00
2019-09-29;74,00;71,45;20,41;25,52;0,50;24,00;13,00;23,00;22,00;12,00;24,00;14,00;2,00;7,00;10,00;2,00;8,00;3,00;18,00;8,00;11,00;2,00;4,00;1,00;3,00;1,00;0,00;1,00;0,50;3,00;0,50;0,00
2019-10-06;73,00;54,75;23,46;26,07;1,00;19,00;10,00;21,00;20,00;13,00;22,00;15,00;3,00;7,00;8,00;1,00;7,00;2,00;14,00;6,00;10,00;2,00;2,00;1,00;2,00;1,00;0,00;1,00;0,50;4,00;0,00;0,00
2019-10-13;67,00;61,85;23,19;25,77;0,50;24,00;11,00;22,00;25,00;13,00;24,00;13,00;2,00;8,00;9,00;2,00;8,00;3,00;14,00;18,00;9,00;2,00;3,00;0,50;4,00;2,00;0,00;1,00;0,00;2,00;0,50;0,50
2019-10-20;70,00;67,41;18,15;20,74;1,00;22,00;11,00;21,00;24,00;9,00;28,00;13,00;3,00;9,00;10,00;2,00;4,00;2,00;12,00;7,00;11,00;1,00;2,00;1,00;4,00;0,50;1,00;1,00;0,00;3,00;0,00;0,50
2019-10-27;73,00;101,68;20,86;18,25;0,50;21,00;9,00;24,00;24,00;8,00;25,00;15,00;2,00;8,00;7,00;2,00;6,00;3,00;14,00;8,00;12,00;3,00;2,00;1,00;2,00;1,00;0,50;1,00;0,00;4,00;0,50;0,00
2019-11-03;81,00;60,10;23,52;20,90;0,00;21,00;12,00;27,00;41,00;10,00;26,00;14,00;3,00;8,00;7,00;2,00;7,00;2,00;15,00;3,00;11,00;2,00;2,00;1,00;5,00;0,50;0,50;0,50;0,50;3,00;0,00;0,00
2019-11-10;81,00;62,71;20,90;23,52;1,00;23,00;13,00;24,00;26,00;8,00;26,00;12,00;4,00;8,00;8,00;2,00;5,00;4,00;14,00;6,00;10,00;2,00;2,00;1,00;2,00;1,00;0,00;1,00;1,00;4,00;0,00;0,50
2019-11-17;76,00;62,90;23,59;13,10;0,50;21,00;13,00;28,00;25,00;10,00;26,00;19,00;4,00;7,00;10,00;1,00;7,00;3,00;13,00;5,00;9,00;0,50;2,00;0,50;3,00;1,00;0,50;1,00;0,00;3,00;0,00;0,50
2019-11-24;100,00;65,79;21,05;15,79;0,00;21,00;10,00;36,00;25,00;14,00;27,00;15,00;2,00;8,00;6,00;3,00;4,00;4,00;9,00;7,00;11,00;3,00;1,00;0,00;3,00;2,00;0,50;0,50;0,00;2,00;0,50;1,00
2019-12-01;76,00;62,90;18,34;18,34;0,50;18,00;11,00;20,00;24,00;9,00;25,00;12,00;3,00;8,00;6,00;3,00;4,00;2,00;10,00;5,00;10,00;2,00;1,00;0,50;3,00;1,00;0,50;1,00;0,50;3,00;0,50;0,00
2019-12-08;65,00;59,80;15,60;18,20;0,50;16,00;9,00;17,00;18,00;7,00;23,00;17,00;3,00;8,00;9,00;2,00;4,00;2,00;11,00;5,00;8,00;2,00;4,00;0,50;2,00;1,00;0,50;0,00;0,00;2,00;0,50;0,50
2019-12-15;61,00;61,00;18,57;21,22;0,50;21,00;9,00;19,00;18,00;7,00;22,00;12,00;4,00;8,00;8,00;3,00;7,00;2,00;15,00;5,00;7,00;2,00;2,00;1,00;2,00;2,00;0,50;0,50;0,00;2,00;0,50;0,50
2019-12-22;72,00;77,14;20,57;20,57;1,00;21,00;13,00;26,00;20,00;11,00;29,00;16,00;2,00;6,00;9,00;2,00;7,00;3,00;17,00;6,00;9,00;2,00;3,00;1,00;2,00;1,00;0,50;1,00;0,00;5,00;0,00;0,50
2019-12-29;86,00;88,61;23,45;26,06;0,00;18,00;17,00;27,00;30,00;12,00;34,00;19,00;3,00;8,00;11,00;3,00;7,00;3,00;15,00;9,00;10,00;2,00;2,00;0,00;3,00;1,00;1,00;0,50;0,50;4,00;0,00;0,00
2020-01-05;73,00;70,39;26,07;23,46;0,50;20,00;14,00;21,00;22,00;11,00;29,00;12,00;3,00;8,00;9,00;2,00;8,00;3,00;11,00;6,00;9,00;2,00;2,00;1,00;3,00;1,00;1,00;0,50;0,50;3,00;0,50;0,00
2020-01-12;75,00;64,66;25,86;25,86;0,50;23,00;12,00;22,00;25,00;10,00;21,00;11,00;4,00;9,00;13,00;3,00;8,00;2,00;11,00;7,00;12,00;3,00;2,00;1,00;2,00;1,00;0,00;1,00;0,50;3,00;0,50;0,50
2020-01-19;70,00;62,22;20,74;23,33;0,50;22,00;12,00;22,00;20,00;6,00;23,00;11,00;3,00;9,00;9,00;2,00;6,00;2,00;9,00;6,00;10,00;1,00;2,00;0,50;3,00;1,00;0,00;1,00;0,50;4,00;0,50;0,50
2020-01-26;59,00;51,30;20,52;17,96;1,00;19,00;10,00;18,00;16,00;7,00;22,00;10,00;1,00;9,00;7,00;2,00;4,00;2,00;10,00;5,00;5,00;1,00;2,00;0,50;1,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2020-02-02;63,00;47,25;21,00;23,63;0,50;21,00;8,00;19,00;19,00;10,00;21,00;7,00;2,00;11,00;8,00;2,00;5,00;4,00;9,00;5,00;7,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;3,00;0,00;0,50
2020-02-09;73,00;54,75;15,64;23,46;0,50;17,00;11,00;14,00;19,00;9,00;17,00;9,00;2,00;7,00;7,00;2,00;9,00;1,00;11,00;3,00;9,00;2,00;3,00;0,50;3,00;1,00;0,00;1,00;0,00;3,00;0,50;0,00
2020-02-16;59,00;53,64;16,09;21,45;1,00;20,00;12,00;15,00;20,00;10,00;19,00;7,00;1,00;9,00;7,00;2,00;4,00;3,00;9,00;3,00;9,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;0,00;2,00;0,00;0,50
2020-02-23;52,00;39,00;13,00;15,60;0,50;15,00;7,00;11,00;13,00;7,00;12,00;6,00;2,00;7,00;4,00;1,00;9,00;1,00;6,00;3,00;6,00;1,00;1,00;0,50;2,00;1,00;0,00;1,00;0,50;2,00;0,00;0,50
2020-03-01;52,00;39,00;13,00;15,60;0,50;12,00;6,00;8,00;12,00;5,00;8,00;6,00;1,00;5,00;5,00;1,00;4,00;1,00;7,00;2,00;6,00;0,50;1,00;1,00;1,00;1,00;0,50;0,50;0,00;2,00;0,50;0,00
2020-03-08;36,00;23,14;7,71;10,29;0,50;15,00;3,00;3,00;9,00;2,00;7,00;2,00;1,00;3,00;3,00;1,00;3,00;2,00;8,00;1,00;4,00;0,50;1,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;0,00;0,50
2020-03-15;41,00;25,63;5,13;5,13;0,00;11,00;2,00;5,00;8,00;5,00;4,00;2,00;0,50;4,00;4,00;0,50;2,00;1,00;6,00;3,00;3,00;0,50;1,00;0,00;2,00;0,50;0,00;0,50;0,00;1,00;0,00;0,00
2020-03-22;28,00;17,82;2,55;5,09;0,00;9,00;2,00;3,00;6,00;3,00;2,00;2,00;1,00;4,00;2,00;0,50;2,00;0,50;3,00;2,00;2,00;0,00;0,50;0,50;1,00;0,50;0,00;0,00;0,50;2,00;0,50;0,00
2020-03-29;25,00;19,44;2,78;5,56;0,00;5,00;2,00;2,00;7,00;4,00;3,00;2,00;0,50;3,00;2,00;0,50;1,00;0,50;3,00;6,00;2,00;0,50;0,50;0,50;2,00;0,00;0,00;0,50;0,50;1,00;0,00;0,00
2020-04-05;21,00;15,75;2,63;5,25;0,50;4,00;4,00;5,00;11,00;3,00;3,00;1,00;0,50;2,00;2,00;0,50;1,00;1,00;2,00;7,00;2,00;0,50;0,50;0,50;1,00;0,50;0,00;0,00;0,00;1,00;0,50;0,00
2020-04-12;24,00;16,00;2,67;2,67;0,00;5,00;3,00;4,00;8,00;3,00;3,00;2,00;0,50;3,00;2,00;0,50;1,00;1,00;4,00;6,00;3,00;0,50;1,00;0,50;1,00;0,00;0,00;0,50;0,50;1,00;0,50;0,00
2020-04-19;24,00;18,67;2,67;5,33;0,50;5,00;1,00;3,00;8,00;4,00;2,00;1,00;0,50;2,00;3,00;0,50;2,00;1,00;2,00;4,00;2,00;0,50;0,50;0,50;1,00;0,50;0,00;0,50;0,00;2,00;0,00;0,50
2020-04-26;19,00;13,57;2,71;2,71;0,50;3,00;1,00;3,00;10,00;2,00;3,00;2,00;1,00;4,00;1,00;1,00;2,00;1,00;3,00;3,00;2,00;0,50;0,50;0,50;1,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-05-03;24,00;13,33;2,67;2,67;0,00;6,00;2,00;4,00;5,00;5,00;3,00;1,00;1,00;4,00;2,00;0,50;2,00;1,00;3,00;2,00;3,00;0,50;1,00;0,50;1,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00
2020-05-10;25,00;17,50;2,50;5,00;0,00;5,00;3,00;2,00;7,00;3,00;3,00;2,00;1,00;3,00;2,00;1,00;1,00;1,00;2,00;4,00;3,00;0,50;1,00;0,50;0,50;0,00;0,00;0,50;0,00;1,00;0,00;0,50
2020-05-17;20,00;17,50;2,50;7,50;0,00;4,00;2,00;4,00;8,00;3,00;3,00;2,00;1,00;4,00;2,00;1,00;2,00;0,50;2,00;3,00;3,00;1,00;0,50;0,50;1,00;1,00;1,00;0,00;0,00;2,00;0,50;0,00
2020-05-24;23,00;12,78;5,11;7,67;0,50;6,00;1,00;3,00;6,00;3,00;4,00;1,00;1,00;3,00;2,00;1,00;2,00;1,00;4,00;2,00;2,00;1,00;0,50;0,50;2,00;1,00;0,00;0,50;0,00;2,00;0,00;0,00
2020-05-31;25,00;22,22;5,56;8,33;0,00;5,00;3,00;3,00;8,00;5,00;4,00;2,00;0,50;4,00;2,00;1,00;2,00;1,00;3,00;2,00;3,00;0,50;0,50;0,00;2,00;1,00;0,50;0,50;0,50;1,00;0,00;0,00
2020-06-07;19,00;16,29;5,43;8,14;0,50;5,00;3,00;5,00;5,00;3,00;3,00;2,00;2,00;5,00;3,00;1,00;3,00;1,00;3,00;3,00;2,00;0,50;1,00;0,50;0,50;0,50;0,50;0,50;0,50;1,00;0,50;0,00
2020-06-14;17,00;17,00;7,29;7,29;0,00;5,00;3,00;3,00;6,00;4,00;3,00;3,00;2,00;4,00;2,00;1,00;4,00;2,00;4,00;2,00;2,00;0,50;2,00;0,50;2,00;0,50;0,50;0,50;0,50;2,00;0,00;0,50
2020-06-21;18,00;18,00;5,14;7,71;0,50;6,00;6,00;6,00;6,00;4,00;4,00;3,00;1,00;6,00;2,00;1,00;3,00;1,00;3,00;2,00;4,00;1,00;1,00;1,00;1,00;0,50;0,50;0,50;0,00;1,00;0,50;0,00
2020-06-28;21,00;21,00;5,25;10,50;0,50;6,00;5,00;5,00;7,00;6,00;5,00;4,00;1,00;7,00;2,00;1,00;1,00;2,00;4,00;3,00;3,00;0,50;2,00;0,50;3,00;0,50;1,00;1,00;0,00;3,00;0,00;0,50
2020-07-05;22,00;22,00;4,89;9,78;1,00;4,00;5,00;4,00;6,00;8,00;5,00;3,00;1,00;5,00;2,00;0,50;2,00;1,00;5,00;3,00;3,00;1,00;2,00;1,00;2,00;0,50;1,00;0,50;0,50;2,00;0,00;0,50
2020-07-12;21,00;21,00;5,25;10,50;0,50;7,00;5,00;5,00;8,00;16,00;6,00;3,00;1,00;6,00;3,00;1,00;3,00;1,00;6,00;2,00;3,00;0,50;1,00;0,50;1,00;1,00;0,00;2,00;0,00;2,00;0,00;0,00
2020-07-19;18,00;20,57;7,71;10,29;0,50;7,00;4,00;6,00;7,00;10,00;7,00;4,00;1,00;6,00;2,00;1,00;4,00;2,00;5,00;2,00;3,00;1,00;2,00;0,50;1,00;1,00;1,00;1,00;0,00;3,00;0,00;0,00
2020-07-26;25,00;20,00;7,50;7,50;0,50;6,00;4,00;7,00;9,00;6,00;7,00;6,00;2,00;6,00;2,00;2,00;2,00;2,00;7,00;3,00;3,00;0,50;1,00;0,50;2,00;1,00;0,00;1,00;0,50;3,00;1,00;0,00
2020-08-02;24,00;24,00;8,00;8,00;0,50;6,00;3,00;7,00;8,00;5,00;4,00;4,00;1,00;6,00;3,00;2,00;3,00;2,00;7,00;2,00;5,00;1,00;2,00;0,50;2,00;0,50;1,00;1,00;0,00;4,00;0,50;0,50
2020-08-09;27,00;24,55;7,36;7,36;0,50;7,00;7,00;12,00;9,00;6,00;6,00;5,00;1,00;6,00;3,00;3,00;2,00;1,00;7,00;2,00;11,00;1,00;2,00;0,00;2,00;1,00;0,00;0,50;0,50;5,00;0,00;0,50
2020-08-16;25,00;20,00;5,00;7,50;0,50;4,00;5,00;7,00;9,00;6,00;6,00;3,00;1,00;3,00;2,00;1,00;3,00;3,00;6,00;3,00;4,00;0,50;2,00;0,50;2,00;1,00;1,00;0,00;0,50;4,00;0,50;0,00
2020-08-23;27,00;24,30;8,10;5,40;0,00;5,00;3,00;5,00;10,00;5,00;5,00;4,00;2,00;5,00;3,00;1,00;4,00;1,00;6,00;3,00;2,00;1,00;1,00;0,50;2,00;0,50;1,00;0,50;0,50;4,00;0,50;0,50
2020-08-30;25,00;20,00;5,00;2,50;0,50;6,00;4,00;7,00;11,00;5,00;2,00;4,00;1,00;3,00;4,00;1,00;2,00;1,00;4,00;2,00;5,00;0,50;1,00;0,50;2,00;0,50;0,50;1,00;0,00;3,00;0,50;0,50
2020-09-06;27,00;17,18;7,36;4,91;0,00;3,00;4,00;3,00;8,00;4,00;3,00;4,00;1,00;4,00;2,00;1,00;2,00;2,00;4,00;4,00;3,00;0,50;1,00;1,00;1,00;1,00;0,00;1,00;0,50;1,00;0,00;0,00
2020-09-13;23,00;20,44;5,11;5,11;0,00;5,00;4,00;5,00;7,00;6,00;3,00;3,00;1,00;3,00;3,00;2,00;1,00;1,00;8,00;2,00;3,00;1,00;1,00;0,00;2,00;1,00;0,00;1,00;0,50;1,00;0,00;0,00
2020-09-20;28,00;30,55;5,09;5,09;0,50;6,00;2,00;7,00;5,00;7,00;4,00;2,00;1,00;3,00;3,00;1,00;3,00;0,50;4,00;2,00;4,00;1,00;2,00;0,50;2,00;0,00;0,50;0,50;0,00;2,00;0,00;0,50
2020-09-27;25,00;27,50;5,00;5,00;0,50;8,00;4,00;5,00;5,00;4,00;4,00;3,00;0,50;1,00;1,00;1,00;2,00;1,00;6,00;3,00;3,00;0,50;1,00;0,50;1,00;0,50;0,50;0,00;0,00;2,00;0,50;0,00
2020-10-04;23,00;25,56;2,56;5,11;0,00;5,00;3,00;6,00;6,00;5,00;3,00;3,00;2,00;3,00;2,00;1,00;4,00;1,00;5,00;2,00;3,00;0,50;1,00;1,00;1,00;0,00;0,00;0,00;0,50;2,00;0,50;0,00
2020-10-11;21,00;23,63;2,63;5,25;0,00;5,00;2,00;3,00;5,00;5,00;3,00;3,00;2,00;2,00;1,00;0,50;2,00;1,00;2,00;2,00;2,00;0,00;1,00;0,00;2,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00
2020-10-18;17,00;14,57;4,86;2,43;0,50;4,00;2,00;4,00;4,00;3,00;3,00;2,00;0,50;2,00;2,00;1,00;1,00;0,50;4,00;2,00;2,00;0,50;1,00;0,50;1,00;0,00;0,50;0,00;0,50;2,00;0,00;0,50
2020-10-25;22,00;24,75;5,50;2,75;0,00;4,00;2,00;5,00;5,00;5,00;2,00;1,00;1,00;3,00;1,00;1,00;2,00;1,00;2,00;8,00;3,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,50;2,00;0,00;0,00
2020-11-01;17,00;42,50;2,83;2,83;0,00;4,00;2,00;3,00;6,00;6,00;2,00;7,00;1,00;2,00;1,00;0,50;2,00;0,50;3,00;3,00;2,00;0,00;1,00;0,50;1,00;0,50;0,00;0,50;0,00;1,00;0,00;0,00
2020-11-08;22,00;16,50;2,75;5,50;0,50;5,00;2,00;2,00;7,00;4,00;3,00;2,00;1,00;4,00;3,00;0,00;1,00;1,00;1,00;2,00;3,00;0,00;0,50;0,50;1,00;0,50;0,50;0,50;0,00;2,00;0,00;0,00
2020-11-15;30,00;16,36;2,73;2,73;0,00;4,00;1,00;4,00;4,00;4,00;3,00;1,00;0,50;4,00;1,00;1,00;1,00;1,00;3,00;3,00;1,00;0,50;1,00;0,50;1,00;0,50;0,00;0,00;0,00;3,00;0,00;0,00
2020-11-22;23,00;17,89;2,56;5,11;0,50;4,00;2,00;4,00;5,00;4,00;3,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;2,00;0,50;1,00;0,50;0,50;0,00;0,50;0,50;0,00;2,00;0,00;0,00
