Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-10-18;16,00;11,00;28,00;14,00;21,00;16,00;17,07;35,20;24,53
2020-10-25;11,00;11,00;24,00;12,00;20,00;13,20;15,40;29,70;20,90
2020-11-01;6,00;10,00;18,00;7,00;15,00;9,00;13,00;21,00;17,00
2020-11-08;7,00;11,00;20,00;8,00;17,00;10,50;16,33;26,83;24,50
2020-11-15;8,00;11,00;22,00;8,00;17,00;10,29;16,00;24,00;21,71
2020-11-22;9,00;10,00;21,00;8,00;16,00;11,25;16,88;24,75;21,38
2020-11-29;9,00;11,00;22,00;7,00;19,00;11,00;18,00;21,00;17,00
2020-12-06;10,00;8,00;22,00;7,00;18,00;13,33;20,00;25,56;21,11
2020-12-13;11,00;10,00;24,00;6,00;17,00;11,00;12,00;23,00;18,00
2020-12-20;11,00;11,00;24,00;8,00;18,00;12,10;12,10;22,00;23,10
2020-12-27;14,00;14,00;34,00;10,00;19,00;12,92;12,92;21,54;24,77
2021-01-03;14,00;12,00;27,00;10,00;17,00;12,92;11,85;21,54;23,69
2021-01-10;12,00;12,00;26,00;9,00;17,00;12,00;11,00;17,00;22,00
2021-01-17;11,00;13,00;29,00;9,00;15,00;14,30;11,00;20,90;24,20
2021-01-24;10,00;11,00;29,00;9,00;15,00;16,00;10,00;16,00;22,00
2021-01-31;11,00;13,00;30,00;10,00;16,00;18,00;12,00;15,00;21,00
2021-02-07;14,00;15,00;36,00;9,00;20,00;20,46;15,08;20,46;29,08
2021-02-14;16,00;16,00;41,00;10,00;20,00;19,20;18,13;23,47;33,07
2021-02-21;13,00;11,00;37,00;9,00;23,00;18,42;17,33;22,75;27,08
2021-02-28;13,00;13,00;37,00;10,00;23,00;15,17;16,25;20,58;29,25
2021-03-07;12,00;15,00;32,00;10,00;26,00;12,00;14,18;22,91;32,73
2021-03-14;11,00;13,00;35,00;10,00;25,00;12,00;14,00;22,00;31,00
2021-03-21;12,00;13,00;38,00;9,00;27,00;15,27;16,36;22,91;39,27
2021-03-28;10,00;11,00;36,00;8,00;28,00;15,56;14,44;21,11;40,00
2021-04-04;9,00;17,00;37,00;9,00;24,00;19,00;15,00;18,00;39,00
2021-04-11;10,00;14,00;33,00;9,00;24,00;23,33;16,67;22,22;43,33
2021-04-18;11,00;14,00;37,00;9,00;27,00;22,00;20,00;21,00;37,00
2021-04-25;14,00;13,00;35,00;10,00;29,00;31,23;20,46;23,69;37,69
2021-05-02;17,00;16,00;40,00;14,00;35,00;36,13;24,44;25,50;40,38
2021-05-09;21,00;20,00;43,00;18,00;44,00;40,89;24,32;29,84;42,00
2021-05-16;20,00;22,00;48,00;24,00;50,00;47,37;24,21;32,63;38,95
2021-05-23;21,00;27,00;46,00;29,00;56,00;50,40;25,20;33,60;37,80
2021-05-30;23,00;25,00;54,00;30,00;61,00;66,81;25,19;38,33;38,33
2021-06-06;26,00;25,00;52,00;33,00;68,00;66,08;31,42;37,92;40,08
2021-06-13;24,00;22,00;53,00;32,00;68,00;76,17;28,17;32,35;38,61
2021-06-20;27,00;30,00;56,00;34,00;78,00;77,76;30,24;36,72;39,96
2021-06-27;27,00;29,00;56,00;34,00;79,00;79,96;32,19;35,31;39,46
2021-07-04;30,00;34,00;67,00;37,00;78,00;85,71;35,36;38,57;39,64
2021-07-11;29,00;36,00;70,00;36,00;79,00;80,56;33,30;40,81;39,74
2021-07-18;29,00;35,00;76,00;37,00;80,00;84,85;40,81;41,89;39,74
2021-07-25;31,00;34,00;68,00;38,00;79,00;84,45;41,69;43,83;37,41
2021-08-01;37,00;35,00;62,00;38,00;90,00;96,85;45,71;48,97;35,91
2021-08-08;36,00;37,00;64,00;40,00;100,00;103,76;47,65;46,59;33,88
2021-08-15;34,00;35,00;59,00;38,00;89,00;97,75;40,38;48,88;34,00
2021-08-22;29,00;30,00;55,00;36,00;82,00;79,48;36,52;44,04;30,07
2021-08-29;26,00;32,00;58,00;36,00;65,00;67,17;34,67;42,25;33,58
2021-09-05;25,00;30,00;50,00;36,00;63,00;55,21;32,29;39,58;31,25
2021-09-12;25,00;28,00;52,00;35,00;55,00;44,57;31,52;41,30;32,61
2021-09-19;25,00;26,00;55,00;34,00;52,00;41,30;31,52;41,30;30,43
2021-09-26;24,00;28,00;55,00;30,00;49,00;38,18;30,55;40,36;32,73
2021-10-03;21,00;24,00;47,00;30,00;48,00;30,95;26,53;36,47;28,74
2021-10-10;20,00;21,00;46,00;28,00;39,00;29,47;26,32;32,63;26,32
2021-10-17;21,00;22,00;40,00;27,00;37,00;27,30;22,05;29,40;25,20
2021-10-24;22,00;24,00;38,00;23,00;34,00;30,80;19,80;30,80;25,30
2021-10-31;19,00;22,00;30,00;21,00;32,00;26,39;17,94;27,44;23,22
2021-11-07;19,00;22,00;32,00;19,00;32,00;27,44;16,89;27,44;22,17
2021-11-14;17,00;17,00;29,00;16,00;32,00;25,50;14,88;26,56;21,25
2021-11-21;15,00;16,00;24,00;12,00;28,00;23,57;11,79;23,57;23,57
2021-11-28;14,00;13,00;22,00;11,00;30,00;23,69;11,85;21,54;22,62
2021-12-05;14,00;16,00;27,00;13,00;25,00;24,77;14,00;20,46;21,54
2021-12-12;15,00;17,00;26,00;15,00;25,00;23,57;13,93;19,29;20,36
2021-12-19;16,00;14,00;26,00;16,00;19,00;21,33;13,87;17,07;19,20
2021-12-26;19,00;22,00;38,00;22,00;27,00;32,41;21,24;29,06;24,59
2022-01-02;17,00;21,00;28,00;22,00;28,00;27,63;22,31;31,88;21,25
2022-01-09;18,00;20,00;35,00;23,00;27,00;22,50;20,25;36,00;21,38
