Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-12-13;25,00;9,52;10,71;20,24;11,90;4,00;0,00;18,00;8,00
2020-12-20;28,00;0,00;49,91;36,52;18,26;2,00;0,00;15,00;7,00
2020-12-27;32,00;9,85;25,85;7,38;16,00;4,00;5,00;9,00;5,00
2021-01-03;27,00;0,00;22,09;19,64;9,82;2,00;5,00;8,00;6,00
2021-01-10;23,00;9,68;10,89;19,37;19,37;2,00;5,00;18,00;6,00
2021-01-17;29,00;8,46;21,75;26,58;14,50;0,00;0,00;13,00;9,00
2021-01-24;24,00;26,40;0,00;16,80;20,40;6,00;0,00;11,00;8,00
2021-01-31;36,00;9,93;65,79;19,86;9,93;0,00;0,00;14,00;5,00
2021-02-07;34,00;9,71;54,64;14,57;26,71;2,00;0,00;29,00;7,00
2021-02-14;29,00;9,67;22,96;22,96;22,96;2,00;5,00;17,00;6,00
2021-02-21;44,00;18,33;11,00;24,44;14,67;11,00;10,00;17,00;6,00
2021-02-28;32,00;38,15;22,15;13,54;17,23;2,00;10,00;11,00;4,00
2021-03-07;40,00;27,88;10,91;15,76;20,61;8,00;5,00;15,00;10,00
2021-03-14;35,00;8,45;20,52;33,79;22,93;4,00;18,00;31,00;8,00
2021-03-21;21,00;26,83;0,00;33,83;25,67;2,00;9,00;24,00;8,00
2021-03-28;25,00;39,29;0,00;30,95;40,48;0,00;5,00;32,00;8,00
2021-04-04;21,00;9,33;45,50;12,83;31,50;9,00;19,00;16,00;8,00
2021-04-11;21,00;0,00;0,00;38,29;35,82;8,00;5,00;32,00;10,00
2021-04-18;40,00;0,00;33,94;25,45;31,52;12,00;10,00;42,00;15,00
2021-04-25;32,00;9,85;0,00;19,69;46,77;8,00;10,00;30,00;15,00
2021-05-02;54,00;18,41;33,14;12,27;38,05;4,00;5,00;30,00;21,00
2021-05-09;41,00;18,09;0,00;22,91;47,03;14,00;14,00;40,00;14,00
2021-05-16;40,00;36,36;10,91;26,67;60,61;13,00;5,00;49,00;17,00
2021-05-23;53,00;37,34;22,89;27,70;71,07;15,00;24,00;17,00;13,00
2021-05-30;43,00;28,26;11,06;36,86;56,51;11,00;30,00;32,00;11,00
2021-06-06;61,00;39,04;0,00;17,08;65,88;13,00;30,00;23,00;8,00
2021-06-13;55,00;26,89;23,22;46,44;79,44;7,00;19,00;25,00;14,00
2021-06-20;54,00;38,05;11,05;23,32;99,41;16,00;38,00;16,00;12,00
2021-06-27;56,00;18,26;21,91;17,04;99,83;20,00;15,00;18,00;13,00
2021-07-04;62,00;60,78;35,25;44,98;100,90;25,00;20,00;28,00;10,00
2021-07-11;63,00;21,00;12,35;30,88;93,88;16,00;20,00;26,00;9,00
2021-07-18;77,00;34,22;0,00;18,33;106,33;14,00;16,00;15,00;12,00
2021-07-25;69,00;20,95;25,88;25,88;121,98;9,00;26,00;23,00;13,00
2021-08-01;81,00;52,77;63,82;51,55;94,50;11,00;22,00;33,00;14,00
2021-08-08;81,00;22,09;52,77;24,55;122,73;10,00;34,00;24,00;11,00
2021-08-15;59,00;20,90;24,58;20,90;81,13;14,00;11,00;19,00;13,00
2021-08-22;86,00;33,17;25,80;18,43;50,37;16,00;17,00;18,00;14,00
2021-08-29;60,00;33,06;61,22;20,82;40,41;16,00;33,00;22,00;13,00
2021-09-05;39,00;0,00;36,56;29,25;59,72;16,00;17,00;28,00;14,00
2021-09-12;35,00;21,72;24,14;14,48;39,83;7,00;22,00;22,00;13,00
2021-09-19;42,00;32,40;36,00;26,40;36,00;7,00;11,00;35,00;11,00
2021-09-26;35,00;10,86;24,14;27,76;33,79;5,00;22,00;30,00;12,00
2021-10-03;66,00;15,89;35,44;25,67;34,22;3,00;23,00;22,00;10,00
2021-10-10;78,00;7,31;17,06;23,16;37,78;0,00;18,00;19,00;9,00
2021-10-17;69,00;20,95;41,89;19,71;23,41;10,00;18,00;21,00;11,00
2021-10-24;65,00;14,72;8,58;31,89;13,49;3,00;7,00;24,00;14,00
2021-10-31;81,00;7,36;24,55;18,41;25,77;3,00;7,00;27,00;8,00
2021-11-07;47,00;14,46;7,23;15,67;13,26;0,00;0,00;27,00;9,00
2021-11-14;49,00;0,00;39,20;12,25;26,95;3,00;14,00;18,00;10,00
2021-11-21;44,00;6,11;7,33;7,33;25,67;3,00;3,00;35,00;14,00
2021-11-28;32,00;6,15;38,15;7,38;28,31;6,00;7,00;15,00;7,00
2021-12-05;53,00;0,00;32,05;14,79;20,95;3,00;11,00;16,00;6,00
2021-12-12;59,00;28,27;50,40;12,29;14,75;6,00;0,00;23,00;6,00
2021-12-19;65,00;0,00;0,00;19,62;26,98;4,00;12,00;28,00;8,00
2021-12-26;65,00;66,23;50,28;26,98;23,30;15,00;25,00;25,00;8,00
2022-01-02;62,00;29,18;34,04;25,53;25,53;2,00;38,00;34,00;5,00
2022-01-09;54,00;8,59;9,82;17,18;33,14;8,00;17,00;23,00;5,00
