Paris;DE;BE;CH;ES;FR;IT;NL;GB;US
2020-08-09;9,00;36,00;24,00;18,00;198,00;17,00;15,00;10,00;5,00
2020-08-16;10,00;20,00;15,00;15,00;157,50;12,00;8,00;8,00;4,00
2020-08-23;9,00;20,25;15,75;13,50;130,50;14,00;11,00;8,00;4,00
2020-08-30;5,00;20,00;17,50;12,50;137,50;12,00;7,00;7,00;4,00
2020-09-06;5,00;12,50;15,00;12,50;135,00;10,00;8,00;8,00;4,00
2020-09-13;5,00;20,00;15,00;12,50;142,50;10,00;9,00;8,00;4,00
2020-09-20;5,00;22,50;10,00;12,50;120,00;18,00;10,00;8,00;4,00
2020-09-27;5,00;15,00;15,00;15,00;117,50;14,00;10,00;7,00;5,00
2020-10-04;4,00;18,00;8,00;12,00;96,00;14,00;9,00;8,00;5,00
2020-10-11;5,00;10,00;10,00;10,00;115,00;11,00;7,00;9,00;5,00
2020-10-18;4,00;24,00;12,00;12,00;192,00;12,00;8,00;6,00;5,00
2020-10-25;3,00;15,00;15,00;9,00;117,00;15,00;5,00;7,00;4,00
2020-11-01;3,00;12,00;12,00;15,00;63,00;41,00;4,00;6,00;3,00
2020-11-08;3,00;9,00;9,00;9,00;66,00;14,00;9,00;6,00;4,00
2020-11-15;4,00;10,00;4,00;6,00;46,00;8,00;6,00;8,00;4,00
2020-11-22;3,00;18,00;9,00;9,00;81,00;11,00;4,00;6,00;4,00
2020-11-29;3,00;18,00;9,00;9,00;93,00;11,00;6,00;7,00;4,00
2020-12-06;5,00;10,00;7,50;10,00;82,50;11,00;8,00;6,00;4,00
2020-12-13;3,00;18,00;15,00;9,00;111,00;10,00;5,00;7,00;4,00
2020-12-20;4,00;36,00;12,00;12,00;208,00;11,00;6,00;7,00;4,00
2020-12-27;6,00;21,00;21,00;12,00;129,00;12,00;7,00;6,00;4,00
2021-01-03;4,00;8,00;8,00;6,00;80,00;12,00;5,00;7,00;5,00
2021-01-10;5,00;20,00;7,50;10,00;100,00;13,00;5,00;7,00;4,00
2021-01-17;4,00;6,00;6,00;6,00;74,00;11,00;7,00;7,00;4,00
2021-01-24;4,00;16,00;12,00;12,00;124,00;10,00;4,00;5,00;4,00
2021-01-31;4,00;8,00;12,00;6,00;64,00;10,00;5,00;4,00;4,00
2021-02-07;3,00;12,00;12,00;12,00;114,00;8,00;3,00;4,00;4,00
2021-02-14;5,00;7,50;12,50;12,50;112,50;9,00;5,00;6,00;5,00
2021-02-21;4,00;8,00;8,00;6,00;86,00;9,00;4,00;5,00;4,00
2021-02-28;4,00;10,00;8,00;8,00;76,00;9,00;6,00;5,00;4,00
2021-03-07;5,00;15,00;12,50;12,50;120,00;11,00;6,00;5,00;5,00
2021-03-14;3,00;12,00;6,00;12,00;114,00;10,00;6,00;6,00;4,00
2021-03-21;4,00;16,00;16,00;12,00;128,00;9,00;5,00;4,00;4,00
2021-03-28;3,00;4,50;3,00;3,00;54,00;7,00;3,00;4,00;5,00
2021-04-04;4,00;10,00;6,00;6,00;86,00;10,00;6,00;4,00;5,00
2021-04-11;4,00;8,00;4,00;6,00;62,00;9,00;7,00;4,00;5,00
2021-04-18;3,00;12,00;9,00;9,00;108,00;9,00;5,00;4,00;5,00
2021-04-25;4,00;10,00;8,00;8,00;78,00;11,00;6,00;6,00;5,00
2021-05-02;5,00;12,50;10,00;12,50;112,50;10,00;7,00;4,00;5,00
2021-05-09;4,00;20,00;20,00;16,00;184,00;9,00;9,00;5,00;5,00
2021-05-16;5,00;15,00;15,00;10,00;127,50;12,00;8,00;5,00;5,00
2021-05-23;7,00;17,50;31,50;17,50;199,50;11,00;13,00;5,00;5,00
2021-05-30;6,00;18,00;12,00;10,00;112,00;20,00;13,00;4,00;6,00
2021-06-06;8,00;24,00;16,00;13,33;162,67;17,00;11,00;4,00;6,00
2021-06-13;9,00;33,00;18,00;15,00;204,00;15,00;15,00;5,00;6,00
2021-06-20;12,00;28,80;16,80;9,60;163,20;17,00;17,00;5,00;6,00
2021-06-27;11,00;22,00;13,20;15,40;149,60;17,00;23,00;7,00;6,00
2021-07-04;13,00;31,20;28,60;20,80;184,60;14,00;22,00;7,00;6,00
2021-07-11;12,00;28,80;21,60;16,80;153,60;18,00;20,00;7,00;7,00
2021-07-18;12,00;30,00;24,00;21,00;201,00;17,00;16,00;6,00;6,00
2021-07-25;13,00;36,40;26,00;15,60;171,60;16,00;26,00;6,00;6,00
2021-08-01;11,00;22,00;22,00;15,40;154,00;18,00;31,00;8,00;5,00
2021-08-08;14,00;67,20;42,00;39,20;280,00;30,00;39,00;11,00;7,00
2021-08-15;12,00;26,40;26,40;28,80;172,80;20,00;26,00;9,00;6,00
2021-08-22;12,00;36,00;26,40;26,40;160,80;25,00;16,00;9,00;6,00
2021-08-29;11,00;24,20;24,20;26,40;149,60;25,00;24,00;10,00;6,00
2021-09-05;14,00;39,20;30,80;33,60;198,80;26,00;25,00;11,00;6,00
2021-09-12;17,00;26,71;31,57;29,14;172,43;27,00;34,00;11,00;7,00
2021-09-19;20,00;40,00;50,00;25,00;170,00;28,00;39,00;12,00;6,00
2021-09-26;20,00;28,89;33,33;31,11;162,22;33,00;32,00;15,00;7,00
2021-10-03;16,00;45,33;29,33;26,67;162,67;28,00;40,00;13,00;6,00
2021-10-10;14,00;42,00;28,00;28,00;137,67;29,00;47,00;14,00;6,00
2021-10-17;14,00;47,60;64,40;30,80;187,60;33,00;50,00;14,00;6,00
2021-10-24;12,00;55,20;33,60;24,00;156,00;31,00;38,00;11,00;5,00
2021-10-31;10,00;46,00;26,00;22,00;138,00;100,00;28,00;16,00;5,00
2021-11-07;9,00;45,00;24,75;24,75;135,00;39,00;27,00;15,00;5,00
2021-11-14;8,00;32,00;29,33;24,00;146,67;30,00;30,00;14,00;5,00
2021-11-21;7,00;30,33;18,67;21,00;119,00;26,00;24,00;11,00;5,00
2021-11-28;7,00;25,67;18,67;18,67;114,33;24,00;24,00;9,00;5,00
2021-12-05;8,00;42,67;21,33;21,33;136,00;27,00;32,00;8,00;5,00
2021-12-12;10,00;40,00;17,50;17,50;127,50;34,00;35,00;7,00;5,00
2021-12-19;11,00;46,75;22,00;13,75;148,50;30,00;34,00;7,00;4,00
2021-12-26;12,00;54,00;20,00;16,00;126,00;29,00;57,00;8,00;5,00
2022-01-02;10,00;42,50;20,00;20,00;125,00;25,00;48,00;9,00;5,00
2022-01-09;8,00;34,67;21,33;21,33;120,00;23,00;37,00;11,00;4,00
