Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-06-14;38,00;3,00;23,00;31,00;1,00;24,32;1,52;15,20;7,60
2020-06-21;41,00;12,00;18,00;30,00;1,00;28,85;3,04;13,67;7,59
2020-06-28;23,00;9,00;32,00;38,00;1,00;32,20;1,53;15,33;7,67
2020-07-05;25,00;4,00;18,00;35,00;2,00;32,35;2,94;20,59;7,35
2020-07-12;29,00;6,00;19,00;26,00;2,00;33,58;6,11;16,79;7,63
2020-07-19;34,00;12,00;26,00;29,00;2,00;29,57;10,35;13,30;7,39
2020-07-26;35,00;6,00;10,00;24,00;0,00;39,57;3,04;12,17;7,61
2020-08-02;37,00;9,00;21,00;35,00;1,00;45,88;7,40;20,72;7,40
2020-08-09;30,00;4,00;33,00;27,00;2,00;42,00;1,50;13,50;7,50
2020-08-16;25,00;7,00;24,00;19,00;4,00;39,71;2,94;16,18;5,88
2020-08-23;28,00;15,00;20,00;25,00;1,00;35,37;8,84;11,79;5,89
2020-08-30;20,00;11,00;17,00;16,00;1,00;30,77;6,15;12,31;7,69
2020-09-06;18,00;6,00;18,00;17,00;0,50;30,00;1,50;10,50;4,50
2020-09-13;17,00;6,00;15,00;18,00;1,00;18,55;1,55;12,36;6,18
2020-09-20;12,00;5,00;9,00;17,00;1,00;22,50;1,50;9,00;6,00
2020-09-27;13,00;2,00;7,00;19,00;1,00;26,00;2,89;11,56;7,22
2020-10-04;14,00;4,00;9,00;19,00;1,00;21,78;3,11;10,89;7,78
2020-10-11;14,00;4,00;9,00;14,00;2,00;20,22;1,56;12,44;9,33
2020-10-18;11,00;6,00;14,00;15,00;0,50;20,43;4,71;15,71;7,86
2020-10-25;13,00;4,00;4,00;14,00;0,00;13,00;2,89;8,67;7,22
2020-11-01;6,00;7,00;4,00;19,00;0,50;18,00;0,00;7,50;6,00
2020-11-08;6,00;7,00;5,00;16,00;0,50;15,00;0,00;12,00;9,00
2020-11-15;7,00;11,00;11,00;14,00;0,00;16,80;2,80;9,80;7,00
2020-11-22;9,00;4,00;9,00;15,00;3,00;13,50;0,00;7,50;6,00
2020-11-29;12,00;5,00;9,00;14,00;1,00;21,00;0,00;7,50;6,00
2020-12-06;9,00;4,00;11,00;16,00;0,50;13,50;0,00;6,00;6,00
2020-12-13;9,00;4,00;7,00;12,00;1,00;18,00;1,50;9,00;7,50
2020-12-20;10,00;4,00;8,00;24,00;0,00;14,29;2,86;7,14;5,71
2020-12-27;14,00;4,00;20,00;29,00;1,00;23,33;6,22;12,44;7,78
2021-01-03;8,00;2,00;11,00;21,00;0,50;27,20;4,80;11,20;8,00
2021-01-10;12,00;4,00;18,00;16,00;0,50;21,00;1,50;15,00;6,00
2021-01-17;12,00;4,00;9,00;19,00;0,50;16,50;1,50;10,50;7,50
2021-01-24;9,00;6,00;17,00;20,00;0,00;25,50;1,50;12,00;7,50
2021-01-31;13,00;7,00;9,00;14,00;1,00;24,56;1,44;10,11;5,78
2021-02-07;9,00;0,00;15,00;14,00;0,50;21,00;1,50;13,50;9,00
2021-02-14;16,00;2,00;21,00;17,00;1,00;20,36;1,45;11,64;7,27
2021-02-21;16,00;8,00;11,00;17,00;1,00;24,00;1,60;12,80;8,00
2021-02-28;7,00;8,00;7,00;18,00;1,00;23,80;0,00;9,80;7,00
2021-03-07;12,00;6,00;11,00;17,00;1,00;27,00;3,00;12,00;7,50
2021-03-14;10,00;4,00;17,00;17,00;1,00;20,00;1,43;7,14;5,71
2021-03-21;10,00;4,00;18,00;13,00;1,00;33,33;1,67;11,67;10,00
2021-03-28;10,00;4,00;14,00;17,00;2,00;32,86;0,00;8,57;8,57
2021-04-04;13,00;17,00;19,00;19,00;1,00;33,22;5,78;10,11;10,11
2021-04-11;10,00;13,00;20,00;22,00;1,00;28,57;1,43;7,14;8,57
2021-04-18;12,00;12,00;9,00;19,00;0,50;34,50;1,50;7,50;9,00
2021-04-25;13,00;6,00;20,00;22,00;0,00;37,56;1,44;10,11;8,67
2021-05-02;18,00;2,00;20,00;23,00;1,00;51,00;1,50;7,50;9,00
2021-05-09;22,00;9,00;23,00;27,00;0,50;48,40;1,47;11,73;8,80
2021-05-16;16,00;9,00;26,00;35,00;1,00;58,18;1,45;16,00;10,18
2021-05-23;28,00;12,00;33,00;30,00;2,00;58,95;1,47;13,26;13,26
2021-05-30;22,00;10,00;16,00;32,00;1,00;88,00;3,14;11,00;11,00
2021-06-06;25,00;8,00;29,00;27,00;2,00;80,88;1,47;11,76;13,24
2021-06-13;17,00;7,00;23,00;28,00;3,00;66,58;4,25;9,92;11,33
2021-06-20;25,00;8,00;25,00;37,00;1,00;70,31;4,69;20,31;10,94
2021-06-27;29,00;11,00;16,00;32,00;1,00;59,45;5,80;14,50;11,60
2021-07-04;32,00;8,00;28,00;32,00;2,00;82,91;1,45;16,00;10,18
2021-07-11;31,00;15,00;41,00;38,00;0,00;66,43;1,48;17,71;11,81
2021-07-18;40,00;2,00;24,00;34,00;2,00;65,19;1,48;14,81;10,37
2021-07-25;34,00;17,00;44,00;41,00;1,00;75,39;1,48;22,17;8,87
2021-08-01;36,00;11,00;31,00;40,00;2,00;67,50;4,50;21,00;10,50
2021-08-08;43,00;7,00;16,00;46,00;3,00;90,61;1,54;23,04;10,75
2021-08-15;34,00;15,00;19,00;35,00;1,00;94,61;5,91;20,70;10,35
2021-08-22;36,00;11,00;38,00;39,00;4,00;81,00;4,50;19,50;9,00
2021-08-29;24,00;9,00;30,00;39,00;2,00;63,00;0,00;21,00;9,00
2021-09-05;28,00;20,00;23,00;43,00;4,00;48,63;2,95;20,63;7,37
2021-09-12;26,00;20,00;20,00;40,00;4,00;44,35;6,12;16,82;9,18
2021-09-19;29,00;11,00;47,00;41,00;1,00;53,42;1,53;19,84;10,68
2021-09-26;26,00;17,00;34,00;40,00;4,00;45,88;4,59;16,82;10,71
2021-10-03;25,00;19,00;27,00;33,00;4,00;35,29;2,94;11,76;8,82
2021-10-10;19,00;11,00;22,00;41,00;2,00;33,62;2,92;10,23;8,77
2021-10-17;18,00;10,00;20,00;38,00;3,00;33,00;3,00;16,50;7,50
2021-10-24;23,00;11,00;21,00;34,00;4,00;32,20;0,77;9,20;7,67
2021-10-31;25,00;12,00;18,00;32,00;3,00;29,41;2,94;7,35;10,29
2021-11-07;24,00;7,00;24,00;31,00;2,00;24,00;1,50;7,50;7,50
2021-11-14;20,00;8,00;17,00;26,00;5,00;32,31;1,54;9,23;7,69
2021-11-21;18,00;8,00;15,00;20,00;1,00;22,50;3,00;6,00;7,50
2021-11-28;10,00;3,00;14,00;20,00;1,00;16,67;1,67;10,00;8,33
2021-12-05;16,00;3,00;8,00;25,00;2,00;17,45;1,45;7,27;7,27
2021-12-12;13,00;8,00;20,00;27,00;1,00;15,89;1,44;7,22;8,67
