Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-04-21;29,00;37,00;6,00;1,00;2,00;37,00;6,00;10,00;28,00;47,00;3,00;2,00;6,00;2,00;7,00;1,00;1,00;1,00;2,00;1,00;6,00;10,00;9,00;0,00;0,00;0,00;1,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-28;23,00;39,00;3,00;0,50;4,00;43,00;4,00;9,00;27,00;45,00;2,00;1,00;5,00;2,00;10,00;0,50;0,00;0,50;0,50;0,50;1,00;7,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;18,00;45,00;3,00;1,00;1,00;38,00;6,00;8,00;34,00;43,00;1,00;1,00;4,00;3,00;9,00;2,00;0,50;1,00;0,50;1,00;1,00;5,00;6,00;0,00;1,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;12,00;45,00;6,00;1,00;0,50;42,00;5,00;13,00;34,00;43,00;1,00;1,00;8,00;2,00;9,00;1,00;0,00;0,50;2,00;0,50;2,00;6,00;4,00;0,00;0,50;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;20,00;50,00;2,00;0,50;0,00;45,00;7,00;6,00;28,00;53,00;3,00;2,00;8,00;1,00;10,00;1,00;0,00;0,50;1,00;0,00;6,00;9,00;3,00;0,00;1,00;0,50;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;15,00;41,00;3,00;1,00;1,00;36,00;7,00;6,00;22,00;49,00;2,00;3,00;6,00;4,00;10,00;1,00;0,50;1,00;0,00;0,00;2,00;10,00;2,00;0,50;0,50;0,00;0,00;4,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;23,00;64,00;4,00;0,50;2,00;52,00;7,00;8,00;42,00;53,00;2,00;1,00;5,00;4,00;18,00;0,50;1,00;1,00;4,00;0,50;5,00;10,00;7,00;0,00;0,50;0,00;0,50;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;23,00;61,00;3,00;0,50;2,00;55,00;8,00;12,00;46,00;62,00;2,00;2,00;9,00;3,00;20,00;3,00;0,50;0,50;1,00;0,00;4,00;10,00;4,00;0,00;0,00;0,00;0,50;3,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;27,00;72,00;4,00;0,50;4,00;58,00;8,00;11,00;48,00;62,00;3,00;2,00;6,00;6,00;24,00;1,00;0,50;1,00;2,00;0,50;4,00;9,00;1,00;0,00;0,00;0,00;0,00;6,00;0,00;0,50;2,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;26,00;70,00;3,00;1,00;1,00;66,00;9,00;13,00;47,00;75,00;0,50;1,00;3,00;4,00;18,00;3,00;0,00;1,00;1,00;0,50;4,00;15,00;8,00;0,00;0,50;1,00;0,50;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-06-30;27,00;67,00;4,00;0,50;1,00;63,00;8,00;14,00;56,00;66,00;3,00;2,00;2,00;5,00;28,00;3,00;0,50;1,00;1,00;1,00;4,00;9,00;5,00;0,00;0,00;0,00;0,50;7,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;24,00;77,00;5,00;1,00;2,00;67,00;11,00;15,00;57,00;76,00;1,00;2,00;6,00;5,00;24,00;2,00;0,00;0,00;1,00;1,00;5,00;13,00;6,00;0,00;0,50;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;26,00;69,00;3,00;1,00;2,00;59,00;7,00;21,00;52,00;72,00;1,00;2,00;7,00;7,00;24,00;4,00;1,00;2,00;2,00;1,00;4,00;13,00;7,00;0,00;0,00;0,50;1,00;8,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;23,00;80,00;4,00;2,00;2,00;61,00;9,00;22,00;60,00;73,00;7,00;5,00;7,00;10,00;29,00;2,00;1,00;1,00;2,00;1,00;4,00;11,00;9,00;0,00;0,50;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-07-28;29,00;74,00;7,00;3,00;4,00;71,00;11,00;22,00;60,00;94,00;6,00;1,00;9,00;10,00;23,00;1,00;0,50;0,50;1,00;2,00;6,00;9,00;7,00;0,00;1,00;0,00;1,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-08-04;31,00;75,00;4,00;2,00;3,00;57,00;4,00;17,00;53,00;84,00;4,00;3,00;7,00;5,00;35,00;3,00;1,00;4,00;4,00;1,00;9,00;12,00;10,00;0,00;0,00;1,00;0,00;9,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-08-11;35,00;65,00;10,00;1,00;3,00;75,00;8,00;11,00;53,00;68,00;3,00;1,00;9,00;9,00;19,00;5,00;1,00;3,00;2,00;3,00;8,00;12,00;6,00;0,00;1,00;0,00;0,00;7,00;0,00;1,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;29,00;61,00;4,00;3,00;2,00;50,00;9,00;16,00;36,00;61,00;2,00;3,00;6,00;6,00;25,00;24,00;0,00;2,00;3,00;3,00;5,00;9,00;13,00;0,00;1,00;0,00;0,00;5,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;20,00;46,00;6,00;1,00;2,00;42,00;4,00;8,00;42,00;42,00;2,00;2,00;5,00;7,00;17,00;25,00;0,00;1,00;4,00;0,50;4,00;6,00;5,00;0,00;0,50;0,00;1,00;5,00;0,00;0,50;0,50;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;18,00;37,00;4,00;0,00;3,00;23,00;6,00;6,00;27,00;35,00;3,00;4,00;4,00;3,00;11,00;1,00;0,50;1,00;1,00;0,50;3,00;7,00;5,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;17,00;32,00;2,00;0,50;3,00;34,00;3,00;4,00;11,00;25,00;3,00;2,00;5,00;1,00;8,00;1,00;0,00;1,00;1,00;1,00;5,00;4,00;1,00;0,00;0,50;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;17,00;27,00;1,00;0,00;3,00;26,00;4,00;4,00;13,00;28,00;1,00;1,00;4,00;1,00;6,00;1,00;0,00;1,00;1,00;1,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;18,00;19,00;3,00;0,50;3,00;25,00;6,00;3,00;11,00;17,00;1,00;4,00;3,00;1,00;5,00;1,00;0,50;0,00;0,50;1,00;2,00;4,00;5,00;0,00;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;21,00;22,00;1,00;0,50;3,00;26,00;1,00;1,00;8,00;14,00;2,00;3,00;4,00;1,00;5,00;1,00;0,00;1,00;0,50;0,00;2,00;4,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;16,00;16,00;0,50;0,00;3,00;12,00;2,00;1,00;8,00;12,00;2,00;0,50;6,00;3,00;2,00;1,00;0,00;0,00;0,00;1,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-10-13;16,00;13,00;2,00;0,50;4,00;12,00;1,00;2,00;6,00;13,00;0,50;2,00;5,00;1,00;4,00;1,00;0,00;1,00;0,50;0,50;2,00;3,00;1,00;0,00;0,00;0,00;0,50;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;10,00;14,00;2,00;0,00;3,00;10,00;0,50;1,00;6,00;16,00;1,00;2,00;4,00;0,00;4,00;1,00;0,00;0,00;1,00;1,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;11,00;10,00;2,00;0,00;3,00;6,00;1,00;1,00;5,00;8,00;1,00;1,00;3,00;1,00;2,00;0,50;0,50;0,50;2,00;0,50;3,00;2,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;12,00;12,00;1,00;0,00;3,00;8,00;0,00;1,00;6,00;9,00;0,50;1,00;4,00;0,50;2,00;0,50;0,50;0,50;1,00;1,00;2,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;12,00;8,00;2,00;0,00;2,00;12,00;0,50;1,00;5,00;9,00;1,00;0,50;7,00;0,50;1,00;2,00;0,00;1,00;0,50;0,00;0,50;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;17,00;10,00;3,00;0,50;3,00;7,00;3,00;1,00;6,00;9,00;0,50;1,00;4,00;0,50;0,50;0,50;0,00;1,00;0,50;1,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;10,00;12,00;1,00;0,00;4,00;10,00;3,00;1,00;5,00;10,00;0,50;1,00;5,00;1,00;2,00;0,50;0,00;1,00;0,00;0,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;15,00;15,00;1,00;0,00;2,00;10,00;3,00;2,00;4,00;8,00;1,00;0,00;1,00;1,00;2,00;0,50;0,50;0,00;0,00;1,00;0,50;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-12-08;9,00;9,00;4,00;0,00;2,00;4,00;0,50;2,00;4,00;7,00;2,00;1,00;4,00;2,00;2,00;0,00;0,00;0,50;0,00;1,00;1,00;1,00;0,50;0,00;0,50;0,00;0,50;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;14,00;12,00;0,00;0,00;2,00;10,00;3,00;1,00;5,00;11,00;2,00;0,00;4,00;0,50;1,00;0,50;0,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;19,00;17,00;3,00;0,00;4,00;14,00;2,00;4,00;8,00;13,00;2,00;2,00;5,00;0,00;2,00;1,00;0,00;1,00;1,00;1,00;2,00;0,00;2,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;28,00;17,00;1,00;1,00;4,00;16,00;5,00;2,00;9,00;22,00;0,50;3,00;5,00;0,50;4,00;2,00;0,00;0,50;2,00;1,00;2,00;2,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;18,00;25,00;3,00;0,50;4,00;18,00;5,00;2,00;8,00;25,00;0,50;3,00;5,00;1,00;3,00;0,50;0,50;0,00;1,00;0,50;2,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2020-01-12;12,00;28,00;3,00;1,00;5,00;24,00;4,00;5,00;20,00;30,00;1,00;2,00;7,00;1,00;8,00;1,00;0,00;0,00;1,00;1,00;2,00;4,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;14,00;30,00;1,00;0,50;4,00;33,00;4,00;6,00;23,00;28,00;2,00;2,00;8,00;1,00;5,00;0,00;1,00;0,50;3,00;1,00;2,00;3,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;13,00;32,00;2,00;0,50;3,00;23,00;3,00;3,00;22,00;22,00;1,00;0,50;6,00;0,50;5,00;0,50;0,00;0,00;0,50;0,50;2,00;5,00;0,50;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;17,00;22,00;1,00;1,00;2,00;18,00;6,00;5,00;15,00;25,00;2,00;2,00;3,00;1,00;7,00;2,00;0,00;1,00;1,00;0,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;11,00;23,00;3,00;0,50;1,00;23,00;4,00;5,00;15,00;23,00;1,00;1,00;4,00;2,00;8,00;2,00;0,00;0,50;0,50;0,00;1,00;3,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;19,00;19,00;1,00;0,00;3,00;22,00;3,00;4,00;19,00;24,00;1,00;2,00;4,00;1,00;4,00;1,00;0,00;0,50;1,00;1,00;1,00;6,00;3,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;10,00;18,00;1,00;0,00;1,00;15,00;3,00;2,00;7,00;14,00;2,00;0,50;4,00;1,00;2,00;0,50;0,00;0,00;2,00;0,00;1,00;2,00;2,00;0,00;0,50;0,00;0,00;1,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;9,00;13,00;3,00;0,00;2,00;11,00;2,00;1,00;13,00;13,00;1,00;0,00;3,00;0,50;2,00;1,00;0,00;2,00;1,00;0,00;1,00;2,00;1,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;8,00;6,00;1,00;0,50;0,50;5,00;2,00;1,00;5,00;7,00;1,00;0,00;1,00;0,50;1,00;0,50;0,00;0,50;1,00;1,00;0,50;1,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;10,00;5,00;2,00;0,00;2,00;5,00;3,00;1,00;3,00;3,00;1,00;0,00;0,50;0,00;1,00;0,50;0,50;0,50;0,50;0,50;1,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;3,00;5,00;1,00;0,00;1,00;4,00;1,00;1,00;1,00;9,00;0,00;0,00;1,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00
2020-03-29;4,00;4,00;1,00;0,00;0,50;3,00;1,00;0,50;3,00;7,00;1,00;1,00;1,00;0,50;3,00;0,50;0,00;0,00;1,00;0,50;0,50;0,50;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;3,00;6,00;2,00;1,00;1,00;4,00;1,00;1,00;2,00;8,00;0,50;0,00;1,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;4,00;4,00;2,00;0,00;1,00;7,00;0,50;1,00;7,00;8,00;0,50;0,00;0,00;1,00;2,00;0,50;0,00;0,50;0,50;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;4,00;7,00;0,00;0,50;0,50;6,00;1,00;2,00;3,00;8,00;0,00;0,50;0,50;1,00;2,00;1,00;0,00;0,50;2,00;0,00;1,00;2,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;4,00;9,00;0,50;0,50;1,00;8,00;0,50;1,00;2,00;7,00;0,50;0,50;1,00;0,00;3,00;1,00;0,00;0,00;0,50;0,50;0,00;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;5,00;4,00;1,00;0,50;1,00;7,00;5,00;0,50;3,00;6,00;0,50;0,50;0,00;1,00;1,00;1,00;0,00;1,00;2,00;1,00;0,50;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;5,00;5,00;0,50;0,00;0,00;5,00;0,50;1,00;4,00;7,00;0,00;0,00;1,00;2,00;2,00;0,50;0,50;3,00;1,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;3,00;6,00;0,50;0,00;2,00;7,00;0,50;1,00;4,00;11,00;0,50;0,00;1,00;1,00;3,00;1,00;0,00;1,00;1,00;0,50;0,50;2,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;6,00;8,00;1,00;0,50;1,00;5,00;1,00;1,00;5,00;12,00;0,50;0,00;0,50;1,00;4,00;0,00;0,50;1,00;2,00;0,00;0,00;1,00;0,50;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-05-31;7,00;9,00;0,50;0,00;0,00;10,00;1,00;1,00;6,00;14,00;0,00;0,50;1,00;0,00;2,00;1,00;0,00;2,00;1,00;0,50;1,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;9,00;12,00;1,00;0,00;1,00;14,00;1,00;1,00;8,00;18,00;1,00;1,00;1,00;1,00;4,00;1,00;0,00;0,50;2,00;0,50;1,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;12,00;16,00;1,00;0,00;0,50;12,00;1,00;1,00;8,00;19,00;0,00;0,00;2,00;2,00;4,00;1,00;0,00;0,00;1,00;0,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;11,00;16,00;1,00;0,50;1,00;14,00;1,00;1,00;9,00;21,00;1,00;0,50;3,00;1,00;7,00;1,00;0,50;0,50;3,00;1,00;1,00;2,00;3,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;14,00;15,00;0,50;0,00;1,00;20,00;2,00;3,00;13,00;18,00;1,00;1,00;3,00;0,50;5,00;0,50;0,00;3,00;1,00;1,00;3,00;2,00;2,00;0,00;0,50;0,00;0,00;3,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;14,00;23,00;1,00;1,00;2,00;19,00;1,00;2,00;20,00;26,00;1,00;0,50;3,00;1,00;13,00;3,00;0,00;0,00;0,50;2,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
