Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-07-04;4,00;4,00;5,33;1,33;1,33;3,00;4,00;3,00;3,00
2021-07-11;5,00;3,33;5,00;1,67;1,67;3,00;4,00;3,00;3,00
2021-07-18;5,00;5,00;6,67;0,83;1,67;3,00;4,00;3,00;3,00
2021-07-25;5,00;5,00;5,00;1,67;1,67;3,00;4,00;3,00;3,00
2021-08-01;7,00;5,60;4,20;1,40;1,40;3,00;4,00;4,00;3,00
2021-08-08;9,00;9,00;10,50;1,50;1,50;4,00;5,00;4,00;3,00
2021-08-15;8,00;11,20;4,80;1,60;1,60;4,00;6,00;4,00;3,00
2021-08-22;8,00;11,20;6,40;1,60;3,20;4,00;10,00;5,00;4,00
2021-08-29;10,00;11,67;8,33;1,67;1,67;4,00;9,00;5,00;4,00
2021-09-05;10,00;15,00;6,67;1,67;1,67;4,00;7,00;6,00;4,00
2021-09-12;11,00;15,71;9,43;1,57;3,14;4,00;12,00;6,00;4,00
2021-09-19;13,00;16,25;11,38;3,25;3,25;4,00;12,00;7,00;4,00
2021-09-26;14,00;12,44;12,44;3,11;3,11;4,00;14,00;8,00;5,00
2021-10-03;17,00;21,64;13,91;3,09;3,09;4,00;16,00;10,00;5,00
2021-10-10;17,00;20,09;13,91;4,64;3,09;6,00;18,00;9,00;6,00
2021-10-17;20,00;18,46;18,46;4,62;3,08;6,00;15,00;9,00;6,00
2021-10-24;20,00;23,08;18,46;4,62;3,08;7,00;16,00;10,00;6,00
2021-10-31;25,00;25,00;25,00;6,25;6,25;8,00;17,00;11,00;7,00
2021-11-07;31,00;27,90;24,80;6,20;7,75;11,00;20,00;13,00;7,00
2021-11-14;29,00;19,84;21,37;6,11;7,63;12,00;20,00;12,00;8,00
2021-11-21;31,00;20,15;32,55;7,75;10,85;16,00;17,00;13,00;9,00
2021-11-28;43,00;27,07;47,78;7,96;14,33;22,00;19,00;11,00;9,00
2021-12-05;55,00;31,43;73,86;12,57;17,29;27,00;24,00;12,00;11,00
2021-12-12;64,00;39,02;81,17;12,49;12,49;22,00;31,00;15,00;13,00
2021-12-19;81,00;48,29;81,00;17,13;12,46;25,00;66,00;14,00;15,00
2021-12-26;100,00;65,63;123,44;20,31;23,44;43,00;66,00;19,00;18,00
2022-01-02;78,00;71,76;101,40;20,28;20,28;39,00;58,00;24,00;17,00
2022-01-09;82,00;57,25;86,64;20,11;18,57;25,00;52,00;30,00;17,00
2022-01-16;90,00;58,97;90,00;18,62;17,07;23,00;46,00;28,00;15,00
2022-01-23;82,00;52,04;91,46;15,77;14,19;21,00;53,00;24,00;13,00
2022-01-30;84,00;54,44;90,22;15,56;14,00;21,00;47,00;23,00;13,00
2022-02-06;87,00;41,95;94,77;13,98;15,54;19,00;44,00;23,00;13,00
2022-02-13;80,00;45,49;90,98;14,12;10,98;22,00;43,00;20,00;12,00
2022-02-20;65,00;40,24;80,48;10,83;12,38;19,00;39,00;18,00;11,00
2022-02-27;46,00;30,14;66,62;11,10;7,93;16,00;29,00;14,00;9,00
2022-03-06;33,00;34,57;48,71;7,86;7,86;13,00;25,00;15,00;9,00
2022-03-13;27,00;23,82;46,06;6,35;7,94;10,00;18,00;12,00;7,00
2022-03-20;18,00;22,91;36,00;4,91;4,91;9,00;12,00;11,00;5,00
2022-03-27;16,00;28,80;19,20;3,20;4,80;6,00;9,00;10,00;4,00
2022-04-03;15,00;19,50;22,50;3,00;6,00;6,00;8,00;9,00;4,00
2022-04-10;13,00;11,38;24,38;3,25;4,88;5,00;5,00;7,00;3,00
2022-04-17;8,00;4,80;12,80;1,60;1,60;4,00;4,00;6,00;3,00
2022-04-24;5,00;6,67;6,67;1,67;1,67;2,00;4,00;5,00;3,00
