Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-10-11;17,00;13,00;37,00;19,00;27,00;21,25;17,00;36,13;25,50
2020-10-18;17,00;13,00;28,00;15,00;22,00;17,00;18,13;35,13;26,07
2020-10-25;10,00;11,00;24,00;11,00;19,00;13,00;13,00;27,00;19,00
2020-11-01;7,00;10,00;16,00;7,00;14,00;10,50;14,00;24,50;18,67
2020-11-08;7,00;13,00;20,00;8,00;16,00;9,33;15,17;26,83;23,33
2020-11-15;8,00;12,00;22,00;8,00;16,00;10,29;16,00;22,86;21,71
2020-11-22;8,00;10,00;20,00;8,00;17,00;9,00;15,00;21,00;18,00
2020-11-29;10,00;13,00;24,00;8,00;17,00;11,11;18,89;23,33;18,89
2020-12-06;10,00;10,00;22,00;7,00;18,00;13,33;17,78;25,56;20,00
2020-12-13;11,00;12,00;24,00;7,00;18,00;11,00;13,20;23,10;19,80
2020-12-20;10,00;12,00;28,00;8,00;16,00;11,11;12,22;22,22;22,22
2020-12-27;14,00;14,00;32,00;10,00;20,00;12,92;12,92;20,46;24,77
2021-01-03;13,00;14,00;25,00;10,00;17,00;13,00;11,92;19,50;22,75
2021-01-10;12,00;13,00;25,00;9,00;17,00;12,00;10,91;18,55;21,82
2021-01-17;11,00;12,00;28,00;9,00;15,00;13,20;11,00;19,80;22,00
2021-01-24;10,00;11,00;27,00;9,00;16,00;17,78;11,11;16,67;23,33
2021-01-31;12,00;12,00;35,00;9,00;18,00;18,55;15,27;15,27;22,91
2021-02-07;13,00;14,00;38,00;10,00;20,00;19,50;13,00;20,58;27,08
2021-02-14;15,00;16,00;33,00;10,00;21,00;19,29;18,21;21,43;31,07
2021-02-21;14,00;12,00;32,00;10,00;23,00;18,67;18,67;24,50;29,17
2021-02-28;12,00;13,00;38,00;9,00;23,00;14,18;15,27;20,73;29,45
2021-03-07;13,00;13,00;32,00;10,00;25,00;14,18;16,55;24,82;34,27
2021-03-14;12,00;13,00;35,00;10,00;27,00;13,09;15,27;22,91;32,73
2021-03-21;12,00;11,00;38,00;8,00;26,00;15,27;15,27;22,91;39,27
2021-03-28;10,00;11,00;31,00;8,00;28,00;16,67;15,56;21,11;40,00
2021-04-04;9,00;15,00;38,00;9,00;24,00;19,00;14,00;18,00;38,00
2021-04-11;10,00;15,00;36,00;8,00;24,00;21,11;16,67;22,22;41,11
2021-04-18;12,00;13,00;36,00;9,00;27,00;24,00;18,55;21,82;39,27
2021-04-25;14,00;15,00;33,00;10,00;30,00;32,31;20,46;23,69;35,54
2021-05-02;17,00;17,00;43,00;14,00;36,00;36,27;23,80;27,20;41,93
2021-05-09;19,00;19,00;44,00;19,00;44,00;38,00;21,11;28,50;39,06
2021-05-16;20,00;23,00;49,00;24,00;50,00;50,00;24,44;33,33;40,00
2021-05-23;21,00;29,00;45,00;29,00;56,00;55,26;26,53;35,37;40,89
2021-05-30;22,00;23,00;54,00;30,00;60,00;63,80;25,30;35,20;37,40
2021-06-06;25,00;24,00;51,00;32,00;69,00;69,32;29,55;38,64;40,91
2021-06-13;25,00;24,00;53,00;31,00;69,00;81,82;28,41;34,09;40,91
2021-06-20;26,00;27,00;55,00;34,00;76,00;80,17;31,42;34,67;39,00
2021-06-27;28,00;32,00;54,00;34,00;77,00;84,00;32,48;36,96;41,44
2021-07-04;28,00;35,00;67,00;38,00;80,00;90,72;34,72;39,20;40,32
2021-07-11;29,00;35,00;62,00;36,00;80,00;81,42;33,46;41,27;40,15
2021-07-18;29,00;33,00;73,00;38,00;80,00;85,88;39,04;41,27;41,27
2021-07-25;31,00;36,00;68,00;38,00;81,00;87,46;40,96;43,18;37,64
2021-08-01;36,00;38,00;66,00;39,00;90,00;92,73;46,91;48,00;34,91
2021-08-08;38,00;40,00;68,00;40,00;98,00;104,23;46,69;46,69;34,74
2021-08-15;35,00;33,00;58,00;37,00;90,00;105,00;41,77;49,68;36,13
2021-08-22;29,00;34,00;55,00;37,00;80,00;78,08;37,92;45,73;31,23
2021-08-29;26,00;33,00;60,00;37,00;67,00;68,96;33,91;42,96;33,91
2021-09-05;26,00;29,00;54,00;37,00;65,00;55,25;33,58;40,08;30,33
2021-09-12;24,00;28,00;55,00;35,00;56,00;44,73;30,55;42,55;32,73
2021-09-19;24,00;27,00;52,00;35,00;52,00;39,27;30,55;41,45;30,55
2021-09-26;24,00;26,00;50,00;31,00;49,00;36,00;29,45;39,27;31,64
2021-10-03;20,00;26,00;45,00;30,00;47,00;31,11;24,44;35,56;27,78
2021-10-10;21,00;21,00;48,00;28,00;40,00;29,84;25,42;33,16;26,53
2021-10-17;20,00;21,00;37,00;25,00;36,00;28,42;23,16;30,53;25,26
2021-10-24;22,00;24,00;37,00;23,00;33,00;29,70;19,80;29,70;25,30
2021-10-31;19,00;24,00;33,00;22,00;32,00;27,44;16,89;25,33;22,17
2021-11-07;20,00;21,00;30,00;18,00;32,00;26,67;16,67;27,78;22,22
2021-11-14;17,00;18,00;29,00;15,00;31,00;26,07;15,87;27,20;22,67
2021-11-21;15,00;16,00;26,00;13,00;28,00;22,50;12,86;23,57;22,50
2021-11-28;14,00;13,00;23,00;11,00;30,00;24,50;12,83;23,33;23,33
2021-12-05;14,00;15,00;27,00;13,00;26,00;24,77;14,00;20,46;20,46
2021-12-12;15,00;18,00;25,00;15,00;25,00;25,38;16,15;20,77;21,92
2021-12-19;16,00;16,00;29,00;15,00;19,00;22,86;14,86;17,14;20,57
2021-12-26;19,00;22,00;34,00;21,00;26,00;33,53;20,12;27,94;24,59
2022-01-02;16,00;23,00;31,00;23,00;27,00;26,67;20,27;29,87;21,33
2022-01-09;18,00;20,00;34,00;22,00;28,00;21,38;20,25;36,00;21,38
2022-01-16;18,00;23,00;34,00;23,00;31,00;23,29;18,00;34,94;19,06
2022-01-23;20,00;23,00;37,00;23,00;33,00;25,56;25,56;36,67;20,00
2022-01-30;21,00;24,00;42,00;25,00;34,00;27,63;25,42;34,26;22,11
