Week-end;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-01-03;11,00;7,00;4,00;1,00;4,00;11,00;2,00;0,50;0,50
2021-01-10;18,00;4,00;1,00;2,00;2,00;17,00;3,00;0,50;1,00
2021-01-17;13,00;6,00;4,00;3,00;3,00;4,00;1,00;0,50;0,50
2021-01-24;10,00;7,00;5,00;2,00;3,00;4,00;2,00;0,50;1,00
2021-01-31;15,00;8,00;6,00;4,00;4,00;5,00;4,00;1,00;0,50
2021-02-07;15,00;5,00;7,00;2,00;3,00;7,00;3,00;0,50;1,00
2021-02-14;17,00;6,00;5,00;2,00;5,00;6,00;3,00;0,50;0,50
2021-02-21;39,00;4,00;9,00;2,00;4,00;4,00;5,00;0,50;0,50
2021-02-28;49,00;4,00;7,00;2,00;5,00;6,00;4,00;0,50;0,50
2021-03-07;35,00;8,00;7,00;2,00;3,00;17,00;4,00;1,00;1,00
2021-03-14;34,00;10,00;8,00;2,00;8,00;6,00;4,00;0,50;1,00
2021-03-21;21,00;3,00;8,00;2,00;6,00;4,00;4,00;0,50;1,00
2021-03-28;100,00;9,00;9,00;1,00;5,00;4,00;5,00;1,00;1,00
2021-04-04;23,00;7,00;4,00;3,00;4,00;5,00;3,00;0,50;1,00
2021-04-11;11,00;9,00;3,00;2,00;5,00;6,00;5,00;0,50;1,00
2021-04-18;15,00;5,00;4,00;2,00;5,00;6,00;5,00;0,50;1,00
2021-04-25;19,00;6,00;5,00;2,00;6,00;8,00;5,00;1,00;1,00
2021-05-02;27,00;8,00;10,00;3,00;7,00;8,00;4,00;0,50;1,00
2021-05-09;24,00;6,00;3,00;2,00;7,00;11,00;5,00;0,50;1,00
2021-05-16;24,00;9,00;8,00;3,00;12,00;11,00;6,00;0,50;1,00
2021-05-23;21,00;8,00;4,00;3,00;11,00;10,00;6,00;0,50;1,00
2021-05-30;23,00;5,00;3,00;4,00;10,00;11,00;7,00;0,50;1,00
2021-06-06;20,00;5,00;5,00;3,00;11,00;11,00;4,00;0,50;1,00
2021-06-13;18,00;6,00;4,00;3,00;14,00;11,00;4,00;0,50;1,00
2021-06-20;19,00;9,00;3,00;3,00;11,00;9,00;4,00;0,50;1,00
2021-06-27;19,00;7,00;5,00;6,00;10,00;9,00;6,00;0,50;1,00
2021-07-04;21,00;9,00;3,00;5,00;11,00;11,00;2,00;0,50;1,00
2021-07-11;16,00;7,00;6,00;5,00;9,00;11,00;4,00;0,50;1,00
2021-07-18;15,00;7,00;2,00;6,00;11,00;10,00;6,00;0,50;1,00
2021-07-25;17,00;9,00;7,00;4,00;9,00;9,00;7,00;0,50;1,00
2021-08-01;18,00;10,00;4,00;4,00;10,00;10,00;5,00;0,50;1,00
2021-08-08;20,00;13,00;6,00;5,00;10,00;9,00;7,00;0,50;1,00
2021-08-15;20,00;5,00;6,00;5,00;8,00;10,00;6,00;0,50;1,00
2021-08-22;19,00;9,00;7,00;6,00;10,00;10,00;5,00;0,50;1,00
2021-08-29;21,00;7,00;5,00;6,00;10,00;10,00;5,00;0,50;1,00
2021-09-05;22,00;7,00;4,00;5,00;15,00;9,00;6,00;0,50;1,00
2021-09-12;25,00;12,00;7,00;5,00;9,00;11,00;4,00;1,00;1,00
2021-09-19;22,00;13,00;4,00;5,00;10,00;10,00;5,00;0,50;1,00
2021-09-26;25,00;12,00;9,00;5,00;9,00;9,00;5,00;0,50;1,00
2021-10-03;19,00;10,00;5,00;5,00;8,00;8,00;5,00;0,50;1,00
2021-10-10;21,00;7,00;7,00;5,00;9,00;7,00;5,00;0,50;1,00
2021-10-17;20,00;7,00;7,00;5,00;9,00;7,00;4,00;0,50;1,00
2021-10-24;21,00;8,00;3,00;4,00;14,00;10,00;6,00;0,50;1,00
2021-10-31;17,00;7,00;7,00;3,00;9,00;8,00;5,00;0,50;1,00
2021-11-07;16,00;7,00;9,00;4,00;9,00;6,00;3,00;0,50;1,00
2021-11-14;16,00;5,00;7,00;4,00;9,00;6,00;2,00;0,50;1,00
2021-11-21;14,00;6,00;2,00;3,00;8,00;5,00;3,00;0,50;0,50
2021-11-28;13,00;5,00;4,00;2,00;9,00;5,00;2,00;0,50;0,50
2021-12-05;16,00;7,00;4,00;2,00;6,00;4,00;4,00;0,50;0,50
2021-12-12;14,00;5,00;5,00;3,00;5,00;5,00;3,00;0,50;0,50
2021-12-19;11,00;6,00;2,00;2,00;4,00;3,00;2,00;0,50;0,50
2021-12-26;11,00;6,00;3,00;2,00;4,00;3,00;3,00;0,50;0,50
2022-01-02;14,00;8,00;3,00;4,00;6,00;5,00;4,00;0,50;0,50
2022-01-09;14,00;7,00;4,00;3,00;8,00;4,00;5,00;1,00;0,50
2022-01-16;18,00;10,00;4,00;3,00;7,00;6,00;4,00;0,50;0,50
2022-01-23;17,00;5,00;4,00;3,00;8,00;5,00;6,00;1,00;0,50
2022-01-30;18,00;5,00;10,00;4,00;10,00;5,00;6,00;1,00;0,50
