Paris;DE;BE;CH;ES;FR;IT;NL;GB;US
2019-10-20;13,00;39,00;41,17;23,83;210,17;38,00;29,00;23,00;7,00
2019-10-27;16,00;57,14;38,86;32,00;217,14;100,00;25,00;19,00;7,00
2019-11-03;13,00;39,00;41,17;28,17;190,67;41,00;20,00;19,00;7,00
2019-11-10;13,00;39,00;30,33;28,17;173,33;36,00;23,00;20,00;7,00
2019-11-17;13,00;36,83;28,17;28,17;173,33;34,00;24,00;18,00;7,00
2019-11-24;13,00;36,83;28,17;28,17;166,83;39,00;20,00;19,00;7,00
2019-12-01;13,00;39,00;44,20;33,80;200,20;36,00;27,00;20,00;7,00
2019-12-08;14,00;32,67;23,33;21,00;170,33;34,00;22,00;17,00;8,00
2019-12-15;16,00;38,86;41,14;25,14;189,71;34,00;23,00;18,00;8,00
2019-12-22;19,00;47,50;30,88;23,75;201,88;41,00;31,00;22,00;9,00
2019-12-29;16,00;36,57;38,86;27,43;212,57;47,00;26,00;24,00;9,00
2020-01-05;16,00;38,86;34,29;27,43;182,86;43,00;32,00;24,00;10,00
2020-01-12;18,00;36,00;38,25;29,25;182,25;40,00;23,00;25,00;11,00
2020-01-19;14,00;46,67;28,00;30,33;179,67;35,00;27,00;24,00;10,00
2020-01-26;11,00;26,40;26,40;26,40;167,20;36,00;25,00;21,00;8,00
2020-02-02;12,00;36,00;24,00;31,20;187,20;32,00;24,00;20,00;8,00
2020-02-09;14,00;30,33;39,67;25,67;207,67;32,00;23,00;24,00;9,00
2020-02-16;15,00;36,43;32,14;30,00;184,29;29,00;21,00;24,00;10,00
2020-02-23;13,00;30,33;26,00;23,83;166,83;26,00;25,00;22,00;10,00
2020-03-01;12,00;33,60;31,20;21,60;168,00;21,00;20,00;22,00;9,00
2020-03-08;11,00;28,60;26,40;19,80;140,80;15,00;17,00;18,00;11,00
2020-03-15;6,00;20,00;14,00;10,00;82,00;13,00;10,00;10,00;7,00
2020-03-22;6,00;21,00;15,00;9,00;75,00;11,00;5,00;6,00;5,00
2020-03-29;6,00;21,00;15,00;9,00;69,00;9,00;7,00;7,00;5,00
2020-04-05;5,00;10,00;10,00;10,00;50,00;9,00;4,00;8,00;5,00
2020-04-12;3,00;9,00;18,00;12,00;57,00;12,00;8,00;6,00;4,00
2020-04-19;3,00;12,00;9,00;6,00;54,00;7,00;4,00;7,00;4,00
2020-04-26;3,00;15,00;15,00;9,00;63,00;6,00;4,00;5,00;3,00
2020-05-03;3,00;4,50;4,50;3,00;34,50;9,00;6,00;6,00;4,00
2020-05-10;3,00;4,50;7,50;4,50;42,00;9,00;6,00;7,00;3,00
2020-05-17;4,00;6,00;4,00;6,00;68,00;9,00;5,00;6,00;4,00
2020-05-24;4,00;8,00;6,00;6,00;78,00;9,00;9,00;8,00;3,00
2020-05-31;7,00;11,67;11,67;7,00;105,00;9,00;10,00;6,00;3,00
2020-06-07;6,00;16,00;10,00;8,00;96,00;8,00;8,00;7,00;4,00
2020-06-14;7,00;16,33;11,67;9,33;121,33;10,00;8,00;8,00;4,00
2020-06-21;6,00;18,00;22,00;6,00;116,00;9,00;12,00;9,00;4,00
2020-06-28;9,00;27,00;9,00;9,00;132,75;11,00;20,00;10,00;4,00
2020-07-05;9,00;33,75;11,25;9,00;146,25;10,00;18,00;11,00;4,00
2020-07-12;11,00;30,80;17,60;8,80;154,00;12,00;22,00;13,00;4,00
2020-07-19;11,00;22,00;15,40;8,80;138,60;12,00;21,00;15,00;4,00
2020-07-26;10,00;25,00;15,00;12,50;160,00;14,00;18,00;11,00;5,00
2020-08-02;9,00;22,50;24,75;9,00;157,50;11,00;15,00;12,00;4,00
2020-08-09;6,00;22,00;14,00;14,00;128,00;18,00;17,00;9,00;4,00
2020-08-16;8,00;20,00;8,00;12,00;118,00;14,00;10,00;7,00;4,00
2020-08-23;8,00;24,00;26,67;18,67;149,33;12,00;10,00;6,00;4,00
2020-08-30;4,00;14,00;10,00;8,00;112,00;11,00;8,00;7,00;4,00
2020-09-06;4,00;12,00;12,00;12,00;106,00;10,00;10,00;8,00;4,00
2020-09-13;5,00;22,50;15,00;12,50;147,50;13,00;8,00;6,00;4,00
2020-09-20;5,00;15,00;15,00;15,00;125,00;18,00;11,00;7,00;4,00
2020-09-27;5,00;17,50;10,00;12,50;120,00;14,00;7,00;6,00;4,00
2020-10-04;4,00;16,00;8,00;12,00;98,00;14,00;7,00;8,00;5,00
2020-10-11;5,00;12,50;10,00;12,50;112,50;11,00;6,00;9,00;5,00
2020-10-18;3,00;15,00;9,00;12,00;150,00;9,00;6,00;7,00;5,00
2020-10-25;4,00;8,00;10,00;6,00;76,00;15,00;5,00;6,00;4,00
2020-11-01;3,00;9,00;9,00;12,00;69,00;38,00;4,00;6,00;3,00
2020-11-08;3,00;12,00;15,00;9,00;69,00;13,00;7,00;6,00;4,00
2020-11-15;4,00;6,00;6,00;6,00;50,00;8,00;6,00;7,00;3,00
2020-11-22;3,00;18,00;9,00;9,00;87,00;10,00;6,00;7,00;3,00
2020-11-29;4,00;6,00;10,00;6,00;64,00;11,00;5,00;5,00;4,00
2020-12-06;5,00;10,00;10,00;7,50;85,00;11,00;7,00;6,00;4,00
2020-12-13;3,00;21,00;15,00;9,00;117,00;8,00;5,00;6,00;4,00
2020-12-20;5,00;22,50;7,50;7,50;127,50;9,00;5,00;6,00;3,00
2020-12-27;4,00;10,00;14,00;6,00;84,00;12,00;6,00;5,00;4,00
2021-01-03;5,00;10,00;7,50;7,50;100,00;11,00;5,00;6,00;4,00
2021-01-10;4,00;18,00;6,00;8,00;82,00;12,00;3,00;6,00;4,00
2021-01-17;3,00;6,00;4,50;4,50;54,00;10,00;4,00;6,00;4,00
2021-01-24;5,00;15,00;7,50;7,50;80,00;10,00;3,00;5,00;4,00
2021-01-31;4,00;8,00;10,00;6,00;66,00;9,00;2,00;4,00;4,00
2021-02-07;4,00;12,00;12,00;8,00;74,00;11,00;5,00;3,00;4,00
2021-02-14;3,00;6,00;9,00;15,00;132,00;8,00;6,00;6,00;5,00
2021-02-21;3,00;15,00;9,00;9,00;117,00;8,00;6,00;6,00;4,00
2021-02-28;4,00;8,00;4,00;6,00;78,00;8,00;8,00;4,00;4,00
2021-03-07;4,00;12,00;6,00;10,00;90,00;10,00;6,00;5,00;5,00
2021-03-14;3,00;18,00;12,00;12,00;114,00;10,00;8,00;5,00;4,00
2021-03-21;4,00;10,00;10,00;6,00;64,00;8,00;6,00;5,00;4,00
2021-03-28;3,00;9,00;3,00;9,00;108,00;10,00;4,00;4,00;5,00
2021-04-04;4,00;10,00;8,00;4,00;80,00;11,00;5,00;4,00;5,00
2021-04-11;4,00;6,00;6,00;6,00;62,00;11,00;6,00;3,00;6,00
2021-04-18;3,00;9,00;6,00;9,00;96,00;8,00;6,00;5,00;5,00
2021-04-25;4,00;12,00;6,00;8,00;74,00;9,00;6,00;4,00;5,00
2021-05-02;4,00;10,00;8,00;8,00;84,00;9,00;7,00;3,00;5,00
2021-05-09;4,00;8,00;10,00;8,00;94,00;10,00;8,00;4,00;5,00
2021-05-16;5,00;17,50;12,50;12,50;127,50;12,00;8,00;3,00;5,00
2021-05-23;5,00;15,00;10,00;12,50;135,00;11,00;16,00;4,00;5,00
2021-05-30;6,00;27,00;15,00;15,00;180,00;19,00;15,00;4,00;5,00
2021-06-06;7,00;25,67;9,33;9,33;151,67;14,00;9,00;3,00;6,00
2021-06-13;7,00;16,33;14,00;14,00;161,00;17,00;14,00;4,00;5,00
2021-06-20;11,00;22,00;13,20;13,20;154,00;17,00;13,00;5,00;6,00
2021-06-27;10,00;18,00;16,00;14,00;134,00;14,00;20,00;5,00;6,00
2021-07-04;12,00;33,60;21,60;16,80;180,00;16,00;20,00;6,00;7,00
2021-07-11;11,00;24,20;24,20;15,40;145,20;16,00;17,00;7,00;6,00
2021-07-18;10,00;30,00;30,00;15,00;175,00;16,00;20,00;6,00;6,00
2021-07-25;9,00;29,25;27,00;15,75;148,50;14,00;25,00;5,00;6,00
2021-08-01;11,00;19,80;19,80;15,40;165,00;15,00;28,00;6,00;5,00
2021-08-08;13,00;45,50;30,33;28,17;214,50;23,00;31,00;10,00;7,00
2021-08-15;11,00;39,60;13,20;24,20;160,60;19,00;25,00;7,00;5,00
2021-08-22;12,00;38,40;21,60;26,40;163,20;22,00;22,00;10,00;5,00
2021-08-29;10,00;32,50;22,50;30,00;172,50;22,00;21,00;9,00;6,00
2021-09-05;12,00;38,40;31,20;26,40;160,80;23,00;23,00;10,00;6,00
2021-09-12;20,00;35,56;24,44;26,67;157,78;28,00;27,00;10,00;6,00
2021-09-19;19,00;38,00;40,38;28,50;163,88;27,00;28,00;10,00;6,00
2021-09-26;18,00;36,00;42,75;31,50;159,75;32,00;24,00;11,00;7,00
2021-10-03;15,00;45,00;32,50;27,50;152,50;27,00;34,00;14,00;5,00
2021-10-10;13,00;36,83;28,17;26,00;134,33;25,00;42,00;14,00;5,00
2021-10-17;13,00;46,80;52,00;26,00;174,20;30,00;47,00;12,00;5,00
2021-10-24;11,00;48,40;35,20;22,00;154,00;28,00;39,00;12,00;5,00
2021-10-31;10,00;52,50;30,00;30,00;167,50;91,00;25,00;15,00;5,00
2021-11-07;10,00;45,00;27,50;25,00;150,00;35,00;23,00;15,00;5,00
2021-11-14;8,00;30,00;20,00;18,00;112,00;29,00;29,00;14,00;5,00
2021-11-21;6,00;30,00;20,00;16,00;102,00;23,00;26,00;11,00;5,00
2021-11-28;7,00;21,00;18,67;25,67;112,00;24,00;24,00;10,00;4,00
2021-12-05;8,00;34,67;16,00;21,33;133,33;24,00;30,00;7,00;4,00
2021-12-12;9,00;33,75;20,25;15,75;121,50;33,00;37,00;7,00;4,00
2021-12-19;10,00;42,50;22,50;15,00;135,00;25,00;27,00;6,00;4,00
2021-12-26;14,00;67,67;18,67;18,67;144,67;26,00;56,00;7,00;5,00
2022-01-02;11,00;44,00;17,60;17,60;110,00;26,00;46,00;9,00;5,00
2022-01-09;8,00;26,00;14,00;16,00;94,00;20,00;36,00;11,00;4,00
2022-01-16;7,00;30,33;14,00;21,00;112,00;21,00;27,00;14,00;4,00
2022-01-23;10,00;52,50;15,00;22,50;135,00;22,00;29,00;12,00;4,00
2022-01-30;10,00;30,00;27,50;22,50;140,00;26,00;30,00;14,00;5,00
