Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-06-30;47,00;28,00;8,00;18,00;83,00;18,00;18,00;26,00;3,00
2019-07-07;40,00;27,00;30,00;20,00;73,00;8,00;25,00;30,00;3,00
2019-07-14;41,00;32,00;34,00;20,00;81,00;15,00;20,00;23,00;3,00
2019-07-21;50,00;25,00;38,00;20,00;80,00;13,00;23,00;25,00;2,00
2019-07-28;53,00;24,00;25,00;22,00;86,00;14,00;22,00;23,00;3,00
2019-08-04;59,00;20,00;28,00;19,00;85,00;15,00;20,00;24,00;3,00
2019-08-11;55,00;19,00;17,00;18,00;79,00;10,00;27,00;24,00;3,00
2019-08-18;50,00;21,00;17,00;17,00;60,00;13,00;15,00;21,00;3,00
2019-08-25;38,00;12,00;34,00;19,00;52,00;11,00;18,00;20,00;4,00
2019-09-01;34,00;26,00;14,00;18,00;46,00;10,00;23,00;22,00;4,00
2019-09-08;31,00;20,00;17,00;21,00;34,00;7,00;16,00;25,00;4,00
2019-09-15;36,00;23,00;30,00;19,00;37,00;6,00;21,00;25,00;4,00
2019-09-22;41,00;24,60;15,38;13,33;33,83;9,00;18,00;28,00;4,00
2019-09-29;39,00;25,00;17,00;17,00;37,00;6,00;18,00;19,00;4,00
2019-10-06;42,00;14,00;15,00;15,00;37,00;9,00;13,00;25,00;3,00
2019-10-13;44,00;12,00;7,00;9,00;27,00;5,12;18,42;17,40;3,07
2019-10-20;38,00;20,00;19,00;13,00;30,00;3,00;19,00;17,00;4,00
2019-10-27;46,00;19,00;10,00;15,00;27,00;5,00;14,00;19,00;4,00
2019-11-03;47,00;15,00;21,00;11,00;21,00;8,00;20,00;17,00;3,00
2019-11-10;32,00;14,00;11,00;12,00;19,00;8,00;17,00;15,00;4,00
2019-11-17;35,00;16,47;23,68;10,29;30,88;5,00;18,00;15,00;4,00
2019-11-24;33,00;10,00;21,00;12,00;25,00;4,00;13,00;14,00;4,00
2019-12-01;33,00;20,00;16,00;9,00;27,00;5,00;16,00;13,00;5,00
2019-12-08;29,00;12,00;17,00;14,00;25,00;6,00;16,00;16,00;5,00
2019-12-15;30,00;18,00;11,00;7,00;23,00;5,00;14,00;17,00;5,00
2019-12-22;49,00;21,44;21,44;12,25;29,60;7,00;20,00;23,00;8,00
2019-12-29;40,00;29,00;8,00;16,00;28,00;10,00;15,00;26,00;5,00
2020-01-05;40,00;23,59;17,44;17,44;36,92;8,00;19,00;34,00;6,00
2020-01-12;36,00;26,00;28,00;19,00;36,00;5,00;24,00;32,00;6,00
2020-01-19;42,00;37,00;22,00;23,00;33,00;10,00;21,00;33,00;7,00
2020-01-26;38,00;26,00;15,00;15,00;34,00;5,00;29,00;28,00;5,00
2020-02-02;45,00;23,52;15,34;19,43;37,84;8,00;21,00;24,00;7,00
2020-02-09;45,00;17,00;12,00;13,00;41,00;10,00;16,00;23,00;6,00
2020-02-16;46,00;22,00;26,00;14,00;43,00;5,00;20,00;28,00;7,00
2020-02-23;40,00;25,00;21,00;12,00;40,00;7,00;17,00;22,00;6,00
2020-03-01;30,00;17,00;25,00;9,00;34,00;4,14;11,38;20,69;6,21
2020-03-08;24,00;11,00;16,00;7,00;20,00;0,50;8,00;14,00;6,00
2020-03-15;10,00;6,00;0,00;3,00;5,00;2,00;3,00;14,00;5,00
2020-03-22;5,00;3,00;4,00;2,00;5,00;1,00;3,00;10,00;5,00
2020-03-29;6,00;5,00;5,00;3,00;7,00;1,00;0,00;7,00;4,00
2020-04-05;7,00;8,00;2,00;3,00;9,00;1,00;3,00;8,00;5,00
2020-04-12;7,00;3,00;2,00;5,00;9,00;1,00;2,00;9,00;4,00
2020-04-19;7,00;3,00;8,00;5,00;7,00;1,00;2,00;9,00;4,00
2020-04-26;6,00;0,00;9,00;4,00;9,00;1,00;6,00;8,00;4,00
2020-05-03;10,00;5,00;5,00;6,00;10,00;2,00;2,00;11,00;4,00
2020-05-10;10,00;3,00;17,00;5,00;14,00;2,00;7,00;11,00;5,00
2020-05-17;9,00;11,00;3,00;8,00;16,00;3,00;8,00;11,00;6,00
2020-05-24;14,00;11,00;10,00;8,00;24,00;6,00;6,00;10,00;5,00
2020-05-31;24,00;8,00;13,00;10,00;27,00;5,00;6,00;16,00;9,00
2020-06-07;29,00;5,00;9,00;13,00;37,00;9,00;7,00;29,00;21,00
2020-06-14;37,00;21,00;16,00;11,00;36,00;14,00;13,00;21,00;13,00
2020-06-21;38,00;19,00;27,00;15,00;50,00;13,00;10,00;25,00;17,00
2020-06-28;45,00;20,00;12,00;13,00;51,00;13,00;16,00;17,00;7,00
2020-07-05;49,00;31,00;17,00;14,00;46,00;10,00;11,00;15,00;6,00
2020-07-12;57,00;13,00;30,00;20,00;48,00;13,00;14,00;15,00;7,00
2020-07-19;75,00;16,00;22,00;17,00;48,00;12,00;21,00;17,00;7,00
2020-07-26;86,00;12,00;29,00;17,00;60,00;12,00;13,00;18,00;7,00
2020-08-02;86,00;20,00;25,00;16,00;73,00;9,00;15,00;16,00;6,00
2020-08-09;85,00;10,00;17,00;15,00;66,00;14,00;9,00;17,00;7,00
2020-08-16;74,00;17,00;18,00;12,00;64,00;8,00;9,00;18,00;6,00
2020-08-23;31,00;17,00;21,00;11,00;44,00;5,00;13,00;21,00;6,00
2020-08-30;29,00;14,50;15,54;11,39;41,43;7,00;6,00;20,00;5,00
2020-09-06;49,00;12,00;12,00;15,00;28,00;9,00;11,00;13,00;4,00
2020-09-13;53,00;12,00;12,00;13,00;22,00;3,00;11,00;15,00;5,00
2020-09-20;56,00;17,31;16,29;13,24;15,27;4,00;7,00;13,00;6,00
2020-09-27;53,00;16,00;8,00;24,00;17,00;4,00;5,00;15,00;6,00
2020-10-04;63,00;14,23;17,27;20,32;21,34;3,00;4,00;14,00;6,00
2020-10-11;51,00;6,00;12,00;17,00;13,00;4,00;4,00;15,00;7,00
2020-10-18;59,00;13,00;17,00;19,00;9,00;1,00;4,00;14,00;6,00
2020-10-25;31,00;7,00;5,00;16,00;14,00;1,00;6,00;19,00;5,00
2020-11-01;32,00;14,45;6,19;15,48;9,29;1,00;8,00;16,00;5,00
2020-11-08;40,00;8,00;8,00;14,00;10,00;1,00;6,00;20,00;6,00
2020-11-15;28,00;3,00;10,00;20,00;12,00;2,00;5,00;15,00;6,00
2020-11-22;21,00;7,00;10,00;12,00;9,00;0,50;8,00;12,00;6,00
2020-11-29;36,00;10,00;0,00;10,00;11,00;1,00;3,00;14,00;4,00
2020-12-06;61,00;7,00;12,00;11,00;12,00;1,00;6,00;15,00;5,00
2020-12-13;66,00;10,00;3,00;14,00;8,00;1,00;4,00;14,00;4,00
2020-12-20;49,00;15,00;10,00;19,00;7,00;1,00;5,00;13,00;6,00
2020-12-27;28,00;10,00;19,00;5,00;15,00;1,00;9,00;11,00;5,00
2021-01-03;51,00;7,00;10,00;13,00;11,00;2,00;8,00;10,00;6,00
2021-01-10;35,00;12,00;5,00;9,00;9,00;1,00;5,00;12,00;5,00
2021-01-17;53,00;7,00;22,00;16,00;12,00;1,00;5,00;14,00;6,00
2021-01-24;40,00;17,00;10,00;9,00;14,00;3,00;6,00;10,00;5,00
2021-01-31;49,00;15,00;8,00;16,00;14,00;3,00;4,00;16,00;5,00
2021-02-07;63,00;8,00;22,00;9,00;14,00;3,00;4,00;24,00;5,00
2021-02-14;42,00;17,00;14,00;14,00;11,00;1,00;9,00;12,00;6,00
2021-02-21;33,00;9,28;14,44;17,53;17,53;3,00;8,00;10,00;5,00
2021-02-28;26,00;11,00;19,00;7,00;18,00;1,00;7,00;10,00;5,00
2021-03-07;31,00;11,00;8,00;9,00;20,00;2,00;7,00;12,00;7,00
2021-03-14;55,00;12,22;16,30;25,46;24,44;3,00;10,00;24,00;6,00
2021-03-21;58,00;8,00;15,00;25,00;22,00;2,00;8,00;28,00;7,00
2021-03-28;20,00;12,00;13,00;19,00;20,00;2,00;6,00;19,00;7,00
2021-04-04;34,00;19,00;14,00;9,00;21,00;4,00;6,00;13,00;8,00
2021-04-11;54,00;16,00;12,00;23,00;18,00;5,00;6,00;25,00;9,00
2021-04-18;50,00;7,00;7,00;16,00;19,00;5,00;7,00;26,00;14,00
2021-04-25;60,00;13,22;12,20;12,20;21,36;6,00;12,00;26,00;11,00
2021-05-02;58,00;16,28;8,14;13,23;36,63;7,00;13,00;20,00;15,00
2021-05-09;66,00;31,00;14,00;20,00;42,00;6,00;14,00;28,00;14,00
2021-05-16;38,00;23,00;15,00;22,00;50,00;12,00;18,00;29,00;12,00
2021-05-23;44,00;20,00;21,00;19,00;60,00;8,19;15,35;14,33;12,28
2021-05-30;39,00;20,00;12,00;27,00;63,00;12,00;20,00;17,00;10,00
2021-06-06;63,00;27,44;25,40;25,40;55,89;10,00;19,00;22,00;13,00
2021-06-13;38,00;18,00;19,00;28,00;72,00;12,00;20,00;23,00;11,00
2021-06-20;41,00;18,45;8,20;19,48;69,70;13,00;19,00;12,00;10,00
2021-06-27;43,00;20,00;15,00;17,00;66,00;13,00;15,00;15,00;11,00
2021-07-04;76,00;27,00;20,00;25,00;75,00;14,00;18,00;22,00;10,00
2021-07-11;70,00;16,00;33,00;23,00;61,00;9,00;10,00;21,00;10,00
2021-07-18;52,00;20,39;17,33;19,37;73,41;11,00;16,00;14,00;12,00
2021-07-25;57,00;28,50;26,46;20,36;78,38;10,00;29,00;15,00;10,00
2021-08-01;100,00;25,00;22,00;30,00;83,00;14,00;29,00;20,00;9,00
2021-08-08;73,00;24,00;24,00;23,00;76,00;15,00;18,00;31,00;10,00
2021-08-15;55,00;17,00;17,00;17,00;73,00;12,22;22,41;19,35;11,20
2021-08-22;43,00;35,00;17,00;18,00;55,00;11,00;19,00;13,00;9,00
2021-08-29;36,00;21,00;22,00;15,00;41,00;9,00;26,00;18,00;10,00
2021-09-05;39,00;17,00;15,00;19,00;34,00;6,00;24,00;16,00;11,00
2021-09-12;39,00;20,53;22,58;16,42;28,74;5,00;17,00;13,00;9,00
2021-09-19;59,00;15,00;18,00;16,00;25,00;5,00;11,00;23,00;9,00
2021-09-26;51,00;13,00;9,00;17,00;28,00;4,00;22,00;26,00;10,00
2021-10-03;60,00;24,00;13,00;20,00;32,00;2,00;15,00;18,00;10,00
2021-10-10;71,00;25,36;14,20;21,30;20,29;6,00;19,00;23,00;10,00
2021-10-17;66,00;10,00;11,00;17,00;27,00;11,00;8,00;27,00;11,00
2021-10-24;69,00;13,00;22,00;18,00;27,00;7,00;7,00;26,00;11,00
2021-10-31;72,00;13,00;11,00;16,00;25,00;5,00;10,00;21,00;9,00
2021-11-07;43,00;11,00;11,00;16,00;25,00;5,00;7,00;23,00;7,00
2021-11-14;37,00;12,33;13,36;17,47;22,61;6,00;10,00;17,00;7,00
2021-11-21;44,00;14,33;12,28;11,26;19,44;4,00;7,00;19,00;12,00
2021-11-28;43,00;15,36;9,21;11,26;25,60;5,00;9,00;17,00;8,00
2021-12-05;61,00;17,00;14,00;15,00;18,00;5,08;8,13;19,32;6,10
2021-12-12;44,00;18,00;13,00;17,00;13,00;5,00;7,00;22,00;6,00
2021-12-19;65,00;15,00;13,00;14,00;14,00;4,00;10,00;15,00;7,00
2021-12-26;66,00;26,00;16,00;18,00;15,00;5,08;23,35;21,32;7,11
2022-01-02;65,00;29,00;17,00;25,00;27,00;6,00;25,00;28,00;6,00
2022-01-09;54,00;24,00;26,00;22,00;20,00;5,00;21,00;33,00;6,00
2022-01-16;54,00;21,00;22,00;24,00;27,00;7,00;18,00;34,00;4,00
2022-01-23;68,00;30,00;15,00;27,00;25,00;5,07;29,43;36,54;4,06
2022-01-30;58,00;26,00;27,00;25,00;33,00;7,00;21,00;25,00;4,00
2022-02-06;70,00;14,00;30,00;20,00;30,00;7,10;18,26;22,32;5,07
2022-02-13;70,00;27,00;18,00;21,00;27,00;10,00;17,00;18,00;6,00
2022-02-20;52,00;19,37;17,33;17,33;34,67;7,00;30,00;18,00;5,00
2022-02-27;29,00;27,00;27,00;15,00;29,00;8,00;14,00;16,00;6,00
2022-03-06;46,00;11,24;65,42;15,33;26,58;6,00;13,00;15,00;6,00
2022-03-13;39,00;21,00;50,00;18,00;34,00;5,00;19,00;20,00;8,00
2022-03-20;40,00;13,00;45,00;11,00;34,00;7,00;20,00;24,00;8,00
2022-03-27;34,00;19,00;52,00;14,00;38,00;6,00;14,00;26,00;7,00
2022-04-03;39,00;26,00;48,00;14,00;40,00;13,00;22,00;23,00;7,00
2022-04-10;39,00;19,00;33,00;16,00;40,00;13,00;20,00;24,00;7,00
