Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-07-07;42,00;69,00;50,00;17,00;36,00;19,89;159,16;17,68;19,89
2019-07-14;46,00;77,00;57,00;19,00;43,00;23,00;200,10;18,40;20,70
2019-07-21;49,00;76,00;47,00;19,00;40,00;22,27;196,00;17,82;20,05
2019-07-28;56,00;68,00;55,00;19,00;44,00;24,64;181,44;17,92;17,92
2019-08-04;57,00;58,00;34,00;18,00;47,00;30,69;162,23;17,54;17,54
2019-08-11;48,00;49,00;29,00;18,00;46,00;29,71;128,00;16,00;16,00
2019-08-18;41,00;53,00;30,00;16,00;34,00;18,22;129,83;18,22;13,67
2019-08-25;25,00;41,00;21,00;14,00;25,00;13,64;93,18;13,64;13,64
2019-09-01;17,00;21,00;21,00;12,00;18,00;10,63;59,50;8,50;10,63
2019-09-08;15,00;18,00;14,00;11,00;11,00;8,57;53,57;6,43;8,57
2019-09-15;13,00;22,00;19,00;9,00;9,00;6,50;49,83;8,67;8,67
2019-09-22;9,00;11,00;14,00;8,00;7,00;4,50;40,50;6,75;9,00
2019-09-29;6,00;12,00;16,00;8,00;8,00;4,00;30,00;4,00;8,00
2019-10-06;6,00;12,00;11,00;7,00;8,00;2,00;28,00;4,00;8,00
2019-10-13;6,00;14,00;8,00;7,00;5,00;2,00;34,00;4,00;6,00
2019-10-20;6,00;13,00;11,00;5,00;5,00;2,00;34,00;4,00;6,00
2019-10-27;6,00;14,00;6,00;5,00;8,00;3,00;42,00;6,00;6,00
2019-11-03;5,00;11,00;8,00;4,00;5,00;2,50;40,00;5,00;5,00
2019-11-10;5,00;15,00;6,00;4,00;4,00;2,50;37,50;2,50;5,00
2019-11-17;5,00;11,00;5,00;4,00;4,00;2,50;35,00;2,50;5,00
2019-11-24;6,00;9,00;5,00;4,00;5,00;2,00;24,00;2,00;4,00
2019-12-01;5,00;13,00;5,00;4,00;8,00;2,50;27,50;2,50;2,50
2019-12-08;5,00;10,00;6,00;4,00;4,00;2,50;42,50;2,50;2,50
2019-12-15;4,00;10,00;5,00;4,00;4,00;2,00;26,00;2,00;2,00
2019-12-22;7,00;14,00;9,00;7,00;6,00;4,67;49,00;4,67;4,67
2019-12-29;10,00;19,00;10,00;9,00;7,00;5,00;72,50;10,00;7,50
2020-01-05;12,00;23,00;10,00;9,00;6,00;4,80;74,40;7,20;7,20
2020-01-12;15,00;21,00;14,00;8,00;7,00;6,43;75,00;8,57;6,43
2020-01-19;14,00;23,00;10,00;8,00;9,00;7,00;79,33;7,00;7,00
2020-01-26;14,00;19,00;12,00;8,00;8,00;4,67;63,00;7,00;7,00
2020-02-02;14,00;20,00;9,00;8,00;8,00;7,00;58,33;7,00;7,00
2020-02-09;14,00;15,00;10,00;7,00;9,00;4,67;56,00;7,00;7,00
2020-02-16;18,00;19,00;11,00;7,00;11,00;6,75;56,25;6,75;6,75
2020-02-23;15,00;13,00;10,00;5,00;11,00;4,29;42,86;6,43;6,43
2020-03-01;13,00;18,00;10,00;6,00;9,00;4,33;41,17;4,33;6,50
2020-03-08;10,00;14,00;9,00;5,00;7,00;2,00;34,00;4,00;6,00
2020-03-15;4,00;8,00;8,00;4,00;1,00;2,00;26,00;4,00;6,00
2020-03-22;4,00;6,00;6,00;3,00;2,00;1,00;40,00;2,00;4,00
2020-03-29;5,00;7,00;12,00;3,00;2,00;1,25;42,50;2,50;5,00
2020-04-05;6,00;8,00;11,00;4,00;3,00;2,00;26,00;2,00;4,00
2020-04-12;7,00;12,00;12,00;4,00;3,00;2,33;37,33;2,33;4,67
2020-04-19;7,00;11,00;15,00;4,00;2,00;2,33;53,67;2,33;7,00
2020-04-26;6,00;15,00;22,00;5,00;3,00;2,00;62,00;2,00;8,00
2020-05-03;5,00;12,00;17,00;9,00;4,00;2,50;115,00;2,50;12,50
2020-05-10;9,00;12,00;21,00;11,00;5,00;2,25;103,50;4,50;15,75
2020-05-17;13,00;22,00;25,00;14,00;9,00;6,50;119,17;4,33;17,33
2020-05-24;18,00;28,00;28,00;14,00;15,00;11,25;114,75;4,50;20,25
2020-05-31;30,00;47,00;33,00;16,00;15,00;13,85;136,15;4,62;20,77
2020-06-07;30,00;58,00;38,00;17,00;19,00;15,00;130,71;6,43;25,71
2020-06-14;33,00;59,00;38,00;16,00;25,00;17,60;156,20;6,60;26,40
2020-06-21;41,00;67,00;46,00;17,00;33,00;27,33;173,11;13,67;29,61
2020-06-28;46,00;74,00;47,00;18,00;41,00;29,90;193,20;13,80;27,60
2020-07-05;52,00;84,00;59,00;21,00;43,00;27,13;208,00;18,09;24,87
2020-07-12;52,00;92,00;59,00;21,00;39,00;27,13;226,09;20,35;24,87
2020-07-19;51,00;86,00;61,00;19,00;41,00;26,61;217,30;22,17;22,17
2020-07-26;53,00;75,00;54,00;21,00;48,00;28,71;214,21;24,29;22,08
2020-08-02;59,00;100,00;48,00;21,00;51,00;31,77;208,77;22,69;20,42
2020-08-09;53,00;71,00;39,00;19,00;46,00;33,13;167,83;19,88;19,88
2020-08-16;41,00;59,00;34,00;18,00;40,00;25,89;123,00;15,11;17,26
2020-08-23;28,00;41,00;25,00;15,00;26,00;18,67;105,00;14,00;16,33
2020-08-30;19,00;37,00;29,00;14,00;22,00;12,67;84,44;10,56;16,89
2020-09-06;17,00;36,00;28,00;13,00;17,00;10,63;85,00;8,50;12,75
2020-09-13;13,00;30,00;26,00;12,00;10,00;8,67;67,17;8,67;10,83
2020-09-20;8,00;17,00;17,00;8,00;9,00;5,33;58,67;8,00;13,33
2020-09-27;5,00;12,00;13,00;7,00;7,00;2,50;37,50;5,00;12,50
2020-10-04;6,00;10,00;11,00;6,00;9,00;2,00;28,00;4,00;10,00
2020-10-11;5,00;11,00;7,00;5,00;6,00;2,50;40,00;5,00;10,00
2020-10-18;5,00;11,00;6,00;3,00;3,00;1,25;32,50;5,00;10,00
2020-10-25;3,00;12,00;3,00;3,00;3,00;1,50;36,00;3,00;9,00
2020-11-01;2,00;10,00;6,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-11-08;2,00;10,00;5,00;2,00;2,00;1,00;20,00;2,00;4,00
2020-11-15;2,00;7,00;3,00;2,00;3,00;1,00;24,00;2,00;4,00
2020-11-22;3,00;9,00;3,00;2,00;2,00;1,50;30,00;3,00;6,00
2020-11-29;2,00;9,00;3,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-12-06;2,00;6,00;5,00;2,00;3,00;2,00;16,00;2,00;4,00
2020-12-13;3,00;7,00;3,00;1,00;3,00;1,50;27,00;3,00;6,00
2020-12-20;4,00;8,00;4,00;2,00;3,00;1,00;22,00;2,00;4,00
2020-12-27;5,00;14,00;7,00;4,00;4,00;2,50;50,00;2,50;7,50
2021-01-03;7,00;12,00;6,00;4,00;2,00;2,33;44,33;2,33;7,00
2021-01-10;7,00;13,00;5,00;3,00;2,00;2,33;42,00;2,33;7,00
2021-01-17;7,00;10,00;6,00;3,00;3,00;2,33;42,00;2,33;7,00
2021-01-24;7,00;12,00;7,00;4,00;2,00;2,33;39,67;2,33;7,00
2021-01-31;9,00;13,00;8,00;4,00;3,00;2,25;38,25;2,25;6,75
2021-02-07;8,00;17,00;7,00;3,00;4,00;2,00;24,00;4,00;6,00
2021-02-14;12,00;24,00;8,00;4,00;5,00;2,40;55,20;4,80;7,20
2021-02-21;12,00;22,00;12,00;3,00;5,00;2,40;67,20;7,20;9,60
2021-02-28;12,00;20,00;14,00;4,00;7,00;4,80;62,40;4,80;9,60
2021-03-07;13,00;26,00;10,00;5,00;10,00;2,17;60,67;4,33;10,83
2021-03-14;13,00;23,00;15,00;4,00;11,00;2,17;56,33;4,33;10,83
2021-03-21;13,00;22,00;18,00;4,00;15,00;2,17;75,83;6,50;10,83
2021-03-28;10,00;28,00;26,00;4,00;20,00;2,00;66,00;4,00;10,00
2021-04-04;11,00;30,00;17,00;4,00;10,00;4,40;74,80;6,60;13,20
2021-04-11;13,00;31,00;29,00;4,00;10,00;6,50;82,33;6,50;13,00
2021-04-18;16,00;32,00;28,00;4,00;10,00;6,86;93,71;9,14;13,71
2021-04-25;23,00;34,00;26,00;6,00;12,00;9,20;112,70;9,20;13,80
2021-05-02;27,00;35,00;30,00;8,00;14,00;9,00;117,00;9,00;13,50
2021-05-09;31,00;47,00;34,00;14,00;17,00;11,07;126,21;8,86;13,29
2021-05-16;29,00;38,00;30,00;16,00;22,00;13,38;98,15;11,15;15,62
2021-05-23;29,00;47,00;35,00;17,00;25,00;15,62;122,69;11,15;17,85
2021-05-30;31,00;47,00;39,00;16,00;29,00;17,71;126,21;15,50;17,71
2021-06-06;36,00;54,00;39,00;16,00;32,00;20,25;144,00;13,50;18,00
2021-06-13;36,00;51,00;42,00;16,00;29,00;22,50;139,50;13,50;20,25
2021-06-20;34,00;48,00;39,00;15,00;35,00;22,67;142,80;13,60;18,13
2021-06-27;37,00;56,00;35,00;16,00;36,00;23,13;150,31;13,88;18,50
2021-07-04;44,00;69,00;41,00;17,00;42,00;22,00;156,20;13,20;17,60
2021-07-11;47,00;85,00;59,00;19,00;47,00;24,62;203,67;15,67;17,90
2021-07-18;56,00;89,00;70,00;18,00;45,00;22,40;224,00;17,92;17,92
2021-07-25;50,00;65,00;43,00;19,00;45,00;21,74;204,35;15,22;15,22
2021-08-01;61,00;61,00;42,00;18,00;47,00;24,85;198,81;15,81;15,81
2021-08-08;57,00;65,00;37,00;21,00;58,00;30,69;184,15;15,35;15,35
2021-08-15;46,00;51,00;31,00;18,00;45,00;26,29;148,95;13,14;13,14
2021-08-22;32,00;39,00;29,00;16,00;32,00;20,57;116,57;13,71;13,71
2021-08-29;21,00;31,00;27,00;15,00;20,00;16,33;105,00;9,33;14,00
2021-09-05;18,00;27,00;26,00;13,00;15,00;11,25;76,50;9,00;11,25
2021-09-12;15,00;23,00;17,00;12,00;13,00;6,43;66,43;6,43;10,71
2021-09-19;11,00;23,00;15,00;9,00;10,00;6,60;52,80;6,60;11,00
2021-09-26;7,00;16,00;15,00;8,00;10,00;4,67;42,00;4,67;9,33
2021-10-03;7,00;15,00;16,00;8,00;12,00;4,67;44,33;4,67;9,33
2021-10-10;7,00;15,00;13,00;8,00;9,00;2,33;37,33;4,67;9,33
2021-10-17;7,00;11,00;11,00;7,00;7,00;2,33;37,33;4,67;7,00
2021-10-24;7,00;15,00;7,00;6,00;7,00;2,33;30,33;4,67;7,00
2021-10-31;6,00;12,00;7,00;6,00;5,00;2,00;22,00;2,00;4,00
2021-11-07;4,00;15,00;5,00;4,00;6,00;2,00;22,00;2,00;4,00
2021-11-14;4,00;10,00;5,00;3,00;6,00;1,00;22,00;2,00;4,00
2021-11-21;4,00;8,00;3,00;3,00;4,00;1,00;22,00;2,00;4,00
2021-11-28;4,00;7,00;3,00;3,00;6,00;1,00;20,00;2,00;4,00
2021-12-05;3,00;9,00;3,00;3,00;5,00;1,50;30,00;3,00;6,00
2021-12-12;4,00;10,00;5,00;4,00;3,00;2,00;22,00;2,00;4,00
2021-12-19;4,00;10,00;5,00;4,00;2,00;1,00;22,00;2,00;4,00
2021-12-26;7,00;17,00;6,00;6,00;6,00;2,33;42,00;4,67;7,00
2022-01-02;9,00;17,00;8,00;7,00;5,00;4,50;63,00;4,50;6,75
2022-01-09;9,00;17,00;10,00;8,00;6,00;2,25;65,25;4,50;6,75
2022-01-16;11,00;19,00;12,00;7,00;6,00;4,40;61,60;4,40;6,60
2022-01-23;13,00;20,00;10,00;7,00;7,00;4,33;56,33;6,50;6,50
2022-01-30;14,00;20,00;9,00;8,00;7,00;4,67;63,00;7,00;7,00
2022-02-06;16,00;18,00;12,00;8,00;8,00;4,57;54,86;4,57;6,86
2022-02-13;16,00;18,00;13,00;8,00;9,00;4,57;48,00;4,57;6,86
2022-02-20;15,00;21,00;11,00;7,00;9,00;4,29;51,43;4,29;6,43
2022-02-27;15,00;20,00;8,00;7,00;9,00;4,29;49,29;4,29;6,43
2022-03-06;16,00;21,00;16,00;7,00;7,00;4,57;50,29;6,86;9,14
2022-03-13;16,00;20,00;14,00;9,00;8,00;6,86;59,43;6,86;9,14
2022-03-20;17,00;20,00;15,00;8,00;10,00;9,71;65,57;7,29;9,71
2022-03-27;17,00;21,00;16,00;9,00;11,00;8,50;59,50;6,38;8,50
2022-04-03;19,00;32,00;18,00;11,00;16,00;9,50;73,63;9,50;9,50
2022-04-10;22,00;32,00;26,00;14,00;20,00;8,80;79,20;8,80;8,80
