Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2021-08-15;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;17,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;17,00;0,00;0,00;4,80;9,60;4,80;0,00;4,50;9,00;22,50;0,00;0,00;13,20;0,00;9,00;9,00;0,00;0,00
2021-08-22;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;4,67;4,67;14,00;0,00;0,00;4,20;14,00;8,40;0,00;0,00;4,67;0,00;0,00;8,75;0,00;0,00
2021-08-29;23,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;18,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;9,20;4,60;0,00;0,00;58,94;14,38;0,00;4,60;9,20;4,60;17,69;5,31;0,00;5,31
2021-09-05;14,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;40,60;14,00;4,67;0,00;14,00;0,00;8,75;8,75;0,00;5,25
2021-09-12;23,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;4,60;0,00;4,31;0,00;18,69;18,69;9,20;0,00;4,60;4,60;8,85;5,31;0,00;0,00
2021-09-19;33,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;18,86;4,71;4,30;0,00;60,26;4,30;0,00;4,55;13,66;4,55;14,67;9,17;5,50;9,17
2021-09-26;33,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;0,00;4,71;18,86;0,00;0,00;0,00;33,00;18,65;9,10;0,00;13,66;0,00;5,21;5,21;0,00;13,89
2021-10-03;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;4,75;0,00;14,25;0,00;0,00;0,00;46,77;4,38;13,41;0,00;13,41;0,00;27,64;5,18;5,18;19,00
2021-10-10;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;4,47;19,00;0,00;0,00;4,07;35,29;0,00;0,00;4,47;19,00;0,00;5,18;19,00;0,00;13,82
2021-10-17;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;4,55;18,21;0,00;0,00;0,00;33,00;28,70;4,55;9,10;9,10;0,00;8,68;0,00;0,00;8,68
2021-10-24;19,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;4,75;4,75;0,00;0,00;29,23;19,00;8,94;4,47;17,88;0,00;5,18;0,00;0,00;5,18
2021-10-31;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;5,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;14,00;0,00;9,38;0,00;19,93;4,69;0,00;0,00;22,67;14,17;4,69;4,69;49,24;4,69;14,32;5,37;0,00;14,32
2021-11-07;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;14,40;0,00;4,24;0,00;18,35;22,59;4,57;0,00;18,29;0,00;14,77;9,23;0,00;5,54
2021-11-14;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;0,00;5,00;0,00;5,00;0,00;14,00;0,00;0,00;0,00;18,67;4,67;0,00;4,20;36,40;22,40;14,00;0,00;9,33;0,00;8,75;0,00;0,00;14,00
2021-11-21;18,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;4,50;0,00;13,50;4,50;0,00;0,00;42,92;4,15;0,00;4,50;9,00;0,00;14,40;5,40;0,00;14,40
2021-11-28;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;14,00;0,00;0,00;0,00;27,00;4,50;9,00;0,00;33,00;24,00;4,50;0,00;9,00;0,00;9,00;5,40;0,00;0,00
2021-12-05;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;9,00;0,00;28,00;0,00;0,00;0,00;24,00;9,60;0,00;0,00;26,82;14,12;4,57;0,00;4,57;0,00;29,54;9,23;5,54;9,23
2021-12-12;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;29,17;0,00;0,00;0,00;67,74;14,41;9,12;0,00;19,37;4,56;14,00;5,25;0,00;0,00
2021-12-19;33,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;11,00;0,00;0,00;0,00;67,18;10,61;0,00;0,00;64,57;27,26;5,69;0,00;10,24;0,00;15,63;15,63;12,16;10,42
2021-12-26;79,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;10,00;16,00;0,00;16,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;10,00;0,00;26,00;0,00;4,65;0,00;63,90;4,65;0,00;0,00;66,30;66,30;0,00;4,58;36,64;0,00;0,00;15,80;0,00;15,80
2022-01-02;87,00;0,00;0,00;0,00;5,00;5,00;5,00;5,00;5,00;0,00;0,00;5,00;25,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;20,00;5,00;10,00;0,00;4,70;0,00;41,15;4,70;0,00;0,00;118,38;45,64;10,44;34,80;35,96;0,00;30,18;5,33;5,33;10,65
2022-01-09;61,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;15,00;0,00;10,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;10,00;0,00;0,00;0,00;36,37;0,00;9,93;0,00;43,98;19,86;4,60;29,92;20,72;0,00;25,12;5,38;5,38;19,74
2022-01-16;47,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;9,00;9,00;9,00;0,00;37,00;5,00;0,00;4,59;18,34;9,17;0,00;0,00;74,06;18,52;9,17;13,76;28,66;0,00;41,78;8,70;5,22;0,00
2022-01-23;38,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;8,00;0,00;0,00;4,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,61;63,33;4,61;0,00;0,00;61,93;29,56;8,06;4,61;42,61;8,06;32,82;12,09;5,18;3,45
2022-01-30;68,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;18,00;4,00;4,00;0,00;18,00;4,00;0,00;5,00;0,00;0,00;18,00;4,00;4,00;0,00;9,00;0,00;4,69;4,69;36,34;22,28;12,75;0,00;109,08;22,67;9,22;4,61;31,12;0,00;41,16;8,95;5,37;26,84
2022-02-06;59,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;9,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;13,00;0,00;17,35;9,25;26,61;0,00;4,32;0,00;119,44;23,02;9,25;4,63;99,49;0,00;23,24;21,45;0,00;32,18
2022-02-13;72,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;15,00;7,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;7,00;4,00;7,00;0,00;4,00;0,00;0,00;0,00;46,03;3,54;7,20;0,00;125,28;30,24;18,58;6,97;60,39;3,48;48,60;14,40;7,20;18,00
2022-02-20;73,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;33,00;0,00;4,00;0,00;7,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;11,00;0,00;22,00;0,00;3,48;0,00;37,08;0,00;0,00;0,00;71,57;35,78;18,25;6,84;50,19;0,00;24,93;14,24;19,59;17,80
2022-02-27;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;26,00;4,00;4,00;0,00;11,00;0,00;0,00;4,00;0,00;4,00;4,00;4,00;0,00;0,00;4,00;4,00;3,50;3,50;18,67;0,00;4,32;4,32;109,53;21,62;22,17;0,00;33,83;0,00;21,78;18,15;3,63;10,89
2022-03-06;72,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;7,00;0,00;4,00;11,00;4,00;4,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;4,00;0,00;0,00;19,00;0,00;11,61;6,97;23,23;3,48;7,20;0,00;48,96;30,24;6,86;3,43;14,86;0,00;14,40;18,00;3,60;27,00
2022-03-13;75,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;7,00;11,00;0,00;11,00;0,00;11,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;11,00;0,00;3,52;3,52;49,22;0,00;4,33;0,00;51,92;40,38;3,46;15,00;15,00;0,00;17,86;14,29;0,00;25,00
2022-03-20;65,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;11,00;4,00;11,00;0,00;11,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;7,00;0,00;0,00;0,00;35,98;6,96;0,00;0,00;49,46;32,50;6,84;0,00;6,84;0,00;7,03;3,51;0,00;10,54
2022-03-27;67,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;7,00;0,00;3,00;10,00;3,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;23,51;3,53;0,00;0,00;38,49;25,66;6,93;3,47;19,64;0,00;19,92;9,05;0,00;16,30
2022-04-03;43,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;7,00;0,00;3,00;3,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;0,00;7,00;3,00;0,00;0,00;0,00;10,00;3,00;6,97;0,00;13,95;6,97;2,87;0,00;45,87;25,80;10,18;0,00;3,39;0,00;35,83;0,00;0,00;7,17
2022-04-10;34,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;34,00;0,00;0,00;0,00;18,76;3,52;4,25;0,00;25,50;25,50;3,40;3,40;3,40;0,00;7,16;7,16;3,58;14,32
2022-04-17;25,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;10,71;0,00;2,94;0,00;14,71;10,29;0,00;3,57;14,29;0,00;3,57;0,00;0,00;0,00
2022-04-24;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;3,40;0,00;0,00;0,00;7,08;17,00;0,00;0,00;6,80;0,00;0,00;0,00;0,00;3,40
2022-05-01;24,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;3,00;0,00;6,86;0,00;10,29;0,00;0,00;2,82;2,82;7,06;0,00;0,00;0,00;0,00;3,43;0,00;0,00;3,43
2022-05-08;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;3,00;43,50;3,60;0,00;0,00;0,00;3,60;3,60;0,00;0,00
2022-05-15;16,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,43;0,00;0,00;0,00;0,00;0,00;7,27;8,73;3,43;3,43;3,43;0,00;3,56;0,00;0,00;0,00
2022-05-22;12,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,80;0,00;0,00;0,00;4,00;10,67;0,00;0,00;7,64;0,00;0,00;0,00;0,00;3,43
2022-05-29;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;3,43;11,43;0,00;0,00;0,00;23,27;11,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,56
2022-06-05;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,75;12,75;0,00;0,00;7,93;0,00;8,50;11,90;0,00;3,40
2022-06-12;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,73;0,00;8,27;0,00;0,00;0,00;13,00;13,00;0,00;4,73;4,73;0,00;0,00;0,00;0,00;0,00
2022-06-19;14,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,67;4,67;8,40;0,00;21,00;12,60;0,00;0,00;18,67;0,00;5,25;21,00;0,00;0,00
2022-06-26;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,69;0,00;4,69;0,00;0,00;0,00;0,00;25,50;4,53;0,00;12,47;0,00;3,58;8,95;0,00;0,00
2022-07-03;43,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;21,00;0,00;4,65;0,00;4,65;12,78;0,00;0,00;8,60;30,10;0,00;8,14;22,08;0,00;0,00;3,58;0,00;8,96
2022-07-10;36,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;4,65;0,00;20,90;4,65;0,00;0,00;10,08;15,84;0,00;4,65;15,10;0,00;5,40;45,00;0,00;0,00
