Semaine;Nice (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA)
2019-01-06;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;3,00;0,00;2,00;0,00;0,00;8,00;0,00;3,00;63,38;1,22;17,06;4,88;8,00;0,00;9,00;0,00;5,57;92,86;9,29;0,00;189,00;9,00;39,00;6,00;22,00;2,00;7,00;21,00;48,49;5,27;0,00;3,16
2019-01-13;41,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;3,00;89,45;8,70;41,00;3,73;18,00;2,00;7,00;5,00;7,45;87,59;14,91;1,86;189,23;15,77;25,23;6,31;27,00;12,00;5,00;9,00;75,53;3,24;0,00;17,26
2019-01-20;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;5,00;0,00;3,00;67,35;14,69;28,16;6,12;15,00;2,00;3,00;3,00;9,38;78,75;3,75;1,88;195,79;9,47;31,58;12,63;25,00;0,00;2,00;17,00;93,21;11,79;0,00;12,86
2019-01-27;39,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;5,00;0,00;0,00;52,84;11,32;27,68;8,81;13,00;3,00;7,00;2,00;9,29;52,00;7,43;1,86;201,50;9,75;35,75;9,75;19,00;3,00;2,00;29,00;49,83;15,17;0,00;6,50
2019-02-03;37,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;5,00;0,00;0,00;2,00;2,00;5,00;3,00;0,00;64,13;4,93;23,43;3,70;6,00;2,00;0,00;0,00;7,40;72,15;18,50;0,00;185,00;18,50;33,92;9,25;8,00;8,00;5,00;20,00;47,57;12,69;0,00;9,51
2019-02-10;22,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;63,56;4,89;22,00;6,11;11,00;2,00;10,00;0,00;5,50;64,17;7,33;0,00;135,14;12,57;34,57;3,14;22,00;3,00;0,00;17,00;71,50;6,60;0,00;18,70
2019-02-17;48,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;3,00;2,00;0,00;0,00;2,00;5,00;0,00;2,00;70,15;7,38;20,92;4,92;12,00;0,00;2,00;0,00;7,38;72,00;12,92;1,85;153,60;22,40;25,60;6,40;24,00;5,00;3,00;19,00;59,73;3,20;0,00;10,67
2019-02-24;43,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;2,00;2,00;2,00;5,00;0,00;2,00;2,00;3,00;0,00;2,00;58,97;6,14;17,20;6,14;16,00;2,00;13,00;0,00;9,35;56,09;9,35;0,00;205,79;9,21;27,64;18,43;30,00;2,00;3,00;17,00;44,08;11,83;0,00;20,43
2019-03-03;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;71,53;9,87;23,43;6,17;15,00;3,00;2,00;2,00;7,40;81,40;12,95;0,00;191,17;15,42;37,00;12,33;29,00;12,00;3,00;22,00;62,37;9,51;0,00;13,74
2019-03-10;45,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;7,00;2,00;0,00;3,00;0,00;3,00;0,00;2,00;75,41;9,73;32,84;3,65;22,00;3,00;7,00;2,00;7,50;69,38;5,63;0,00;205,71;16,07;28,93;22,50;33,00;5,00;2,00;18,00;99,64;10,71;0,00;6,43
2019-03-17;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;2,00;0,00;7,00;0,00;3,00;78,75;5,00;28,75;3,75;18,00;2,00;7,00;2,00;15,24;57,14;15,24;1,90;200,00;15,38;21,54;6,15;31,00;2,00;2,00;12,00;52,97;5,41;0,00;22,70
2019-03-24;64,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;2,00;5,00;0,00;2,00;75,08;12,31;33,23;7,38;22,00;2,00;12,00;0,00;7,53;86,59;3,76;3,76;233,60;6,40;25,60;9,60;23,00;2,00;0,00;25,00;66,13;5,33;0,00;13,87
2019-03-31;52,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;3,00;0,00;0,00;70,57;3,71;37,14;4,95;18,00;7,00;3,00;2,00;9,29;104,00;11,14;7,43;234,00;9,75;29,25;16,25;24,00;10,00;2,00;33,00;67,17;2,17;0,00;6,50
2019-04-07;50,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;2,00;74,39;6,10;28,05;6,10;15,00;3,00;7,00;3,00;12,96;79,63;7,41;3,70;218,75;12,50;31,25;6,25;24,00;3,00;2,00;29,00;82,98;14,89;0,00;14,89
2019-04-14;61,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;2,00;3,00;0,00;2,00;64,66;17,08;25,62;4,88;17,00;2,00;8,00;0,00;9,24;85,03;11,09;7,39;253,15;18,30;24,40;9,15;21,00;10,00;10,00;21,00;61,00;5,26;0,00;8,41
2019-04-21;64,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;5,00;2,00;0,00;0,00;0,00;8,00;0,00;2,00;93,54;11,08;40,62;13,54;10,00;0,00;3,00;0,00;7,53;94,12;7,53;3,76;195,05;15,24;30,48;9,14;31,00;7,00;12,00;26,00;49,31;13,64;0,00;16,79
2019-04-28;73,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;3,00;2,00;0,00;0,00;0,00;2,00;2,00;2,00;76,71;8,66;17,32;13,61;26,00;0,00;8,00;2,00;20,59;97,33;11,23;5,62;219,00;6,35;25,39;12,70;27,00;2,00;8,00;19,00;69,83;11,64;0,00;13,75
2019-05-05;65,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;84,62;13,49;38,02;4,91;12,00;2,00;3,00;0,00;3,71;113,29;18,57;5,57;247,62;12,38;24,76;9,29;21,00;2,00;7,00;19,00;44,75;10,66;0,00;10,66
2019-05-12;49,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;3,00;2,00;2,00;2,00;0,00;2,00;0,00;2,00;2,00;2,00;90,65;23,28;45,33;0,00;19,00;3,00;5,00;2,00;5,65;113,08;13,19;7,54;202,13;9,19;18,38;9,19;49,00;7,00;0,00;18,00;56,46;8,52;0,00;11,72
2019-05-19;69,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;3,00;3,00;0,00;2,00;0,00;7,00;0,00;3,00;94,88;19,71;25,88;9,86;27,00;0,00;5,00;2,00;7,46;132,41;9,32;7,46;263,45;18,82;18,82;15,68;28,00;5,00;5,00;19,00;87,05;16,98;0,00;11,68
2019-05-26;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;2,00;12,00;0,00;0,00;3,00;3,00;0,00;0,00;2,00;87,38;14,77;27,08;4,92;29,00;3,00;8,00;3,00;7,53;111,06;7,53;5,65;256,00;16,00;32,00;9,60;29,00;12,00;0,00;41,00;62,93;13,87;0,00;20,27
2019-06-02;93,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;8,00;0,00;0,00;0,00;0,00;2,00;0,00;5,00;81,84;19,84;35,96;11,16;25,00;10,00;6,00;0,00;3,72;139,50;16,74;3,72;254,20;9,30;24,80;15,50;28,00;7,00;8,00;40,00;66,28;8,55;0,00;16,03
2019-06-09;68,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;2,00;2,00;5,00;2,00;0,00;2,00;0,00;2,00;0,00;2,00;91,49;19,78;21,02;14,84;19,00;0,00;6,00;5,00;13,22;124,67;22,67;7,56;231,82;18,55;37,09;15,45;28,00;8,00;6,00;28,00;77,56;11,69;0,00;6,38
2019-06-16;71,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;7,00;2,00;2,00;0,00;0,00;3,00;0,00;0,00;100,38;9,79;40,40;9,79;26,00;8,00;10,00;2,00;5,61;121,45;14,95;7,47;250,04;9,26;24,70;6,17;31,00;9,00;3,00;28,00;47,69;10,60;0,00;8,48
2019-06-23;65,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;14,00;2,00;0,00;0,00;0,00;3,00;2,00;2,00;89,53;9,81;31,89;1,23;34,00;7,00;5,00;2,00;14,86;98,43;16,71;3,71;213,57;15,48;30,95;9,29;16,00;2,00;3,00;32,00;82,05;13,85;0,00;8,52
2019-06-30;83,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;11,00;0,00;0,00;2,00;2,00;2,00;0,00;2,00;84,22;7,32;46,38;4,88;31,00;7,00;14,00;0,00;9,43;107,52;13,20;11,32;202,89;18,44;24,59;15,37;39,00;5,00;2,00;31,00;86,19;5,32;0,00;21,28
2019-07-07;69,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;3,00;2,00;2,00;82,55;18,48;34,50;7,39;44,00;5,00;10,00;0,00;16,78;138,00;27,97;3,73;250,91;12,55;37,64;12,55;33,00;7,00;12,00;25,00;85,98;10,62;0,00;8,49
2019-07-14;87,00;2,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;2,00;3,00;0,00;2,00;0,00;5,00;85,76;13,67;37,29;9,94;25,00;5,00;7,00;5,00;9,46;156,98;24,59;5,67;248,57;18,64;12,43;6,21;21,00;9,00;7,00;11,00;97,74;13,96;0,00;10,74
2019-07-21;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;9,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;91,41;11,12;35,82;7,41;21,00;4,00;5,00;2,00;18,67;145,60;14,93;1,87;311,11;24,89;21,78;6,22;20,00;6,00;9,00;37,00;82,94;23,39;0,00;5,32
2019-07-28;64,00;0,00;0,00;2,00;2,00;0,00;0,00;2,00;2,00;2,00;0,00;7,00;7,00;0,00;2,00;0,00;2,00;0,00;2,00;94,77;7,38;40,62;1,23;25,00;4,00;7,00;2,00;13,18;152,47;35,76;3,76;233,60;16,00;41,60;12,80;41,00;6,00;2,00;32,00;83,20;9,60;0,00;10,67
2019-08-04;71,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;85,95;11,21;31,14;8,72;35,00;5,00;4,00;4,00;14,95;136,39;20,55;7,47;250,04;15,43;24,70;18,52;27,00;7,00;2,00;44,00;96,82;16,14;0,00;10,76
2019-08-11;64,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;10,00;3,00;0,00;0,00;0,00;5,00;0,00;3,00;112,00;8,62;29,54;4,92;22,00;3,00;7,00;0,00;15,06;126,12;9,41;1,88;281,60;16,00;22,40;25,60;30,00;7,00;10,00;28,00;101,33;13,87;0,00;16,00
2019-08-18;58,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;7,00;0,00;3,00;80,21;4,94;25,91;9,87;22,00;3,00;21,00;2,00;11,23;116,00;187,10;0,00;210,63;21,37;24,42;18,32;21,00;3,00;7,00;25,00;72,76;11,60;0,00;13,71
2019-08-25;67,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;7,00;2,00;3,00;63,28;12,41;33,50;13,65;28,00;2,00;7,00;2,00;14,89;156,33;173,08;3,72;255,24;19,14;38,29;15,95;36,00;3,00;7,00;28,00;74,44;10,63;0,00;20,21
2019-09-01;64,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;2,00;11,00;3,00;2,00;3,00;2,00;3,00;0,00;3,00;75,08;8,62;39,38;4,92;8,00;0,00;11,00;3,00;11,29;107,29;15,06;1,88;204,80;19,20;25,60;9,60;28,00;10,00;5,00;35,00;98,13;9,60;0,00;16,00
2019-09-08;60,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;5,00;0,00;0,00;0,00;0,00;5,00;2,00;2,00;72,24;12,24;17,14;17,14;20,00;5,00;6,00;2,00;16,88;76,88;20,63;3,75;224,21;12,63;18,95;9,47;26,00;5,00;5,00;24,00;83,16;26,32;0,00;9,47
2019-09-15;76,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;8,00;5,00;0,00;3,00;0,00;9,00;0,00;0,00;87,03;3,68;6,13;3,68;9,00;5,00;8,00;0,00;9,27;77,85;18,54;1,85;215,33;15,83;31,67;12,67;14,00;6,00;2,00;21,00;58,06;7,39;0,00;16,89
2019-09-22;52,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;3,00;2,00;3,00;2,00;2,00;0,00;0,00;3,00;0,00;3,00;74,98;12,09;19,35;7,26;20,00;0,00;10,00;2,00;16,71;55,71;14,86;3,71;177,41;12,24;24,47;18,35;22,00;8,00;0,00;23,00;106,12;13,80;0,00;10,61
2019-09-29;58,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;6,00;2,00;0,00;2,00;0,00;2,00;0,00;5,00;2,00;0,00;55,53;12,34;18,51;6,17;15,00;0,00;6,00;0,00;13,10;50,52;16,84;0,00;174,00;6,11;36,63;12,21;38,00;5,00;8,00;34,00;61,16;20,04;0,00;12,65
2019-10-06;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;2,00;0,00;3,00;0,00;2,00;53,46;1,24;16,16;9,95;20,00;2,00;3,00;0,00;12,88;40,48;9,20;1,84;150,27;21,47;21,47;21,47;22,00;6,00;9,00;21,00;69,53;13,91;0,00;29,95
2019-10-13;46,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;3,00;2,00;3,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;43,51;6,22;18,65;1,24;21,00;5,00;7,00;6,00;15,33;47,92;13,42;0,00;122,67;21,47;9,20;6,13;18,00;5,00;2,00;33,00;58,84;14,98;0,00;16,05
2019-10-20;41,00;0,00;0,00;0,00;0,00;0,00;1,00;4,00;1,00;3,00;0,00;8,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;36,03;8,70;19,88;1,24;4,00;4,00;6,00;2,00;5,59;24,23;3,73;1,86;141,92;9,46;18,92;18,92;11,00;3,00;5,00;20,00;74,64;11,56;0,00;14,72
2019-10-27;41,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;0,00;2,00;0,00;6,00;2,00;0,00;2,00;0,00;8,00;0,00;6,00;52,18;4,97;12,42;11,18;12,00;2,00;11,00;0,00;7,45;27,95;13,05;3,73;107,23;12,62;31,54;15,77;16,00;5,00;3,00;29,00;53,62;19,97;0,00;12,62
2019-11-03;41,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;5,00;0,00;1,00;28,94;8,44;13,26;12,06;12,00;1,00;6,00;2,00;5,59;55,91;13,05;0,00;135,62;18,92;15,77;12,62;12,00;8,00;3,00;36,00;76,74;13,67;0,00;13,67
2019-11-10;48,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;29,54;4,92;22,15;4,92;10,00;1,00;5,00;2,00;3,84;38,40;11,52;0,00;99,20;16,00;16,00;6,40;19,00;6,00;0,00;22,00;48,00;13,87;0,00;11,73
2019-11-17;48,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;48,00;16,00;11,08;8,62;9,00;0,00;2,00;0,00;9,60;32,64;9,60;1,92;118,40;16,00;9,60;3,20;11,00;0,00;5,00;19,00;64,00;24,53;0,00;17,07
2019-11-24;51,00;0,00;0,00;3,00;0,00;0,00;1,00;1,00;0,00;1,00;3,00;1,00;3,00;1,00;0,00;1,00;3,00;1,00;1,00;26,71;12,14;13,36;2,43;9,00;0,00;2,00;0,00;11,33;45,33;9,44;1,89;108,38;9,56;19,13;15,94;17,00;5,00;9,00;17,00;62,69;17,00;0,00;19,13
2019-12-01;57,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;3,00;4,00;0,00;3,00;0,00;3,00;3,00;0,00;33,46;7,43;9,91;4,96;13,00;0,00;2,00;2,00;5,70;47,50;17,10;1,90;110,83;12,67;12,67;12,67;22,00;5,00;5,00;11,00;88,19;15,06;0,00;15,06
2019-12-08;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;6,00;0,00;0,00;0,00;3,00;2,00;2,00;2,00;40,80;12,00;10,80;1,20;6,00;5,00;0,00;5,00;5,63;33,75;7,50;3,75;111,00;6,00;27,00;18,00;19,00;2,00;6,00;11,00;100,71;25,71;0,00;17,14
2019-12-15;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;6,00;5,00;2,00;2,00;0,00;6,00;2,00;2,00;46,44;14,67;14,67;6,11;14,00;6,00;0,00;0,00;7,33;36,67;5,50;0,00;110,00;15,71;15,71;15,71;31,00;5,00;6,00;12,00;56,88;16,10;0,00;21,46
2019-12-22;76,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;2,00;2,00;7,00;2,00;0,00;0,00;2,00;3,00;0,00;0,00;45,35;13,48;15,94;7,35;17,00;2,00;2,00;0,00;12,98;44,49;16,68;3,71;142,50;15,83;25,33;19,00;20,00;9,00;7,00;20,00;74,94;19,00;0,00;40,11
2019-12-29;56,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;3,00;3,00;5,00;2,00;0,00;0,00;0,00;6,00;2,00;2,00;64,52;6,09;23,13;8,52;10,00;6,00;5,00;2,00;9,33;54,13;11,20;1,87;158,67;28,00;40,44;9,33;23,00;7,00;5,00;25,00;58,11;29,58;0,00;11,62
2020-01-05;74,00;0,00;0,00;0,00;0,00;2,00;0,00;8,00;0,00;5,00;3,00;6,00;9,00;0,00;0,00;0,00;5,00;0,00;0,00;81,40;4,93;23,43;6,17;3,00;3,00;2,00;2,00;11,10;55,50;12,95;3,70;154,17;9,25;40,08;24,67;31,00;6,00;5,00;24,00;75,06;20,09;0,00;20,09
2020-01-12;54,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;3,00;1,00;0,00;0,00;1,00;6,00;0,00;1,00;58,91;9,82;20,86;8,59;10,00;0,00;4,00;1,00;11,17;68,90;9,31;9,31;212,82;19,06;31,76;15,88;42,00;6,00;4,00;27,00;87,48;16,20;0,00;19,44
2020-01-19;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;6,00;0,00;0,00;1,00;5,00;1,00;0,00;56,33;8,57;25,71;2,45;13,00;4,00;8,00;2,00;16,88;71,25;11,25;3,75;208,42;15,79;34,74;12,63;29,00;9,00;11,00;30,00;62,14;10,71;0,00;15,00
2020-01-26;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;0,00;3,00;3,00;0,00;1,00;54,62;11,17;24,83;11,17;9,00;3,00;5,00;0,00;13,26;53,05;11,37;3,79;169,04;12,52;34,43;12,52;23,00;3,00;0,00;30,00;74,12;23,29;0,00;9,53
2020-02-02;59,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;0,00;0,00;0,00;3,00;2,00;3,00;2,00;0,00;2,00;0,00;0,00;83,58;13,52;22,13;17,21;12,00;5,00;9,00;0,00;13,32;79,94;11,42;3,81;189,42;12,42;40,37;18,63;22,00;14,00;2,00;30,00;60,07;9,65;0,00;21,45
2020-02-09;46,00;0,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;4,00;77,08;8,70;34,81;4,97;15,00;0,00;3,00;0,00;7,67;67,08;5,75;0,00;177,87;18,40;21,47;12,27;18,00;6,00;8,00;26,00;65,26;14,98;0,00;24,60
2020-02-16;72,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;4,00;0,00;0,00;0,00;7,00;0,00;1,00;76,97;14,90;26,07;8,69;18,00;6,00;6,00;2,00;15,16;60,63;11,37;3,79;165,91;25,04;34,43;21,91;26,00;9,00;3,00;17,00;61,25;17,19;0,00;11,82
2020-02-23;39,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;4,00;0,00;6,00;0,00;0,00;4,00;0,00;6,00;0,00;1,00;51,19;17,06;20,72;7,31;15,00;1,00;3,00;3,00;14,86;57,57;5,57;0,00;188,50;19,50;26,00;9,75;19,00;4,00;4,00;31,00;71,68;20,03;1,05;15,81
2020-03-01;48,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;7,00;1,00;0,00;0,00;0,00;9,00;1,00;0,00;36,92;7,38;22,15;1,23;18,00;1,00;7,00;1,00;9,23;42,46;9,23;1,85;144,00;16,00;38,40;22,40;15,00;7,00;6,00;18,00;73,60;24,53;0,00;19,20
2020-03-08;30,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;26,25;2,50;7,50;7,50;11,00;1,00;0,00;3,00;1,88;35,63;7,50;1,88;83,33;16,67;26,67;10,00;13,00;6,00;7,00;14,00;57,86;30,00;0,00;9,64
2020-03-15;19,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;1,00;0,00;3,00;1,00;1,00;1,00;1,00;3,00;1,00;4,00;17,81;3,56;7,13;2,38;17,00;3,00;0,00;0,00;1,90;26,60;11,40;3,80;60,17;9,50;22,17;44,33;21,00;4,00;4,00;17,00;51,72;29,56;1,06;13,72
2020-03-22;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;21,60;3,60;1,20;6,00;10,00;3,00;1,00;1,00;6,00;24,00;4,00;4,00;57,00;12,00;6,00;15,00;7,00;11,00;3,00;16,00;36,00;16,36;0,00;9,82
2020-03-29;16,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;3,00;0,00;6,00;0,00;3,00;1,00;0,00;1,00;1,00;0,00;24,62;6,15;7,38;6,15;8,00;4,00;5,00;1,00;6,00;12,00;6,00;2,00;54,40;9,60;6,40;6,40;8,00;0,00;3,00;13,00;21,33;9,60;0,00;0,00
2020-04-05;13,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;18,20;3,90;5,20;2,60;10,00;2,00;1,00;0,00;7,43;18,57;5,57;1,86;55,25;6,50;3,25;6,50;4,00;1,00;0,00;13,00;19,50;13,00;0,00;11,92
2020-04-12;12,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;20,00;4,00;5,33;1,33;10,00;1,00;4,00;1,00;2,00;22,00;2,00;2,00;45,00;3,00;1,50;6,00;10,00;4,00;5,00;8,00;34,91;14,18;0,00;7,64
2020-04-19;11,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;19,56;2,44;6,11;2,44;11,00;0,00;3,00;1,00;1,83;25,67;9,17;0,00;74,25;11,00;11,00;5,50;12,00;6,00;3,00;13,00;29,00;11,00;0,00;7,00
2020-04-26;24,00;0,00;0,00;3,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,74;7,58;5,05;2,53;10,00;4,00;7,00;0,00;3,69;24,00;11,08;1,85;66,00;6,00;9,00;1,50;11,00;3,00;6,00;16,00;21,82;19,64;0,00;7,64
2020-05-03;15,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;32,31;3,46;5,77;2,31;16,00;1,00;3,00;0,00;5,63;18,75;9,38;1,88;66,00;9,00;6,00;6,00;7,00;1,00;3,00;11,00;18,00;12,00;0,00;1,00
2020-05-10;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;32,14;5,14;2,57;3,86;12,00;3,00;1,00;3,00;3,60;30,60;7,20;0,00;69,00;12,00;3,00;15,00;11,00;3,00;3,00;11,00;23,00;16,00;0,00;7,00
2020-05-17;23,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;3,00;26,63;3,63;8,47;3,63;10,00;4,00;3,00;0,00;3,83;28,75;5,75;1,92;98,57;9,86;3,29;3,29;23,00;5,00;4,00;15,00;36,59;5,23;0,00;6,27
2020-05-24;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;3,00;43,27;3,82;5,09;6,36;14,00;3,00;3,00;1,00;4,00;34,00;10,00;0,00;73,50;7,00;10,50;0,00;10,00;5,00;4,00;10,00;26,92;14,00;0,00;6,46
2020-05-31;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;4,00;0,00;0,00;18,33;4,89;6,11;4,89;21,00;3,00;1,00;1,00;3,67;27,50;9,17;1,83;72,29;15,71;6,29;1,57;22,00;0,00;1,00;12,00;34,57;6,29;0,00;2,10
2020-06-07;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;25,00;5,00;2,50;6,25;14,00;3,00;7,00;3,00;1,82;32,73;7,27;1,82;66,67;13,33;3,33;3,33;19,00;3,00;3,00;18,00;76,84;17,89;1,05;15,79
