Semaine;Nice (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA)
2021-08-01;38,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;25,00;6,00;4,00;2,00;2,00;0,00;4,00;10,00;12,00;27,00;0,00;0,00;50,00;12,00;8,00;40,00;6,00;0,00;2,00;46,00;209,00;3,80;0,00;3,80
2021-08-08;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;8,00;12,00;6,00;6,00;2,00;2,00;4,00;8,00;12,00;0,00;45,00;20,00;8,00;43,00;8,00;0,00;2,00;34,00;206,25;7,50;0,00;7,50
2021-08-15;20,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;10,00;4,00;6,00;4,00;2,00;2,00;0,00;4,00;6,00;18,00;4,00;2,00;20,00;18,00;0,00;49,00;12,00;2,00;2,00;28,00;204,00;8,00;0,00;4,00
2021-08-22;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;4,00;2,00;0,00;0,00;0,00;4,00;17,00;0,00;0,00;24,00;23,00;0,00;51,00;4,00;0,00;2,00;23,00;210,83;7,67;0,00;0,00
2021-08-29;30,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;4,00;11,00;4,00;0,00;26,00;11,00;4,00;36,00;6,00;0,00;2,00;28,00;217,50;3,75;0,00;3,75
2021-09-05;24,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;4,00;2,00;0,00;2,00;0,00;0,00;4,00;13,00;0,00;0,00;29,00;19,00;9,00;61,00;9,00;0,00;0,00;26,00;168,00;0,00;0,00;3,43
2021-09-12;13,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;15,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;15,00;2,00;0,00;19,00;17,00;8,00;37,00;4,00;2,00;8,00;19,00;156,00;3,25;0,00;3,25
2021-09-19;33,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;2,00;6,00;0,00;2,00;6,00;2,00;2,00;2,00;4,00;0,00;22,00;30,00;6,00;41,00;4,00;2,00;2,00;52,00;223,67;3,67;0,00;3,67
2021-09-26;23,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;6,00;0,00;0,00;0,00;4,00;0,00;0,00;2,00;2,00;0,00;17,00;19,00;4,00;55,00;9,00;0,00;0,00;17,00;164,83;3,83;3,83;3,83
2021-10-03;19,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;11,00;2,00;4,00;2,00;0,00;2,00;4,00;0,00;0,00;11,00;0,00;0,00;13,00;13,00;4,00;41,00;11,00;0,00;0,00;47,00;140,60;0,00;0,00;7,60
2021-10-10;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;4,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;4,00;2,00;0,00;13,00;20,00;9,00;27,00;4,00;0,00;4,00;35,00;200,57;3,86;0,00;0,00
2021-10-17;31,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;9,00;2,00;2,00;0,00;0,00;2,00;0,00;13,00;15,00;7,00;0,00;16,00;11,00;2,00;38,00;0,00;0,00;2,00;7,00;148,11;6,89;0,00;3,44
2021-10-24;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;6,00;2,00;4,00;4,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;9,00;15,00;0,00;17,00;4,00;0,00;0,00;6,00;88,40;0,00;0,00;6,80
2021-10-31;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;2,00;2,00;0,00;2,00;4,00;0,00;0,00;9,00;17,00;8,00;40,00;6,00;0,00;0,00;2,00;57,00;0,00;0,00;6,00
2021-11-07;6,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;4,00;0,00;2,00;2,00;11,00;8,00;8,00;25,00;4,00;0,00;2,00;0,00;39,00;6,00;0,00;3,00
2021-11-14;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;10,00;0,00;0,00;2,00;2,00;0,00;2,00;6,00;2,00;2,00;0,00;6,00;8,00;6,00;16,00;4,00;0,00;0,00;6,00;50,00;0,00;0,00;3,33
2021-11-21;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;4,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;6,00;0,00;0,00;14,00;10,00;10,00;24,00;4,00;2,00;2,00;0,00;40,00;8,00;0,00;0,00
2021-11-28;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;2,00;0,00;2,00;2,00;0,00;2,00;2,00;0,00;4,00;0,00;10,00;14,00;2,00;12,00;2,00;0,00;2,00;2,00;35,00;0,00;0,00;0,00
2021-12-05;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;2,00;8,00;4,00;4,00;26,00;0,00;0,00;2,00;2,00;32,00;8,00;0,00;4,00
2021-12-12;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;4,00;6,00;8,00;37,00;4,00;0,00;0,00;2,00;16,00;2,00;0,00;0,00
2021-12-19;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;2,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;2,00;5,00;3,00;15,00;2,00;20,00;5,00;0,00;2,00;2,00;33,33;0,00;0,00;3,33
2021-12-26;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;7,00;2,00;0,00;10,00;7,00;0,00;14,00;2,00;0,00;0,00;7,00;48,00;6,86;0,00;3,43
2022-01-02;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;12,00;2,00;2,00;4,00;0,00;0,00;0,00;2,00;4,00;8,00;6,00;0,00;10,00;12,00;4,00;22,00;2,00;0,00;0,00;10,00;100,00;8,00;0,00;4,00
2022-01-09;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;12,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00;8,00;10,00;0,00;0,00;39,00;18,00;6,00;31,00;10,00;0,00;2,00;6,00;126,88;7,25;0,00;3,63
2022-01-16;26,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;4,00;4,00;0,00;0,00;2,00;4,00;2,00;12,00;0,00;0,00;30,00;18,00;4,00;44,00;12,00;0,00;4,00;14,00;152,29;7,43;0,00;3,71
2022-01-23;29,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;4,00;5,00;0,00;0,00;0,00;7,00;4,00;16,00;5,00;2,00;44,00;18,00;16,00;45,00;13,00;0,00;7,00;16,00;112,38;3,63;0,00;0,00
2022-01-30;42,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;13,00;4,00;2,00;4,00;4,00;2,00;4,00;4,00;6,00;8,00;6,00;0,00;31,00;25,00;11,00;46,00;10,00;2,00;2,00;15,00;126,00;7,00;0,00;7,00
2022-02-06;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;6,00;0,00;0,00;4,00;0,00;4,00;2,00;6,00;17,00;4,00;0,00;19,00;10,00;13,00;37,00;6,00;2,00;0,00;15,00;159,55;7,09;0,00;7,09
2022-02-13;41,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;6,00;3,00;11,00;5,00;2,00;0,00;2,00;2,00;5,00;15,00;2,00;2,00;43,00;23,00;10,00;62,00;8,00;0,00;0,00;33,00;205,00;1,86;0,00;3,73
2022-02-20;61,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;18,00;7,00;3,00;4,00;1,00;0,00;3,00;1,00;1,00;13,00;1,00;0,00;35,00;19,00;6,00;65,00;5,00;0,00;4,00;30,00;179,41;1,79;0,00;1,79
2022-02-27;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;19,00;5,00;3,00;3,00;0,00;0,00;2,00;0,00;6,00;8,00;0,00;0,00;31,00;25,00;11,00;56,00;9,00;2,00;2,00;12,00;122,50;10,50;0,00;0,00
2022-03-06;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;20,00;5,00;3,00;2,00;0,00;2,00;6,00;2,00;5,00;11,00;0,00;0,00;37,00;23,00;9,00;49,00;10,00;0,00;0,00;22,00;172,33;7,33;0,00;3,67
2022-03-13;66,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;22,00;3,00;8,00;2,00;3,00;2,00;6,00;2,00;6,00;22,00;6,00;0,00;36,00;23,00;6,00;46,00;8,00;2,00;2,00;22,00;198,00;3,67;0,00;3,67
2022-03-20;41,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;18,00;3,00;11,00;3,00;3,00;2,00;0,00;6,00;9,00;15,00;6,00;2,00;34,00;26,00;11,00;51,00;8,00;0,00;11,00;25,00;201,27;7,45;0,00;7,45
2022-03-27;48,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;15,00;6,00;4,00;5,00;1,00;0,00;1,00;1,00;3,00;11,00;3,00;1,00;43,00;18,00;15,00;40,00;9,00;1,00;11,00;30,00;184,62;7,38;0,00;3,69
2022-04-03;36,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;13,00;6,00;6,00;4,00;1,00;1,00;1,00;0,00;7,00;19,00;7,00;0,00;45,00;21,00;9,00;32,00;10,00;0,00;0,00;24,00;219,60;7,20;0,00;3,60
2022-04-10;61,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00;2,00;3,00;0,00;18,00;12,00;8,00;13,00;3,00;0,00;3,00;3,00;8,00;22,00;5,00;0,00;44,00;25,00;8,00;54,00;12,00;5,00;2,00;40,00;244,00;7,18;0,00;1,79
2022-04-17;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;2,00;26,00;9,00;3,00;9,00;1,00;6,00;6,00;4,00;9,00;12,00;6,00;0,00;43,00;26,00;6,00;49,00;12,00;0,00;16,00;21,00;219,38;7,08;0,00;0,00
2022-04-24;60,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;12,00;4,00;3,00;1,00;0,00;0,00;4,00;0,00;7,00;16,00;6,00;0,00;37,00;19,00;12,00;36,00;15,00;0,00;1,00;27,00;202,50;11,25;0,00;1,88
2022-05-01;37,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;10,00;4,00;6,00;0,00;1,00;1,00;0,00;16,00;15,00;3,00;1,00;50,00;28,00;12,00;57,00;10,00;1,00;3,00;26,00;214,60;3,70;0,00;3,70
2022-05-08;25,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;6,00;6,00;3,00;5,00;2,00;6,00;5,00;9,00;20,00;2,00;0,00;41,00;32,00;6,00;59,00;13,00;0,00;8,00;26,00;217,86;3,57;0,00;1,79
2022-05-15;39,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;3,00;5,00;3,00;2,00;7,00;3,00;2,00;2,00;12,00;3,00;0,00;50,00;20,00;8,00;48,00;10,00;0,00;3,00;36,00;234,00;14,18;0,00;0,00
2022-05-22;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;15,00;5,00;17,00;5,00;2,00;3,00;8,00;2,00;12,00;14,00;8,00;2,00;48,00;20,00;3,00;56,00;15,00;0,00;7,00;19,00;240,00;11,25;0,00;1,88
2022-05-29;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;22,00;5,00;13,00;8,00;2,00;0,00;3,00;2,00;8,00;24,00;0,00;0,00;54,00;15,00;8,00;33,00;14,00;2,00;5,00;34,00;229,09;3,64;0,00;0,00
2022-06-05;47,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;27,00;10,00;15,00;12,00;3,00;2,00;2,00;3,00;19,00;27,00;0,00;2,00;61,00;14,00;7,00;43,00;16,00;0,00;8,00;41,00;238,62;3,62;0,00;3,62
2022-06-12;39,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;26,00;3,00;7,00;15,00;2,00;7,00;2,00;2,00;28,00;17,00;9,00;0,00;34,00;19,00;10,00;62,00;11,00;0,00;2,00;26,00;212,73;7,09;0,00;3,55
2022-06-19;48,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;20,00;11,00;4,00;4,00;4,00;0,00;9,00;0,00;5,00;33,00;9,00;2,00;65,00;22,00;15,00;48,00;6,00;0,00;11,00;55,00;199,38;7,38;0,00;1,85
2022-06-26;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;13,00;4,00;0,00;0,00;0,00;2,00;2,00;0,00;24,00;5,00;13,00;5,00;2,00;0,00;0,00;7,00;24,00;26,00;2,00;0,00;56,00;13,00;6,00;52,00;11,00;0,00;7,00;45,00;214,29;3,57;0,00;3,57
2022-07-03;100,00;0,00;0,00;0,00;0,00;0,00;2,00;7,00;0,00;0,00;0,00;15,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;24,00;11,00;18,00;18,00;7,00;4,00;11,00;2,00;17,00;30,00;4,00;0,00;74,00;22,00;7,00;51,00;19,00;2,00;6,00;39,00;285,19;7,41;0,00;3,70
2022-07-10;66,00;0,00;0,00;0,00;0,00;0,00;0,00;4,06;0,00;0,00;0,00;18,28;4,06;0,00;0,00;0,00;4,06;0,00;2,03;18,28;7,11;9,14;15,23;9,14;0,00;9,14;9,14;18,28;16,25;7,11;4,06;67,02;33,51;16,25;50,77;11,17;0,00;11,17;75,14;319,00;7,33;0,00;3,67
