Semaine;Chamonix (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT)
2021-09-05;48,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,23;18,46;0,00;18,46;38,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;9,00;9,00;18,00;30,00;9,00;0,00;0,00;48,00;0,00;41,14;6,86;20,57;6,86
2021-09-12;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,50;0,00;0,00;28,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;19,00;0,00;29,23;0,00;0,00;0,00;8,77;0,00;46,77;0,00;9,50;9,50;47,50;0,00;114,00;0,00;7,60;30,40
2021-09-19;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,67;19,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;29,00;0,00;8,70;17,40;37,70;0,00;46,40;0,00;9,67;0,00;58,00;0,00;43,50;29,00;0,00;29,00
2021-09-26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;28,00;0,00;9,00;0,00;3,00;0,00;0,00;3,00;6,00;0,00;16,00;0,00;2,00;0,00;12,00;0,00;4,00;8,00;3,00;8,00
2021-10-03;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;10,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;20,00;0,00;0,00;20,00;0,00;0,00;20,00;20,00;0,00;10,00;70,00;0,00;60,00;30,00;10,00;80,00
2021-10-10;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;19,00;0,00;8,57;0,00;0,00;8,57;17,14;0,00;37,14;20,00;0,00;0,00;105,00;0,00;53,33;6,67;0,00;73,33
2021-10-17;20,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;18,18;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;10,00;0,00;0,00;0,00;0,00;10,00;8,57;0,00;20,00;28,57;8,57;0,00;28,57;20,00;0,00;0,00;85,00;10,00;26,67;46,67;26,67;20,00
2021-10-24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;25,00;0,00;5,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;6,00;6,00;0,00;13,00;6,00;4,00;2,00;8,00;2,00;7,00;6,00;0,00;9,00
2021-10-31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;9,00;0,00;3,00;0,00;0,00;6,00;3,00;0,00;10,00;6,00;2,00;0,00;16,00;2,00;5,00;3,00;1,00;5,00
2021-11-07;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,00;0,00;0,00;9,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,00;0,00;9,00;27,00;18,00;0,00;96,00;9,00;27,00;0,00;45,00;0,00;72,00;36,00;9,00;63,00
2021-11-14;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;9,00;0,00;18,00;0,00;27,00;0,00;45,00;18,00;9,00;18,00;40,50;0,00;6,00;30,00;0,00;18,00
2021-11-21;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,36;17,36;0,00;9,64;26,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;63,00;0,00;9,00;0,00;0,00;27,00;40,50;9,00;49,50;0,00;6,75;6,75;6,75;54,00
2021-11-28;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;27,00;18,00;18,00;40,50;49,50;0,00;24,00;24,00;24,00;24,00
2021-12-05;9,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;16,20;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;9,00;0,00;18,00;0,00;18,00;0,00;9,00;0,00;81,00;27,00;18,00;18,00;40,50;9,00;45,00;27,00;0,00;36,00
2021-12-12;27,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;9,00;0,00;0,00;0,00;0,00;18,00;0,00;36,00;18,00;18,00;0,00;36,00;18,00;0,00;9,00;49,50;0,00;20,25;0,00;20,25;33,75
2021-12-19;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;11,00;0,00;33,00;11,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;22,00;0,00;0,00;11,00;0,00;22,00;0,00;12,57;0,00;56,57;12,57;91,14;0,00;81,71;34,57;22,00;8,80;39,60;8,80;95,33;14,67;0,00;66,00
2021-12-26;32,00;0,00;0,00;0,00;21,00;10,00;0,00;0,00;32,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;10,00;0,00;0,00;32,00;0,00;0,00;32,00;49,45;0,00;93,09;32,00;41,14;32,00;73,14;0,00;96,00;51,20;6,40;108,80
2022-01-02;53,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;9,46;35,96;0,00;0,00;35,00;0,00;9,00;0,00;26,00;9,00;0,00;9,00;0,00;17,00;17,00;0,00;9,00;0,00;18,00;9,00;17,67;0,00;17,67;8,83;44,17;0,00;61,83;17,67;19,27;19,27;91,55;0,00;86,13;159,00;46,38;72,88
2022-01-09;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;25,20;18,00;0,00;0,00;54,00;0,00;9,00;0,00;18,00;9,00;0,00;18,00;0,00;9,00;9,00;9,00;0,00;0,00;9,00;0,00;63,00;9,00;63,00;36,00;108,00;0,00;129,00;9,00;36,00;36,00;157,50;9,00;216,00;81,00;36,00;90,00
2022-01-16;35,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;16,58;93,95;0,00;0,00;43,00;35,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;35,00;9,00;9,00;0,00;17,00;0,00;9,00;35,00;17,50;17,50;52,50;67,08;8,75;148,75;26,25;65,00;25,00;160,00;10,00;168,00;126,00;28,00;147,00
2022-01-23;88,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;71,15;0,00;0,00;24,00;39,00;32,00;0,00;8,00;0,00;8,00;16,00;0,00;16,00;24,00;0,00;16,00;0,00;8,00;8,00;61,60;8,80;38,13;14,67;85,07;0,00;190,67;61,60;23,16;46,32;125,05;9,26;203,08;115,08;27,08;115,08
2022-01-30;68,00;0,00;0,00;0,00;34,00;0,00;0,00;0,00;7,56;68,00;0,00;7,56;25,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;8,00;8,00;0,00;17,00;42,00;8,00;82,78;8,87;8,87;32,52;23,65;0,00;136,00;41,39;58,29;0,00;272,00;0,00;176,80;74,80;13,60;108,80
2022-02-06;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,38;33,75;0,00;16,88;85,00;8,00;17,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;17,00;0,00;8,00;0,00;9,00;8,00;120,00;0,00;69,00;51,00;69,00;0,00;288,00;27,00;64,62;23,08;166,15;9,23;220,00;73,33;46,67;220,00
2022-02-13;80,00;0,00;0,00;0,00;14,00;7,00;0,00;0,00;7,62;72,38;0,00;15,24;50,00;14,00;7,00;0,00;14,00;0,00;7,00;0,00;0,00;21,00;7,00;7,00;7,00;7,00;29,00;0,00;115,56;5,93;71,11;41,48;35,56;0,00;154,07;65,19;28,24;4,71;122,35;0,00;240,00;80,00;14,55;167,27
2022-02-20;74,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;13,28;13,28;7,59;0,00;53,00;0,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;20,00;7,00;0,00;0,00;13,00;0,00;38,48;5,92;32,56;32,56;11,84;11,84;115,44;26,64;32,38;4,63;111,00;0,00;107,64;33,64;33,64;67,27
2022-02-27;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,24;7,72;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;7,00;0,00;0,00;0,00;21,00;0,00;41,26;0,00;32,42;32,42;26,53;14,74;132,63;26,53;14,00;0,00;70,00;0,00;42,00;35,00;7,00;70,00
2022-03-06;49,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,54;33,92;0,00;7,54;14,00;14,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;21,44;0,00;0,00;15,31;42,88;15,31;88,81;15,31;19,60;14,70;19,60;0,00;42,00;21,00;35,00;77,00
2022-03-13;35,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;20,26;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;7,00;0,00;40,83;0,00;14,58;35,00;20,42;5,83;61,25;26,25;20,00;0,00;45,00;0,00;49,00;21,00;14,00;56,00
2022-03-20;21,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;13,36;7,64;0,00;0,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;6,00;15,00;6,00;0,00;27,00;6,00;21,00;5,25;31,50;5,25;56,00;21,00;14,00;35,00
2022-03-27;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,46;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;0,00;6,00;0,00;18,75;6,25;6,25;12,50;6,25;0,00;59,38;18,75;0,00;5,00;25,00;0,00;37,50;31,25;6,25;12,50
2022-04-03;13,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;18,57;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;35,75;0,00;26,00;0,00;35,75;6,50;21,67;0,00;17,33;0,00;45,50;6,50;0,00;45,50
2022-04-10;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;6,00;0,00;21,00;0,00;45,00;9,00;40,00;0,00;30,00;0,00;52,50;30,00;15,00;45,00
2022-04-17;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;7,00;0,00;0,00;0,00;6,00;12,00;0,00;33,00;0,00;13,50;13,50;13,50;0,00;13,50;20,25;0,00;0,00
2022-04-24;13,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;6,50;0,00;13,00;0,00;0,00;0,00;13,00;13,00;4,33;0,00;13,00;0,00;13,00;6,50;0,00;6,50
2022-05-01;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,57;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;0,00;5,78;0,00;11,56;11,56;0,00;0,00;5,78;11,56;0,00;5,20;15,60;0,00;6,50;26,00;0,00;6,50
2022-05-08;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;5,60;0,00;0,00;5,60;0,00;0,00;19,60;14,00;4,67;0,00;14,00;0,00;0,00;21,00;7,00;7,00
2022-05-15;45,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,50;7,50;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;24,00;9,00;0,00;0,00;0,00;0,00;22,50;0,00;0,00
2022-05-22;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;15,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;9,00;9,00;10,00;0,00;30,00;10,00;0,00;0,00;0,00;0,00
2022-05-29;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,33;9,20;0,00;0,00;15,33;0,00;9,20;9,20;0,00;0,00;13,80;0,00;0,00;0,00;0,00;13,14
2022-06-05;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;8,00;8,00;8,00;0,00;0,00;13,33;0,00;0,00;20,00;0,00;8,00;16,00;0,00;24,00
2022-06-12;31,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;8,45;0,00;8,45;14,09;0,00;0,00;0,00;15,50;0,00;0,00;13,29;0,00;7,75;38,75;0,00;0,00
2022-06-19;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,54;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;41,00;0,00;14,41;0,00;0,00;14,41;0,00;0,00;23,06;23,06;0,00;0,00;9,80;0,00;0,00;35,00;0,00;0,00
2022-06-26;75,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,50;7,50;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;42,00;0,00;0,00;15,00;0,00;0,00;9,00;9,00;0,00;9,38;18,75;0,00;6,82;68,18;6,82;13,64
2022-07-03;67,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,44;7,44;0,00;7,44;8,00;8,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;18,27;0,00;18,27;42,64;9,14;0,00;33,50;9,14;14,36;0,00;76,57;9,57;13,40;87,10;0,00;6,70
2022-07-10;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,87;0,00;0,00;9,43;0,00;20,00;20,00;0,00;10,00;0,00;10,00;0,00;0,00;10,00;10,00;10,00;29,00;0,00;20,00;0,00;39,39;0,00;0,00;21,21;9,09;0,00;21,21;51,52;9,52;0,00;19,05;0,00;28,57;714,29;0,00;7,14
