Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-03-17;7,00;37,00;4,00;0,00;1,00;29,00;5,00;9,00;24,00;31,00;1,00;4,00;1,00;1,00;20,00;1,00;0,50;1,00;1,00;1,00;2,00;3,00;3,00;0,00;0,50;0,00;0,50;2,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00
2019-03-24;8,00;33,00;3,00;0,00;2,00;28,00;5,00;9,00;23,00;32,00;1,00;3,00;1,00;2,00;17,00;1,00;0,50;0,50;1,00;1,00;3,00;4,00;3,00;0,00;0,50;0,00;0,00;2,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50
2019-03-31;14,00;33,00;2,00;0,00;2,00;23,00;4,00;9,00;20,00;36,00;1,00;2,00;2,00;2,00;17,00;1,00;0,50;1,00;1,00;1,00;2,00;4,00;4,00;0,00;0,50;0,00;0,50;2,00;0,50;0,00;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-04-07;15,00;36,00;2,00;0,00;2,00;32,00;4,00;8,00;23,00;36,00;2,00;2,00;2,00;2,00;18,00;1,00;0,50;1,00;1,00;1,00;3,00;6,00;4,00;0,50;0,50;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;21,00;35,00;2,00;0,00;2,00;26,00;5,00;6,00;23,00;32,00;2,00;2,00;2,00;2,00;17,00;1,00;0,50;0,50;1,00;1,00;4,00;5,00;6,00;0,00;0,50;0,00;0,00;2,00;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-04-21;21,00;38,00;3,00;0,00;2,00;35,00;4,00;6,00;27,00;41,00;2,00;2,00;2,00;2,00;22,00;2,00;0,50;1,00;2,00;1,00;3,00;7,00;6,00;0,00;0,00;0,00;0,50;3,00;0,00;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-04-28;16,00;40,00;3,00;0,00;1,00;33,00;4,00;7,00;29,00;37,00;2,00;2,00;2,00;3,00;19,00;2,00;0,00;1,00;2,00;1,00;3,00;5,00;4,00;0,50;0,50;0,00;0,00;2,00;0,00;0,50;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-05-05;15,00;40,00;3,00;0,00;2,00;34,00;5,00;8,00;25,00;41,00;2,00;1,00;2,00;3,00;24,00;1,00;0,50;1,00;1,00;0,50;2,00;6,00;3,00;0,00;0,50;0,50;0,50;2,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;14,00;36,00;2,00;0,50;1,00;33,00;5,00;6,00;26,00;37,00;2,00;2,00;2,00;2,00;22,00;1,00;0,50;1,00;1,00;0,50;2,00;5,00;3,00;0,50;0,00;0,00;0,00;2,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;14,00;50,62;3,23;0,00;1,08;37,69;6,46;5,38;30,15;48,46;3,23;3,23;1,08;3,23;28,00;2,15;0,54;1,08;1,08;1,08;5,38;8,62;3,23;0,00;0,54;0,00;0,00;2,15;0,54;0,54;0,54;0,00;0,00;0,00;0,00;0,54;0,00;0,00;0,00;0,00
2019-05-26;15,00;39,64;3,21;0,54;1,07;34,29;5,36;7,50;30,00;43,93;2,14;2,14;1,07;4,29;27,86;2,14;0,54;1,07;1,07;1,07;2,14;6,43;2,14;0,54;0,54;0,00;0,54;2,14;0,00;0,00;0,54;0,00;0,54;0,54;0,00;0,54;0,00;0,00;0,00;0,00
2019-06-02;15,00;54,00;2,00;0,00;1,00;47,00;6,00;7,00;35,00;54,00;1,00;2,00;2,00;4,00;34,00;2,00;0,50;1,00;2,00;1,00;3,00;7,00;4,00;0,00;0,50;0,50;0,00;3,00;0,00;0,50;1,00;0,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00
2019-06-09;18,00;56,00;4,00;0,50;2,00;47,00;7,00;7,00;43,00;62,00;2,00;3,00;1,00;4,00;40,00;3,00;0,50;1,00;2,00;1,00;3,00;8,00;5,00;0,00;0,00;0,00;0,50;4,00;0,00;0,00;0,50;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-06-16;21,00;60,00;4,00;0,00;2,00;47,00;7,00;8,00;45,00;61,00;2,00;2,00;2,00;4,00;46,00;1,00;1,00;1,00;2,00;1,00;2,00;12,00;3,00;0,00;0,00;0,00;0,50;4,00;0,50;0,50;1,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00
2019-06-23;17,00;54,00;4,00;0,50;2,00;47,00;8,00;7,00;40,00;64,00;2,00;3,00;1,00;5,00;45,00;2,00;0,50;0,50;2,00;1,00;4,00;10,00;4,00;0,00;0,50;0,50;0,50;5,00;0,50;0,00;0,50;0,50;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,00
2019-06-30;20,00;58,00;3,00;0,50;2,00;53,00;8,00;10,00;44,00;60,00;2,00;2,00;1,00;5,00;43,00;1,00;0,50;1,00;2,00;1,00;4,00;8,00;6,00;0,00;0,00;0,50;0,50;5,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-07-07;21,00;55,00;3,00;0,00;2,00;51,00;9,00;12,00;49,00;62,00;1,00;3,00;2,00;5,00;45,00;3,00;1,00;2,00;1,00;1,00;5,00;10,00;6,00;0,00;0,50;0,00;0,50;6,00;0,00;0,50;0,50;0,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00
2019-07-14;21,00;60,90;5,25;0,00;2,10;57,75;6,30;13,65;50,40;64,05;3,15;2,10;1,05;5,25;52,50;3,15;0,53;1,05;3,15;1,05;3,15;10,50;5,25;0,00;0,00;0,53;0,00;4,20;0,53;0,00;0,53;0,53;0,00;0,00;0,53;0,00;0,00;0,00;0,00;0,00
2019-07-21;23,00;64,00;3,00;0,50;3,00;59,00;9,00;18,00;52,00;64,00;3,00;3,00;2,00;6,00;56,00;3,00;0,50;1,00;3,00;2,00;3,00;11,00;7,00;0,00;0,50;0,00;0,00;6,00;0,50;0,50;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-07-28;24,00;65,00;6,00;0,50;2,00;55,00;7,00;18,00;60,00;80,00;4,00;3,00;2,00;7,00;57,00;2,00;1,00;1,00;3,00;1,00;4,00;12,00;7,00;0,00;0,50;0,00;0,50;6,00;0,50;0,50;0,50;0,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,00
2019-08-04;29,00;70,43;6,21;0,00;2,07;65,25;9,32;17,61;52,82;73,54;3,11;4,14;2,07;6,21;55,93;4,14;1,04;3,11;2,07;2,07;7,25;13,46;9,32;0,00;0,52;0,52;0,52;5,18;0,52;0,52;1,04;0,00;0,52;0,52;0,52;0,52;0,00;0,52;0,00;0,00
2019-08-11;29,00;58,00;6,00;0,00;3,00;55,00;6,00;14,00;51,00;58,00;2,00;3,00;2,00;5,00;50,00;4,00;0,50;3,00;3,00;2,00;5,00;10,00;8,00;0,50;0,50;0,00;0,50;7,00;0,50;0,00;1,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00
2019-08-18;25,00;54,17;4,17;0,00;2,08;52,08;7,29;10,42;42,71;52,08;2,08;2,08;1,04;4,17;45,83;16,67;0,52;1,04;2,08;1,04;4,17;9,38;6,25;0,00;0,52;0,52;0,52;5,21;0,52;0,52;1,04;0,00;0,52;0,52;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;18,00;50,00;3,00;0,00;2,00;42,00;7,00;6,00;29,00;41,00;2,00;2,00;2,00;3,00;31,00;21,00;1,00;1,00;2,00;1,00;3,00;4,00;2,00;0,00;0,00;0,50;0,00;6,00;0,50;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00
2019-09-01;18,00;36,00;2,12;0,53;2,12;34,94;5,29;6,35;23,29;33,88;2,12;2,12;2,12;2,12;23,29;3,18;0,53;1,06;2,12;1,06;3,18;3,18;4,24;0,53;0,53;0,00;0,00;3,18;0,00;0,00;0,53;0,00;0,00;0,53;0,53;0,00;0,00;0,00;0,00;0,00
2019-09-08;16,00;28,00;2,00;0,00;1,00;25,00;4,00;4,00;14,00;25,00;2,00;1,00;1,00;1,00;18,00;2,00;0,50;1,00;1,00;1,00;4,00;4,00;3,00;0,00;0,00;0,50;0,00;3,00;0,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;15,00;23,57;2,14;0,00;2,14;21,43;3,21;2,14;12,86;26,79;1,07;2,14;1,07;2,14;16,07;1,07;0,54;1,07;1,07;1,07;1,07;4,29;3,21;0,00;0,54;0,54;0,54;1,07;0,54;0,00;0,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00
2019-09-22;14,00;20,00;2,00;0,00;2,00;14,00;3,00;2,00;8,00;16,00;2,00;2,00;1,00;1,00;10,00;1,00;0,50;1,00;1,00;0,50;2,00;2,00;2,00;0,00;0,50;0,00;0,50;1,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;13,00;16,00;1,00;0,00;2,00;15,00;2,00;1,00;8,00;17,00;2,00;2,00;2,00;2,00;9,00;0,50;0,50;1,00;1,00;1,00;3,00;2,00;2,00;0,00;0,50;0,50;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;13,00;14,00;2,00;0,50;2,00;13,00;2,00;1,00;6,00;14,00;1,00;1,00;2,00;1,00;6,00;1,00;0,50;1,00;1,00;1,00;2,00;3,00;2,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;13,00;12,00;2,00;0,00;3,00;10,00;2,00;2,00;6,00;15,00;1,00;1,00;1,00;1,00;6,00;0,50;0,00;1,00;1,00;0,50;2,00;2,00;1,00;0,50;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-10-20;14,00;10,00;1,00;0,00;2,00;9,00;2,00;1,00;5,00;14,00;1,00;1,00;1,00;1,00;5,00;1,00;0,50;0,50;1,00;0,50;1,00;2,00;2,00;0,00;0,00;0,00;0,50;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;13,00;10,00;1,00;0,00;3,00;7,00;2,00;1,00;4,00;8,00;1,00;1,00;1,00;0,50;4,00;1,00;0,50;0,50;1,00;1,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;0,50;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;13,00;7,00;1,00;0,00;3,00;5,00;1,00;1,00;5,00;9,00;1,00;1,00;1,00;0,50;4,00;1,00;0,50;1,00;0,50;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,50;1,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;10,00;10,00;1,00;0,00;3,00;6,00;2,00;1,00;5,00;9,00;1,00;1,00;1,00;0,50;5,00;1,00;0,50;0,50;1,00;1,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-11-17;11,00;12,00;1,00;0,50;2,00;7,00;2,00;1,00;3,00;8,00;1,00;1,00;1,00;1,00;4,00;0,50;0,00;1,00;1,00;1,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;1,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;11,00;8,00;1,00;0,00;2,00;7,00;1,00;1,00;4,00;8,00;1,00;1,00;1,00;0,50;3,00;0,50;0,50;1,00;1,00;0,50;1,00;1,00;2,00;0,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;11,00;11,00;1,00;0,00;3,00;6,00;2,00;1,00;5,00;8,00;1,00;1,00;1,00;1,00;4,00;0,50;0,00;1,00;1,00;0,50;1,00;2,00;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;11,00;8,00;2,00;0,00;2,00;5,00;1,00;1,00;4,00;6,00;1,00;1,00;1,00;1,00;4,00;0,50;0,50;1,00;1,00;0,50;2,00;1,00;2,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-12-15;13,00;9,00;1,00;0,00;2,00;7,00;1,00;1,00;4,00;7,00;1,00;1,00;0,50;0,50;5,00;0,50;0,50;0,50;0,50;1,00;2,00;2,00;3,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;19,00;13,00;1,00;0,00;3,00;9,00;2,00;2,00;6,00;11,00;0,50;2,00;1,00;1,00;5,00;1,00;0,50;0,50;1,00;1,00;3,00;1,00;3,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;19,00;17,00;2,00;0,00;3,00;14,00;2,00;2,00;9,00;17,00;1,00;1,00;1,00;1,00;10,00;1,00;0,50;1,00;1,00;1,00;4,00;2,00;3,00;0,00;0,50;0,00;0,00;1,00;0,50;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2020-01-05;10,00;22,00;1,00;0,00;3,00;21,00;2,00;3,00;14,00;22,00;2,00;2,00;1,00;1,00;10,00;1,00;0,50;1,00;1,00;1,00;1,00;2,00;1,00;0,00;0,50;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;12,00;27,00;2,00;0,00;3,00;25,00;3,00;4,00;18,00;25,00;2,00;2,00;1,00;1,00;15,00;1,00;0,50;0,50;1,00;0,50;1,00;3,00;1,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;8,00;31,00;3,00;0,00;3,00;28,00;4,00;6,00;17,00;25,00;1,00;1,00;1,00;1,00;15,00;1,00;0,50;0,50;1,00;0,50;1,00;3,00;2,00;0,00;0,50;0,00;0,50;1,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;11,00;25,00;1,00;0,00;2,00;21,00;3,00;4,00;17,00;21,00;1,00;2,00;1,00;1,00;13,00;1,00;0,50;0,50;1,00;0,50;1,00;3,00;2,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;12,00;23,00;2,00;0,00;2,00;18,00;3,00;3,00;15,00;20,00;1,00;1,00;2,00;2,00;11,00;0,50;0,50;0,50;0,50;0,50;1,00;2,00;2,00;0,00;0,50;0,00;0,50;1,00;0,00;0,50;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;12,00;24,00;2,00;0,00;3,00;19,00;3,00;3,00;13,00;20,00;1,00;2,00;1,00;1,00;12,00;1,00;0,50;1,00;1,00;1,00;2,00;3,00;2,00;0,00;0,50;0,00;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00
2020-02-16;13,00;26,00;1,00;0,00;2,00;18,00;3,00;4,00;15,00;21,00;1,00;1,00;2,00;2,00;13,00;1,00;0,00;0,50;1,00;0,50;2,00;3,00;3,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;8,00;14,00;2,00;0,00;2,00;11,00;2,00;2,00;9,00;11,00;1,00;1,00;1,00;1,00;8,00;1,00;0,50;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;8,00;13,00;1,00;0,50;2,00;11,00;2,00;3,00;8,00;11,00;1,00;1,00;1,00;1,00;9,00;1,00;0,50;0,50;1,00;1,00;2,00;2,00;1,00;0,00;0,50;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;10,00;6,00;1,00;0,00;1,00;5,00;1,00;1,00;3,00;5,00;1,00;1,00;1,00;0,50;3,00;1,00;0,00;0,50;1,00;0,50;1,00;1,00;0,50;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;7,00;5,00;1,00;0,00;1,00;4,00;2,00;1,00;3,00;5,00;0,50;0,50;1,00;0,50;3,00;0,50;0,50;0,50;1,00;0,50;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;3,00;5,00;1,00;0,00;1,00;4,00;2,00;1,00;3,00;5,00;1,00;0,50;0,50;0,50;3,00;0,50;0,50;0,50;1,00;0,00;0,50;1,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;3,00;5,00;1,00;0,00;1,00;5,00;0,50;1,00;3,00;7,00;1,00;0,50;0,50;0,50;4,00;0,50;0,00;0,50;1,00;0,50;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;3,00;4,00;1,00;0,00;0,50;6,00;1,00;1,00;4,00;5,00;0,50;0,50;0,50;0,50;4,00;1,00;0,50;0,50;1,00;0,50;0,50;0,50;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;3,00;6,00;1,50;0,00;1,50;6,00;0,75;3,00;6,00;10,50;1,50;0,75;0,75;0,00;7,50;0,75;0,00;1,50;1,50;0,00;0,75;1,50;1,50;0,00;0,00;0,00;0,00;0,75;0,00;0,00;0,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;3,00;5,00;0,50;0,00;1,00;5,00;0,50;1,00;3,00;6,00;0,50;0,50;0,50;0,50;5,00;0,50;0,50;1,00;1,00;0,50;0,50;1,00;1,00;0,00;0,50;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;3,00;5,00;0,50;0,00;1,00;4,00;1,00;1,00;4,00;7,00;0,50;0,50;0,50;0,50;4,00;0,50;0,50;1,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;3,00;3,00;0,50;0,00;1,00;6,00;1,00;1,00;2,00;5,00;0,50;0,50;0,50;0,50;2,00;1,00;0,50;1,00;1,00;0,50;0,50;1,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;4,00;4,00;1,00;0,00;1,00;6,00;1,00;0,50;4,00;6,00;1,00;0,50;0,50;0,50;4,00;0,50;0,00;2,00;0,50;0,50;0,50;1,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-05-17;3,00;6,00;0,50;0,00;0,00;7,00;1,00;1,00;5,00;8,00;0,50;1,00;0,50;0,50;6,00;0,50;0,50;0,50;1,00;0,50;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;5,00;6,00;0,50;0,00;0,50;9,00;1,00;1,00;5,00;13,00;0,50;1,00;0,50;1,00;5,00;0,50;0,50;0,50;1,00;1,00;1,00;1,00;1,00;0,00;0,50;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2020-05-31;6,00;8,40;1,20;0,00;1,20;10,80;2,40;1,20;7,20;14,40;1,20;1,20;0,60;1,20;8,40;0,60;0,00;1,20;1,20;0,60;1,20;2,40;1,20;0,00;0,00;0,00;0,00;1,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;5,00;12,00;1,00;0,00;1,00;9,00;1,00;1,00;7,00;14,00;1,00;0,50;1,00;1,00;9,00;1,00;0,50;0,50;1,00;1,00;1,00;2,00;1,00;0,00;0,50;0,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;9,00;14,00;2,00;0,00;0,50;10,00;2,00;1,00;10,00;18,00;1,00;1,00;0,50;0,50;10,00;1,00;0,50;1,00;1,00;0,50;1,00;2,00;3,00;0,00;0,00;0,00;0,00;1,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;11,00;14,00;1,00;0,00;1,00;16,00;1,00;1,00;11,00;18,00;1,00;0,50;0,50;2,00;11,00;0,50;0,50;1,00;2,00;1,00;2,00;2,00;3,00;0,00;0,50;0,50;0,50;2,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00
2020-06-28;11,00;16,00;2,00;0,00;0,50;16,00;2,00;1,00;15,00;21,00;1,00;1,00;1,00;1,00;15,00;1,00;0,50;2,00;1,00;0,50;1,00;2,00;4,00;0,00;0,50;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;13,00;17,00;1,00;0,00;1,00;19,00;1,00;2,00;17,00;26,00;1,00;1,00;0,50;1,00;22,00;3,00;0,50;1,00;2,00;1,00;2,00;3,00;3,00;0,00;0,00;0,00;0,50;2,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
