Week-end;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-08-25;24,00;8,00;7,00;6,00;10,00;14,00;5,00;0,50;1,00
2019-09-01;26,00;9,00;9,00;6,00;12,00;13,00;4,00;1,00;1,00
2019-09-08;27,00;14,00;8,00;7,00;10,00;10,00;7,00;1,00;1,00
2019-09-15;29,00;8,00;7,00;5,00;10,00;10,00;6,00;1,00;0,50
2019-09-22;27,00;8,00;3,00;7,00;9,00;11,00;6,00;1,00;0,50
2019-09-29;27,00;11,00;8,00;6,00;13,00;11,00;4,00;1,00;0,50
2019-10-06;24,00;10,00;7,00;5,00;14,00;9,00;8,00;1,00;0,50
2019-10-13;29,00;9,00;7,00;6,00;10,00;9,00;4,00;0,50;0,50
2019-10-20;31,00;6,00;7,00;5,00;10,00;11,00;7,00;0,50;0,50
2019-10-27;33,00;12,00;7,00;5,00;13,00;10,00;5,00;0,50;0,50
2019-11-03;29,00;12,00;7,00;4,00;12,00;9,00;4,00;0,50;1,00
2019-11-10;25,00;6,00;3,00;5,00;10,00;12,00;9,00;0,50;0,50
2019-11-17;20,00;13,00;7,00;5,00;12,00;8,00;4,00;1,00;0,50
2019-11-24;22,00;11,00;10,00;5,00;8,00;7,00;4,00;1,00;0,50
2019-12-01;21,00;9,00;8,00;4,00;7,00;8,00;6,00;1,00;0,50
2019-12-08;18,00;12,00;4,00;5,00;7,00;6,00;4,00;1,00;0,50
2019-12-15;25,00;7,00;6,00;5,00;7,00;6,00;6,00;1,00;1,00
2019-12-22;22,00;11,00;5,00;3,00;7,00;5,00;7,00;1,00;0,50
2019-12-29;21,00;10,00;5,00;4,00;8,00;6,00;7,00;0,50;0,50
2020-01-05;22,00;10,00;9,00;5,00;11,00;6,00;8,00;1,00;0,50
2020-01-12;29,00;8,00;8,00;6,00;11,00;7,00;8,00;1,00;1,00
2020-01-19;27,00;13,00;6,00;5,00;8,00;11,00;6,00;1,00;1,00
2020-01-26;27,00;17,00;8,00;6,00;9,00;9,00;6,00;1,00;0,50
2020-02-02;29,00;10,00;5,00;6,00;8,00;8,00;6,00;1,00;0,50
2020-02-09;27,00;10,00;10,00;5,00;10,00;6,00;5,00;1,00;1,00
2020-02-16;28,00;11,00;6,00;5,00;11,00;7,00;5,00;1,00;1,00
2020-02-23;21,00;11,00;7,00;6,00;7,00;5,00;5,00;1,00;1,00
2020-03-01;20,00;8,00;6,00;4,00;8,00;6,00;3,00;1,00;0,50
2020-03-08;15,00;5,00;2,00;2,00;6,00;3,00;5,00;1,00;0,50
2020-03-15;6,00;4,00;3,00;2,00;3,00;2,00;2,00;0,50;0,50
2020-03-22;6,00;3,00;2,00;1,00;1,00;2,00;2,00;0,50;0,50
2020-03-29;6,00;2,00;2,00;2,00;1,00;2,00;1,00;0,50;0,50
2020-04-05;14,00;4,00;6,00;1,00;2,00;1,00;1,00;0,50;0,50
2020-04-12;7,00;4,00;1,00;2,00;1,00;2,00;2,00;0,50;0,50
2020-04-19;6,00;2,00;2,00;2,00;2,00;2,00;2,00;0,50;0,50
2020-04-26;6,00;3,00;2,00;1,00;1,00;1,00;2,00;0,50;0,50
2020-05-03;7,00;1,00;2,00;3,00;2,00;4,00;3,00;0,50;0,50
2020-05-10;10,00;5,00;4,00;2,00;2,00;2,00;3,00;0,50;0,50
2020-05-17;13,00;4,00;8,00;4,00;1,00;4,00;5,00;1,00;1,00
2020-05-24;12,00;3,00;8,00;4,00;2,00;6,00;5,00;0,50;0,50
2020-05-31;15,00;5,00;2,00;4,00;4,00;7,00;5,00;0,50;0,50
2020-06-07;16,00;5,00;4,00;4,00;5,00;8,00;5,00;0,50;0,50
2020-06-14;21,00;10,00;5,00;5,00;5,00;9,00;3,00;0,50;0,50
2020-06-21;18,00;6,00;6,00;5,00;6,00;11,00;5,00;1,00;1,00
2020-06-28;24,00;7,00;5,00;5,00;9,00;12,00;7,00;0,50;1,00
2020-07-05;23,00;13,00;8,00;4,00;8,00;13,00;7,00;1,00;0,50
2020-07-12;19,00;5,00;3,00;5,00;9,00;11,00;6,00;0,50;0,50
2020-07-19;20,00;11,00;4,00;5,00;8,00;12,00;7,00;1,00;1,00
2020-07-26;19,00;10,00;4,00;4,00;7,00;10,00;5,00;1,00;1,00
2020-08-02;21,00;8,00;3,00;3,00;7,00;8,00;5,00;1,00;0,50
2020-08-09;20,00;10,00;5,00;5,00;9,00;9,00;6,00;1,00;0,50
2020-08-16;20,00;8,00;5,00;4,00;7,00;9,00;5,00;1,00;0,50
2020-08-23;17,00;8,00;8,00;5,00;9,00;9,00;7,00;1,00;0,50
2020-08-30;21,00;8,00;5,00;5,00;9,00;10,00;6,00;0,50;1,00
2020-09-06;20,00;9,00;5,00;6,00;7,00;8,00;7,00;1,00;0,50
2020-09-13;23,00;7,00;6,00;5,00;9,00;9,00;5,00;1,00;0,50
2020-09-20;19,00;9,00;10,00;4,00;7,00;7,00;3,00;1,00;0,50
2020-09-27;15,00;13,00;6,00;5,00;8,00;8,00;5,00;1,00;0,50
2020-10-04;18,00;7,00;4,00;3,00;9,00;8,00;4,00;1,00;1,00
2020-10-11;19,00;5,00;10,00;3,00;5,00;7,00;6,00;1,00;0,50
2020-10-18;18,00;4,00;5,00;3,00;5,00;6,00;2,00;1,00;0,50
2020-10-25;28,00;4,00;3,00;1,00;7,00;5,00;3,00;0,50;0,50
2020-11-01;6,00;3,00;4,00;2,00;3,00;4,00;2,00;1,00;0,50
2020-11-08;5,00;4,00;2,00;2,00;3,00;5,00;4,00;0,50;0,50
2020-11-15;7,00;4,00;6,00;3,00;4,00;3,00;2,00;0,50;1,00
2020-11-22;7,00;6,00;4,00;2,00;4,00;3,00;4,00;1,00;0,50
2020-11-29;8,00;3,00;3,00;2,00;4,00;4,00;3,00;0,50;0,50
2020-12-06;9,00;5,00;4,00;2,00;4,00;4,00;4,00;0,50;0,50
2020-12-13;11,00;3,00;3,00;2,00;4,00;5,00;2,00;1,00;0,50
2020-12-20;11,00;2,00;5,00;1,00;2,00;3,00;1,00;1,00;0,50
2020-12-27;9,00;6,00;4,00;1,00;2,00;2,00;2,00;0,50;1,00
2021-01-03;13,00;7,00;3,00;2,00;4,00;14,00;3,00;0,50;1,00
2021-01-10;19,00;5,00;5,00;2,00;3,00;17,00;3,00;0,50;1,00
2021-01-17;13,00;8,00;8,00;2,00;2,00;5,00;4,00;0,50;0,50
2021-01-24;12,00;6,00;5,00;2,00;5,00;5,00;4,00;0,50;0,50
2021-01-31;14,00;7,00;6,00;4,00;2,00;7,00;3,00;0,50;0,50
2021-02-07;16,00;5,00;6,00;2,00;3,00;6,00;3,00;0,50;1,00
2021-02-14;18,00;7,00;5,00;3,00;4,00;7,00;5,00;1,00;1,00
2021-02-21;38,00;9,00;7,00;2,00;3,00;6,00;5,00;0,50;0,50
2021-02-28;52,00;7,00;5,00;3,00;4,00;5,00;4,00;0,50;0,50
2021-03-07;37,00;7,00;7,00;3,00;4,00;21,00;3,00;1,00;0,50
2021-03-14;35,00;6,00;8,00;3,00;5,00;8,00;3,00;1,00;1,00
2021-03-21;22,00;9,00;11,00;2,00;6,00;4,00;3,00;1,00;1,00
2021-03-28;100,00;9,00;10,00;3,00;5,00;3,00;4,00;1,00;1,00
2021-04-04;19,00;7,00;10,00;3,00;5,00;6,00;6,00;0,50;1,00
2021-04-11;11,00;6,00;3,00;3,00;4,00;6,00;4,00;0,50;1,00
2021-04-18;15,00;9,00;5,00;2,00;7,00;6,00;4,00;0,50;1,00
2021-04-25;20,00;8,00;5,00;2,00;6,00;9,00;5,00;0,50;1,00
2021-05-02;24,00;11,00;6,00;2,00;5,00;7,00;5,00;0,50;1,00
2021-05-09;26,00;10,00;6,00;3,00;9,00;10,00;5,00;0,50;1,00
2021-05-16;25,00;10,00;6,00;3,00;9,00;12,00;3,00;0,50;1,00
2021-05-23;20,00;6,00;3,00;5,00;10,00;10,00;4,00;1,00;1,00
2021-05-30;23,00;6,00;5,00;4,00;14,00;12,00;6,00;1,00;1,00
2021-06-06;23,00;5,00;5,00;4,00;9,00;12,00;5,00;1,00;1,00
2021-06-13;21,00;6,00;7,00;3,00;11,00;10,00;5,00;0,50;1,00
2021-06-20;19,00;9,00;6,00;4,00;11,00;10,00;4,00;0,50;1,00
2021-06-27;19,00;6,00;6,00;5,00;6,00;9,00;5,00;0,50;1,00
2021-07-04;19,00;11,00;5,00;4,00;10,00;11,00;5,00;0,50;1,00
2021-07-11;21,00;7,00;4,00;5,00;11,00;14,00;5,00;0,50;1,00
2021-07-18;19,00;8,00;7,00;7,00;10,00;11,00;5,00;0,50;1,00
2021-07-25;18,00;9,00;5,00;4,00;10,00;9,00;5,00;0,50;0,50
2021-08-01;21,00;8,00;5,00;4,00;8,00;10,00;5,00;0,50;1,00
2021-08-08;21,00;12,00;7,00;4,00;9,00;8,00;8,00;0,50;1,00
2021-08-15;20,00;7,00;7,00;4,00;10,00;8,00;5,00;0,50;1,00
2021-08-22;19,00;6,00;6,00;6,00;12,00;12,00;5,00;0,50;1,00
2021-08-29;22,00;8,00;9,00;4,00;13,00;9,00;5,00;0,50;1,00
2021-09-05;23,00;11,00;9,00;5,00;12,00;10,00;6,00;0,50;1,00
2021-09-12;28,00;11,00;8,00;7,00;12,00;12,00;7,00;1,00;1,00
2021-09-19;23,00;13,00;4,00;5,00;10,00;10,00;7,00;1,00;1,00
2021-09-26;26,00;8,00;6,00;5,00;10,00;9,00;6,00;0,50;1,00
2021-10-03;18,00;7,00;6,00;4,00;12,00;9,00;5,00;1,00;1,00
2021-10-10;20,00;11,00;7,00;5,00;8,00;6,00;6,00;0,50;1,00
2021-10-17;20,00;7,00;7,00;4,00;11,00;7,00;6,00;0,50;1,00
2021-10-24;21,00;11,00;8,00;4,00;14,00;12,00;3,00;0,00;1,00
2021-10-31;19,00;6,00;4,00;5,00;9,00;7,00;5,00;0,50;1,00
2021-11-07;19,00;4,00;7,00;3,00;7,00;6,00;5,00;0,50;1,00
2021-11-14;17,00;5,00;5,00;3,00;9,00;6,00;3,00;0,50;1,00
2021-11-21;15,00;5,00;2,00;2,00;8,00;5,00;3,00;0,50;0,50
2021-11-28;13,00;6,00;7,00;2,00;9,00;4,00;3,00;0,50;0,50
