Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-02-14;26,00;30,00;16,00;2,00;2,00;47,67;43,33;26,00;17,33
2021-02-21;22,00;18,00;12,00;3,00;3,00;36,67;33,00;25,67;11,00
2021-02-28;21,00;39,00;9,00;2,00;3,00;31,50;28,00;28,00;10,50
2021-03-07;22,00;34,00;9,00;2,00;2,00;35,20;39,60;30,80;17,60
2021-03-14;19,00;23,00;13,00;2,00;2,00;26,60;26,60;22,80;15,20
2021-03-21;21,00;27,00;15,00;3,00;3,00;35,00;38,50;24,50;14,00
2021-03-28;20,00;28,00;8,00;1,00;3,00;45,00;35,00;35,00;25,00
2021-04-04;17,00;43,00;8,00;2,00;3,00;37,40;34,00;27,20;17,00
2021-04-11;17,00;32,00;23,00;3,00;3,00;51,00;55,25;34,00;21,25
2021-04-18;18,00;32,00;23,00;3,00;2,00;51,00;39,00;27,00;18,00
2021-04-25;27,00;39,00;9,00;6,00;4,00;77,14;46,29;38,57;19,29
2021-05-02;37,00;49,00;13,00;5,00;3,00;85,10;44,40;40,70;22,20
2021-05-09;38,00;39,00;22,00;3,00;3,00;89,82;41,45;41,45;20,73
2021-05-16;40,00;42,00;30,00;5,00;2,00;116,36;47,27;43,64;21,82
2021-05-23;35,00;37,00;32,00;9,00;2,00;126,00;42,00;56,00;21,00
2021-05-30;36,00;57,00;36,00;7,00;3,00;162,00;50,40;54,00;18,00
2021-06-06;33,00;41,00;20,00;8,00;7,00;141,90;42,90;52,80;16,50
2021-06-13;41,00;58,00;29,00;8,00;4,00;205,00;49,20;61,50;24,60
2021-06-20;32,00;81,00;37,00;9,00;8,00;199,11;46,22;53,33;17,78
2021-06-27;41,00;63,00;34,00;10,00;5,00;229,60;45,10;61,50;20,50
2021-07-04;39,00;95,00;52,00;10,00;6,00;230,45;60,27;53,18;21,27
2021-07-11;39,00;89,00;44,00;10,00;6,00;182,00;65,00;58,50;16,25
2021-07-18;48,00;71,00;40,00;9,00;5,00;240,00;84,92;62,77;18,46
2021-07-25;45,00;74,00;18,00;12,00;7,00;218,57;67,50;61,07;16,07
2021-08-01;53,00;92,00;26,00;14,00;5,00;299,07;68,14;71,93;18,93
2021-08-08;69,00;73,00;38,00;12,00;8,00;396,75;116,44;86,25;21,56
2021-08-15;50,00;63,00;42,00;10,00;4,00;307,69;76,92;73,08;19,23
2021-08-22;41,00;61,00;36,00;14,00;6,00;187,92;68,33;61,50;13,67
2021-08-29;34,00;61,00;19,00;11,00;6,00;162,44;64,22;64,22;18,89
2021-09-05;35,00;37,00;33,00;9,00;10,00;155,56;46,67;58,33;19,44
2021-09-12;28,00;38,00;15,00;10,00;5,00;115,50;49,00;45,50;17,50
2021-09-19;22,00;37,00;22,00;9,00;2,00;97,43;37,71;37,71;15,71
2021-09-26;25,00;43,00;15,00;7,00;4,00;133,33;45,83;41,67;20,83
2021-10-03;21,00;32,00;24,00;6,00;4,00;92,40;37,80;33,60;16,80
2021-10-10;24,00;26,00;23,00;8,00;5,00;100,80;33,60;38,40;19,20
2021-10-17;19,00;19,00;14,00;8,00;3,00;83,60;30,40;26,60;15,20
2021-10-24;17,00;25,00;7,00;5,00;4,00;102,00;25,50;29,75;17,00
2021-10-31;14,00;29,00;11,00;5,00;3,00;66,50;24,50;21,00;10,50
2021-11-07;14,00;25,00;11,00;4,00;4,00;56,00;17,50;24,50;10,50
2021-11-14;13,00;18,00;13,00;4,00;3,00;52,00;19,50;19,50;9,75
2021-11-21;11,00;17,00;7,00;4,00;2,00;55,00;18,33;18,33;11,00
2021-11-28;10,00;15,00;7,00;4,00;3,00;46,67;10,00;13,33;10,00
