Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-12-01;34,00;38,00;12,00;9,00;5,00;14,26;75,68;10,97;23,03
2019-12-08;38,00;58,00;9,00;9,00;7,00;12,67;62,28;12,67;22,17
2019-12-15;39,00;66,00;18,00;12,00;7,00;13,70;66,41;12,65;22,14
2019-12-22;41,00;58,00;8,00;12,00;6,00;13,67;88,31;14,72;24,18
2019-12-29;39,00;73,00;24,00;12,00;7,00;15,81;71,68;11,59;27,41
2020-01-05;43,00;67,00;14,00;9,00;7,00;13,98;104,28;11,83;27,95
2020-01-12;44,00;59,00;13,00;11,00;4,00;16,10;101,95;11,80;25,76
2020-01-19;42,00;55,00;11,00;10,00;6,00;14,00;91,54;12,92;24,77
2020-01-26;48,00;56,00;12,00;9,00;5,00;12,80;82,13;10,67;22,40
2020-02-02;45,00;56,00;14,00;8,00;4,00;12,86;84,64;9,64;22,50
2020-02-09;44,00;51,00;19,00;10,00;4,00;12,88;81,56;8,59;21,46
2020-02-16;43,00;66,00;19,00;10,00;4,00;12,90;87,08;11,83;24,73
2020-02-23;47,00;73,00;19,00;10,00;4,00;14,62;63,71;9,40;24,02
2020-03-01;40,00;44,00;11,00;7,00;5,00;11,58;70,53;9,47;24,21
2020-03-08;40,00;50,00;10,00;12,00;5,00;8,65;80,00;11,89;59,46
2020-03-15;20,00;30,00;4,00;6,00;3,00;4,21;41,05;11,58;28,42
2020-03-22;12,00;14,00;4,00;5,00;2,00;5,00;22,00;6,00;14,00
2020-03-29;12,00;12,00;3,00;3,00;2,00;6,55;17,45;5,45;13,09
2020-04-05;12,00;17,00;1,00;4,00;2,00;5,45;14,18;4,36;10,91
2020-04-12;10,00;16,00;4,00;4,00;1,00;3,33;13,33;4,44;12,22
2020-04-19;13,00;15,00;3,00;3,00;1,00;4,33;14,08;5,42;10,83
2020-04-26;11,00;7,00;4,00;3,00;2,00;3,00;15,00;4,00;10,00
2020-05-03;12,00;15,00;3,00;4,00;1,00;3,27;21,82;6,55;13,09
2020-05-10;10,00;15,00;7,00;4,00;2,00;5,00;21,00;4,00;13,00
2020-05-17;15,00;17,00;4,00;6,00;1,00;7,50;27,86;4,29;15,00
2020-05-24;17,00;18,00;7,00;6,00;2,00;5,31;27,63;6,38;15,94
2020-05-31;18,00;46,00;9,00;9,00;2,00;8,47;33,88;4,24;13,76
2020-06-07;23,00;28,00;12,00;8,00;1,00;9,41;33,45;6,27;17,77
2020-06-14;29,00;30,00;10,00;9,00;2,00;8,59;31,15;5,37;17,19
2020-06-21;27,00;30,00;7,00;7,00;3,00;9,72;42,12;5,40;17,28
2020-06-28;27,00;39,00;11,00;9,00;2,00;10,80;50,76;6,48;15,12
2020-07-05;28,00;30,00;7,00;7,00;3,00;9,69;43,08;4,31;12,92
2020-07-12;28,00;43,00;7,00;8,00;3,00;7,54;38,77;8,62;11,85
2020-07-19;24,00;28,00;6,00;7,00;3,00;6,26;38,61;5,22;13,57
2020-07-26;27,00;29,00;6,00;7,00;4,00;9,72;27,00;6,48;12,96
2020-08-02;20,00;22,00;6,00;7,00;4,00;9,47;24,21;7,37;13,68
2020-08-09;23,00;23,00;6,00;7,00;5,00;9,41;28,23;6,27;12,55
2020-08-16;21,00;18,00;6,00;5,00;2,00;9,45;19,95;6,30;12,60
2020-08-23;22,00;19,00;12,00;6,00;4,00;5,50;24,20;5,50;13,20
2020-08-30;22,00;23,00;7,00;6,00;3,00;6,29;25,14;7,33;13,62
2020-09-06;21,00;29,00;10,00;5,00;2,00;8,40;25,20;5,25;13,65
2020-09-13;23,00;18,00;4,00;5,00;2,00;6,57;28,48;7,67;13,14
2020-09-20;18,00;17,00;5,00;4,00;3,00;5,29;22,24;5,29;14,82
2020-09-27;16,00;20,00;3,00;6,00;1,00;7,47;19,20;6,40;13,87
2020-10-04;18,00;23,00;8,00;5,00;4,00;5,63;25,88;6,75;16,88
2020-10-11;23,00;25,00;3,00;4,00;2,00;4,18;20,91;6,27;14,64
2020-10-18;18,00;19,00;8,00;4,00;2,00;4,24;19,06;6,35;14,82
2020-10-25;16,00;24,00;4,00;4,00;4,00;5,33;17,07;5,33;14,93
2020-11-01;13,00;13,00;6,00;4,00;2,00;4,33;26,00;4,33;11,92
2020-11-08;16,00;18,00;10,00;4,00;2,00;4,27;27,73;6,40;17,07
2020-11-15;18,00;28,00;7,00;5,00;1,00;4,24;20,12;7,41;14,82
2020-11-22;20,00;21,00;4,00;4,00;2,00;5,56;21,11;6,67;15,56
2020-11-29;22,00;26,00;7,00;3,00;1,00;4,19;18,86;6,29;13,62
2020-12-06;24,00;23,00;11,00;3,00;1,00;6,55;25,09;6,55;14,18
2020-12-13;26,00;25,00;3,00;6,00;4,00;7,58;20,58;5,42;14,08
2020-12-20;23,00;37,00;3,00;6,00;2,00;6,27;16,73;6,27;13,59
2020-12-27;28,00;30,00;4,00;4,00;2,00;6,46;22,62;4,31;15,08
2021-01-03;29,00;22,00;7,00;4,00;2,00;5,37;24,70;7,52;16,11
2021-01-10;25,00;29,00;3,00;5,00;1,00;4,17;17,71;5,21;15,63
2021-01-17;21,00;17,00;6,00;5,00;3,00;4,20;19,95;6,30;14,70
2021-01-24;17,00;14,00;4,00;4,00;3,00;6,38;12,75;6,38;14,88
2021-01-31;16,00;8,00;1,00;4,00;2,00;4,27;20,27;3,20;13,87
2021-02-07;15,00;18,00;3,00;4,00;2,00;5,36;15,00;4,29;16,07
2021-02-14;20,00;21,00;16,00;4,00;2,00;4,21;20,00;4,21;15,79
2021-02-21;21,00;17,00;5,00;4,00;3,00;6,30;23,10;4,20;16,80
2021-02-28;18,00;23,00;6,00;5,00;3,00;6,75;23,63;4,50;20,25
2021-03-07;21,00;21,00;6,00;6,00;2,00;3,15;18,90;5,25;21,00
2021-03-14;21,00;17,00;8,00;5,00;3,00;5,53;24,32;3,32;22,11
2021-03-21;18,00;18,00;8,00;6,00;1,00;3,18;19,06;4,24;21,18
2021-03-28;21,00;15,00;11,00;7,00;3,00;5,25;21,00;3,15;19,95
2021-04-04;18,00;20,00;6,00;4,00;2,00;6,35;23,29;4,24;21,18
2021-04-11;18,00;16,00;8,00;5,00;3,00;6,35;25,41;3,18;20,12
2021-04-18;20,00;28,00;5,00;6,00;2,00;6,32;27,37;3,16;21,05
2021-04-25;23,00;26,00;6,00;5,00;2,00;5,48;33,95;2,19;19,71
2021-05-02;27,00;37,00;3,00;7,00;2,00;6,48;33,48;2,16;19,44
2021-05-09;31,00;34,00;10,00;7,00;3,00;7,48;47,03;2,14;21,38
2021-05-16;39,00;42,00;12,00;10,00;3,00;6,32;49,54;3,16;22,14
2021-05-23;36,00;63,00;18,00;10,00;3,00;10,59;54,00;3,18;22,24
2021-05-30;39,00;63,00;13,00;9,00;4,00;9,49;49,54;4,22;22,14
2021-06-06;46,00;97,00;14,00;14,00;6,00;10,70;64,19;3,21;22,47
2021-06-13;62,00;82,00;11,00;13,00;4,00;12,83;87,66;3,21;21,38
2021-06-20;52,00;75,00;16,00;12,00;5,00;14,86;65,80;3,18;22,29
2021-06-27;47,00;95,00;9,00;12,00;4,00;11,75;70,50;4,27;22,43
2021-07-04;46,00;100,00;11,00;12,00;6,00;13,59;67,95;4,18;23,00
2021-07-11;40,00;73,00;11,00;14,00;4,00;16,84;66,32;4,21;21,05
2021-07-18;34,00;65,00;19,00;12,00;4,00;13,81;62,69;5,31;22,31
2021-07-25;36,00;59,00;17,00;11,00;3,00;10,59;63,53;4,24;18,00
2021-08-01;37,00;62,00;14,00;9,00;4,00;14,15;79,44;5,44;19,59
2021-08-08;30,00;58,00;13,00;10,00;5,00;13,93;76,07;4,29;17,14
2021-08-15;34,00;47,00;16,00;10,00;4,00;18,06;71,19;4,25;15,94
2021-08-22;32,00;38,00;8,00;7,00;3,00;11,73;69,33;3,20;16,00
2021-08-29;29,00;55,00;11,00;8,00;3,00;11,81;58,00;4,30;18,26
2021-09-05;30,00;54,00;13,00;9,00;5,00;10,71;62,14;5,36;17,14
2021-09-12;36,00;59,00;5,00;9,00;3,00;14,82;62,47;3,18;15,88
2021-09-19;36,00;52,00;10,00;6,00;3,00;10,59;70,94;5,29;16,94
2021-09-26;36,00;52,00;8,00;9,00;3,00;12,71;68,82;5,29;18,00
2021-10-03;28,00;43,00;8,00;7,00;4,00;9,69;52,77;4,31;14,00
2021-10-10;30,00;44,00;9,00;6,00;4,00;10,71;62,14;4,29;15,00
2021-10-17;32,00;35,00;11,00;8,00;4,00;8,53;52,27;5,33;13,87
2021-10-24;31,00;44,00;11,00;7,00;3,00;10,69;54,52;4,28;14,97
2021-10-31;31,00;37,00;11,00;8,00;3,00;9,62;40,62;4,28;12,83
2021-11-07;29,00;36,00;12,00;9,00;4,00;10,74;39,74;4,30;13,96
2021-11-14;24,00;31,00;5,00;5,00;4,00;8,35;38,61;4,17;13,57
2021-11-21;23,00;28,00;5,00;6,00;2,00;8,76;37,24;4,38;13,14
2021-11-28;16,00;37,00;9,00;5,00;3,00;11,73;43,73;3,20;12,80
