Paris;DE;BE;CH;ES;FR;IT;NL;GB;US
2020-04-12;6,00;18,00;12,00;12,00;57,00;10,00;5,00;6,00;5,00
2020-04-19;4,00;16,00;12,00;12,00;72,00;11,00;4,00;7,00;4,00
2020-04-26;4,00;20,00;24,00;12,00;76,00;10,00;7,00;6,00;4,00
2020-05-03;5,00;10,00;7,50;5,00;52,50;11,00;7,00;8,00;3,00
2020-05-10;5,00;10,00;12,50;7,50;65,00;8,00;6,00;6,00;4,00
2020-05-17;5,00;10,00;12,50;7,50;85,00;9,00;5,00;6,00;4,00
2020-05-24;5,00;10,00;7,50;5,00;92,50;10,00;6,00;7,00;4,00
2020-05-31;6,00;12,00;15,00;9,00;135,00;12,00;8,00;8,00;5,00
2020-06-07;6,00;15,00;18,00;9,00;132,00;10,00;10,00;7,00;4,00
2020-06-14;6,00;21,00;21,00;9,00;153,00;12,00;9,00;9,00;5,00
2020-06-21;9,00;18,00;21,00;15,00;171,00;12,00;12,00;9,00;4,00
2020-06-28;7,00;28,00;23,33;11,67;135,33;13,00;17,00;11,00;5,00
2020-07-05;9,00;31,50;22,50;11,25;144,00;14,00;19,00;13,00;4,00
2020-07-12;11,00;27,50;22,00;11,00;176,00;13,00;23,00;13,00;4,00
2020-07-19;11,00;33,00;19,25;8,25;167,75;15,00;21,00;15,00;5,00
2020-07-26;8,00;26,67;21,33;10,67;165,33;12,00;23,00;11,00;5,00
2020-08-02;10,00;22,50;17,50;12,50;157,50;14,00;15,00;13,00;5,00
2020-08-09;8,00;24,00;18,67;16,00;181,33;19,00;25,00;13,00;5,00
2020-08-16;10,00;17,50;17,50;15,00;147,50;16,00;15,00;9,00;4,00
2020-08-23;9,00;15,75;11,25;15,75;119,25;15,00;13,00;10,00;5,00
2020-08-30;4,00;14,00;14,00;10,00;100,00;15,00;8,00;8,00;5,00
2020-09-06;6,00;18,00;27,00;15,00;153,00;13,00;10,00;8,00;5,00
2020-09-13;6,00;21,00;12,00;18,00;165,00;14,00;7,00;8,00;4,00
2020-09-20;7,00;16,33;9,33;11,67;123,67;16,00;8,00;7,00;4,00
2020-09-27;4,00;32,00;20,00;16,00;172,00;15,00;7,00;7,00;5,00
2020-10-04;5,00;17,50;10,00;12,50;110,00;17,00;6,00;8,00;5,00
2020-10-11;5,00;15,00;10,00;12,50;110,00;13,00;10,00;9,00;5,00
2020-10-18;4,00;14,00;10,00;6,00;88,00;10,00;10,00;8,00;5,00
2020-10-25;5,00;10,00;10,00;10,00;87,50;17,00;6,00;8,00;4,00
2020-11-01;3,00;12,00;6,00;12,00;66,00;50,00;4,00;5,00;3,00
2020-11-08;3,00;12,00;3,00;12,00;66,00;15,00;7,00;7,00;4,00
2020-11-15;4,00;16,00;8,00;12,00;88,00;9,00;5,00;7,00;4,00
2020-11-22;3,00;18,00;9,00;9,00;84,00;11,00;5,00;6,00;5,00
2020-11-29;3,00;15,00;15,00;9,00;90,00;10,00;8,00;6,00;5,00
2020-12-06;5,00;12,50;12,50;7,50;82,50;12,00;5,00;7,00;4,00
2020-12-13;3,00;9,00;9,00;9,00;111,00;9,00;4,00;7,00;4,00
2020-12-20;4,00;14,00;10,00;6,00;98,00;9,00;8,00;9,00;4,00
2020-12-27;5,00;10,00;17,50;10,00;107,50;13,00;6,00;6,00;4,00
2021-01-03;4,00;16,00;16,00;8,00;152,00;11,00;7,00;7,00;5,00
2021-01-10;5,00;12,50;12,50;7,50;100,00;11,00;4,00;6,00;4,00
2021-01-17;5,00;12,50;5,00;7,50;87,50;10,00;7,00;6,00;4,00
2021-01-24;4,00;12,00;20,00;12,00;128,00;13,00;8,00;5,00;4,00
2021-01-31;4,00;12,00;16,00;12,00;128,00;10,00;5,00;5,00;4,00
2021-02-07;5,00;15,00;15,00;5,00;90,00;10,00;5,00;6,00;4,00
2021-02-14;4,00;8,00;8,00;10,00;84,00;11,00;6,00;6,00;5,00
2021-02-21;4,00;6,00;10,00;6,00;78,00;9,00;8,00;5,00;4,00
2021-02-28;4,00;8,00;2,00;6,00;68,00;9,00;6,00;4,00;4,00
2021-03-07;5,00;15,00;7,50;10,00;117,50;9,00;9,00;6,00;5,00
2021-03-14;4,00;10,00;14,00;8,00;70,00;10,00;8,00;5,00;5,00
2021-03-21;3,00;9,00;6,00;9,00;90,00;9,00;6,00;4,00;5,00
2021-03-28;3,00;15,00;6,00;9,00;111,00;9,00;5,00;3,00;5,00
2021-04-04;4,00;18,00;8,00;6,00;82,00;10,00;6,00;4,00;5,00
2021-04-11;3,00;9,00;9,00;9,00;93,00;12,00;9,00;4,00;5,00
2021-04-18;3,00;9,00;12,00;9,00;102,00;11,00;6,00;3,00;5,00
2021-04-25;4,00;12,00;10,00;10,00;68,00;11,00;7,00;4,00;6,00
2021-05-02;4,00;12,00;10,00;8,00;86,00;8,00;10,00;5,00;5,00
2021-05-09;5,00;12,50;10,00;7,50;107,50;10,00;4,00;4,00;6,00
2021-05-16;6,00;21,00;15,00;18,00;156,00;13,00;13,00;5,00;6,00
2021-05-23;5,00;27,50;15,00;12,50;127,50;15,00;9,00;5,00;5,00
2021-05-30;6,00;24,00;9,00;12,00;174,00;17,00;13,00;6,00;6,00
2021-06-06;9,00;18,00;18,00;12,00;183,00;19,00;13,00;5,00;6,00
2021-06-13;9,00;21,00;24,00;15,00;195,00;18,00;18,00;5,00;6,00
2021-06-20;10,00;27,50;17,50;12,50;157,50;17,00;21,00;7,00;6,00
2021-06-27;11,00;22,00;16,50;19,25;176,00;17,00;20,00;7,00;7,00
2021-07-04;12,00;28,80;21,60;14,40;170,40;18,00;29,00;6,00;6,00
2021-07-11;12,00;28,80;21,60;14,40;160,80;18,00;21,00;8,00;7,00
2021-07-18;11,00;41,25;35,75;16,50;192,50;18,00;22,00;5,00;7,00
2021-07-25;13,00;33,80;31,20;20,80;174,20;12,00;30,00;6,00;6,00
2021-08-01;12,00;31,20;33,60;21,60;156,00;16,00;26,00;8,00;6,00
2021-08-08;13,00;54,60;39,00;36,40;244,40;27,00;34,00;10,00;7,00
2021-08-15;13,00;33,80;26,00;26,00;176,80;22,00;25,00;10,00;7,00
2021-08-22;14,00;44,80;25,20;33,60;190,40;24,00;28,00;9,00;6,00
2021-08-29;13,00;36,40;28,60;28,60;158,60;27,00;23,00;10,00;6,00
2021-09-05;13,00;36,40;26,00;26,00;176,80;30,00;26,00;10,00;7,00
2021-09-12;19,00;40,71;27,14;29,86;179,14;31,00;34,00;12,00;7,00
2021-09-19;20,00;25,00;37,50;32,50;172,50;31,00;40,00;12,00;7,00
2021-09-26;22,00;44,00;46,75;35,75;189,75;38,00;43,00;14,00;7,00
2021-10-03;17,00;36,43;29,14;24,29;143,29;31,00;35,00;13,00;6,00
2021-10-10;15,00;45,00;35,00;25,00;147,50;30,00;47,00;13,00;6,00
2021-10-17;14,00;56,00;47,60;25,20;179,20;33,00;51,00;15,00;6,00
2021-10-24;13,00;52,00;33,80;23,40;179,40;28,00;37,00;14,00;5,00
2021-10-31;11,00;60,50;30,25;27,50;170,50;100,00;35,00;13,00;6,00
2021-11-07;9,00;57,00;36,00;27,00;168,00;39,00;27,00;15,00;5,00
2021-11-14;9,00;42,00;27,00;27,00;159,00;29,00;24,00;15,00;6,00
2021-11-21;8,00;32,00;21,33;26,67;133,33;28,00;30,00;12,00;6,00
2021-11-28;7,00;28,00;23,33;16,33;105,00;23,00;24,00;10,00;5,00
