Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-12-15;17,00;29,00;15,00;7,00;4,00;85,00;25,50;29,75;12,75
2019-12-22;46,00;35,00;29,00;10,00;6,00;112,91;29,27;41,82;20,91
2019-12-29;26,00;39,00;25,00;11,00;7,00;125,67;34,67;47,67;17,33
2020-01-05;24,00;42,00;26,00;12,00;8,00;84,00;32,00;48,00;16,00
2020-01-12;25,00;46,00;26,00;13,00;7,00;100,00;45,83;45,83;16,67
2020-01-19;25,00;44,00;25,00;11,00;7,00;95,83;37,50;45,83;16,67
2020-01-26;28,00;39,00;22,00;11,00;7,00;102,67;37,33;51,33;18,67
2020-02-02;35,00;45,00;26,00;11,00;6,00;96,25;30,63;52,50;17,50
2020-02-09;30,00;41,00;24,00;11,00;7,00;111,43;30,00;51,43;17,14
2020-02-16;33,00;45,00;23,00;12,00;6,00;99,00;37,13;45,38;16,50
2020-02-23;26,00;44,00;22,00;9,00;7,00;56,33;30,33;47,67;13,00
2020-03-01;25,00;32,00;16,00;9,00;5,00;54,17;25,00;45,83;12,50
2020-03-08;19,00;28,00;13,00;6,00;4,00;23,75;23,75;42,75;14,25
2020-03-15;8,00;15,00;7,00;3,00;2,00;16,00;8,00;20,00;8,00
2020-03-22;8,00;11,00;5,00;2,00;2,00;12,00;8,00;16,00;8,00
2020-03-29;10,00;13,00;7,00;2,00;1,00;20,00;5,00;20,00;5,00
2020-04-05;9,00;11,00;5,00;2,00;2,00;13,50;9,00;22,50;9,00
2020-04-12;10,00;18,00;6,00;2,00;2,00;20,00;20,00;20,00;10,00
2020-04-19;11,00;14,00;9,00;2,00;2,00;14,67;14,67;14,67;7,33
2020-04-26;11,00;17,00;10,00;2,00;2,00;18,33;22,00;14,67;7,33
2020-05-03;13,00;13,00;16,00;3,00;2,00;21,67;26,00;21,67;8,67
2020-05-10;17,00;15,00;16,00;3,00;1,00;29,75;38,25;21,25;12,75
2020-05-17;24,00;22,00;28,00;5,00;2,00;44,00;40,00;20,00;12,00
2020-05-24;29,00;27,00;28,00;5,00;3,00;62,14;41,43;20,71;12,43
2020-05-31;36,00;46,00;29,00;7,00;3,00;103,50;54,00;27,00;13,50
2020-06-07;41,00;62,00;33,00;8,00;4,00;110,70;53,30;24,60;16,40
2020-06-14;42,00;79,00;24,00;8,00;4,00;147,00;58,80;29,40;16,80
2020-06-21;45,00;75,00;36,00;8,00;5,00;198,00;67,50;45,00;18,00
2020-06-28;53,00;87,00;35,00;10,00;5,00;216,42;70,67;48,58;17,67
2020-07-05;57,00;93,00;36,00;10,00;5,00;241,15;74,54;57,00;17,54
2020-07-12;55,00;100,00;45,00;11,00;6,00;241,15;80,38;59,23;16,92
2020-07-19;55,00;81,00;48,00;11,00;5,00;279,23;76,15;71,92;16,92
2020-07-26;62,00;69,00;43,00;11,00;7,00;310,00;79,71;79,71;17,71
2020-08-02;72,00;86,00;39,00;10,00;6,00;364,24;76,24;80,47;16,94
2020-08-09;63,00;69,00;28,00;10,00;5,00;420,00;50,40;67,20;16,80
2020-08-16;56,00;73,00;34,00;9,00;4,00;305,85;56,00;68,92;17,23
2020-08-23;42,00;59,00;30,00;8,00;4,00;180,60;58,80;67,20;16,80
2020-08-30;36,00;59,00;31,00;9,00;4,00;162,00;58,50;63,00;18,00
2020-09-06;37,00;63,00;31,00;9,00;3,00;131,56;74,00;53,44;16,44
2020-09-13;32,00;54,00;24,00;8,00;4,00;123,43;64,00;59,43;18,29
2020-09-20;27,00;34,00;23,00;7,00;3,00;94,50;45,00;45,00;18,00
2020-09-27;20,00;31,00;16,00;7,00;2,00;76,00;32,00;36,00;16,00
2020-10-04;20,00;29,00;20,00;6,00;3,00;68,00;36,00;36,00;16,00
2020-10-11;21,00;26,00;11,00;4,00;3,00;58,80;25,20;33,60;16,80
2020-10-18;21,00;24,00;12,00;4,00;3,00;37,80;21,00;29,40;16,80
2020-10-25;12,00;19,00;10,00;3,00;2,00;32,00;16,00;24,00;12,00
2020-11-01;8,00;20,00;7,00;2,00;1,00;24,00;16,00;20,00;12,00
2020-11-08;9,00;27,00;10,00;2,00;2,00;27,00;18,00;22,50;13,50
2020-11-15;8,00;18,00;8,00;3,00;2,00;24,00;16,00;16,00;12,00
2020-11-22;10,00;22,00;9,00;2,00;2,00;35,00;20,00;20,00;15,00
2020-11-29;11,00;17,00;9,00;2,00;2,00;25,67;14,67;14,67;11,00
2020-12-06;12,00;19,00;8,00;2,00;2,00;28,00;16,00;20,00;12,00
2020-12-13;14,00;18,00;8,00;2,00;3,00;32,67;14,00;18,67;14,00
2020-12-20;12,00;19,00;12,00;3,00;1,00;24,00;16,00;16,00;12,00
2020-12-27;17,00;26,00;13,00;3,00;2,00;29,75;21,25;17,00;12,75
2021-01-03;13,00;24,00;9,00;3,00;2,00;30,33;17,33;17,33;13,00
2021-01-10;14,00;28,00;13,00;3,00;2,00;37,33;18,67;18,67;14,00
2021-01-17;15,00;27,00;7,00;3,00;1,00;40,00;20,00;20,00;15,00
2021-01-24;13,00;25,00;11,00;2,00;2,00;34,67;17,33;21,67;13,00
2021-01-31;20,00;30,00;11,00;2,00;2,00;40,00;20,00;16,00;12,00
2021-02-07;20,00;26,00;15,00;2,00;2,00;44,00;20,00;16,00;12,00
2021-02-14;24,00;34,00;16,00;3,00;2,00;40,00;32,00;20,00;12,00
2021-02-21;22,00;28,00;12,00;3,00;2,00;44,00;35,20;26,40;13,20
2021-02-28;20,00;28,00;15,00;3,00;2,00;36,00;28,00;28,00;12,00
2021-03-07;23,00;40,00;11,00;3,00;2,00;36,80;36,80;32,20;18,40
2021-03-14;22,00;36,00;10,00;2,00;3,00;39,60;30,80;30,80;17,60
2021-03-21;19,00;25,00;16,00;2,00;3,00;38,00;47,50;33,25;19,00
2021-03-28;15,00;28,00;14,00;2,00;3,00;30,00;33,75;26,25;15,00
2021-04-04;13,00;38,00;17,00;3,00;2,00;47,67;43,33;34,67;21,67
2021-04-11;17,00;44,00;23,00;3,00;3,00;55,25;46,75;34,00;21,25
2021-04-18;21,00;31,00;18,00;3,00;3,00;63,00;50,40;37,80;25,20
2021-04-25;29,00;42,00;17,00;4,00;3,00;74,57;53,86;37,29;20,71
2021-05-02;39,00;47,00;19,00;4,00;4,00;86,67;56,33;43,33;26,00
2021-05-09;39,00;50,00;27,00;5,00;4,00;108,33;52,00;47,67;26,00
2021-05-16;39,00;49,00;22,00;7,00;3,00;130,00;60,67;52,00;21,67
2021-05-23;37,00;51,00;29,00;8,00;5,00;139,78;53,44;53,44;20,56
2021-05-30;33,00;44,00;33,00;7,00;5,00;165,00;61,88;53,63;20,63
2021-06-06;44,00;58,00;39,00;9,00;5,00;176,00;57,20;61,60;22,00
2021-06-13;39,00;68,00;32,00;9,00;4,00;203,67;56,33;52,00;21,67
2021-06-20;40,00;63,00;29,00;9,00;6,00;226,67;62,22;62,22;22,22
2021-06-27;40,00;68,00;33,00;11,00;6,00;231,11;57,78;62,22;22,22
2021-07-04;44,00;94,00;47,00;12,00;6,00;246,40;57,20;61,60;22,00
2021-07-11;45,00;85,00;37,00;12,00;7,00;208,64;69,55;65,45;20,45
2021-07-18;48,00;79,00;46,00;11,00;5,00;266,18;82,91;69,82;21,82
2021-07-25;52,00;79,00;38,00;13,00;6,00;264,33;86,67;78,00;21,67
2021-08-01;56,00;77,00;39,00;12,00;8,00;310,15;94,77;77,54;21,54
2021-08-08;62,00;75,00;39,00;13,00;8,00;425,14;101,86;84,14;22,14
2021-08-15;55,00;66,00;34,00;12,00;7,00;346,92;101,54;67,69;21,15
2021-08-22;42,00;66,00;28,00;12,00;6,00;218,40;75,60;71,40;16,80
2021-08-29;34,00;63,00;23,00;10,00;6,00;178,50;68,00;59,50;21,25
2021-09-05;35,00;52,00;30,00;10,00;6,00;175,00;61,25;56,88;21,88
2021-09-12;31,00;46,00;26,00;9,00;6,00;141,71;48,71;57,57;17,71
2021-09-19;27,00;41,00;23,00;9,00;5,00;130,50;49,50;49,50;18,00
2021-09-26;25,00;35,00;22,00;8,00;5,00;120,83;41,67;37,50;20,83
2021-10-03;27,00;41,00;21,00;9,00;6,00;112,50;45,00;45,00;18,00
2021-10-10;24,00;45,00;24,00;10,00;6,00;112,00;32,00;36,00;20,00
2021-10-17;26,00;35,00;23,00;9,00;6,00;117,00;34,67;39,00;17,33
2021-10-24;24,00;33,00;15,00;6,00;4,00;104,00;28,00;32,00;16,00
2021-10-31;21,00;36,00;14,00;7,00;4,00;88,20;25,20;29,40;16,80
2021-11-07;21,00;34,00;16,00;7,00;5,00;88,20;29,40;29,40;12,60
2021-11-14;18,00;27,00;17,00;5,00;5,00;85,50;27,00;27,00;13,50
2021-11-21;13,00;22,00;9,00;5,00;3,00;73,67;26,00;21,67;13,00
2021-11-28;14,00;24,00;9,00;5,00;4,00;74,67;23,33;23,33;14,00
2021-12-05;15,00;27,00;8,00;4,00;3,00;90,00;25,00;25,00;15,00
2021-12-12;13,00;24,00;11,00;5,00;4,00;73,67;17,33;17,33;13,00
2021-12-19;15,00;18,00;14,00;4,00;3,00;70,00;20,00;15,00;15,00
2021-12-26;16,00;32,00;16,00;7,00;3,00;80,00;24,00;20,00;12,00
2022-01-02;18,00;38,00;13,00;7,00;5,00;76,50;31,50;36,00;13,50
2022-01-09;19,00;30,00;21,00;7,00;5,00;66,50;33,25;38,00;14,25
2022-01-16;21,00;41,00;17,00;8,00;5,00;67,20;33,60;37,80;12,60
2022-01-23;22,00;41,00;24,00;7,00;5,00;79,20;35,20;39,60;13,20
2022-01-30;22,00;41,00;20,00;8,00;4,00;79,20;39,60;39,60;13,20
2022-02-06;26,00;49,00;20,00;9,00;6,00;91,00;34,67;43,33;13,00
2022-02-13;28,00;38,00;24,00;10,00;6,00;92,00;36,00;36,00;12,00
2022-02-20;25,00;43,00;27,00;8,00;6,00;91,67;41,67;33,33;12,50
2022-02-27;25,00;35,00;25,00;10,00;7,00;83,33;33,33;33,33;12,50
2022-03-06;22,00;31,00;20,00;9,00;6,00;92,40;39,60;39,60;17,60
2022-03-13;25,00;40,00;23,00;10,00;6,00;95,83;33,33;37,50;16,67
2022-03-20;26,00;37,00;24,00;12,00;5,00;125,67;39,00;43,33;17,33
2022-03-27;27,00;42,00;23,00;10,00;7,00;126,00;36,00;40,50;13,50
2022-04-03;30,00;51,00;26,00;13,00;6,00;145,71;51,43;51,43;17,14
2022-04-10;29,00;51,00;34,00;13,00;7,00;145,00;45,57;45,57;12,43
2022-04-17;31,00;45,00;32,00;12,00;7,00;177,14;48,71;48,71;13,29
2022-04-24;30,00;37,00;37,00;12,00;6,00;154,29;51,43;47,14;12,86
2022-05-01;37,00;51,00;32,00;14,00;7,00;148,00;57,56;45,22;12,33
2022-05-08;37,00;39,00;28,00;12,00;8,00;156,22;53,44;49,33;12,33
2022-05-15;37,00;54,00;31,00;14,00;8,00;172,67;49,33;49,33;12,33
2022-05-22;38,00;62,00;34,00;15,00;8,00;177,33;63,33;50,67;16,89
2022-05-29;37,00;54,00;37,00;14,00;7,00;197,33;53,44;49,33;16,44
2022-06-05;35,00;50,00;33,00;15,00;7,00;196,88;56,88;52,50;17,50
2022-06-12;32,00;50,00;26,00;17,00;7,00;188,00;48,00;48,00;16,00
2022-06-19;32,00;60,00;31,00;14,00;8,00;192,00;44,00;48,00;12,00
2022-06-26;34,00;67,00;31,00;12,00;9,00;225,25;55,25;55,25;17,00
