Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-06-16;67,00;51,00;61,00;46,00;79,00;67,00;40,20;72,03;48,58
2019-06-23;66,00;54,00;56,00;44,00;85,00;69,38;40,62;72,77;45,69
2019-06-30;73,00;59,00;64,00;50,00;89,00;71,34;48,11;71,34;43,14
2019-07-07;72,00;64,00;73,00;68,00;93,00;73,67;55,26;75,35;43,53
2019-07-14;75,00;62,00;68,00;60,00;89,00;75,00;57,95;76,70;44,32
2019-07-21;80,00;60,00;65,00;53,00;93,00;80,00;50,00;73,33;41,67
2019-07-28;95,00;64,00;70,00;53,00;100,00;80,00;50,00;75,00;40,00
2019-08-04;84,00;56,00;74,00;51,00;91,00;82,32;53,76;77,28;42,00
2019-08-11;79,00;53,00;66,00;49,00;89,00;72,28;52,11;73,96;38,66
2019-08-18;64,00;53,00;64,00;49,00;84,00;69,05;48,84;72,42;40,42
2019-08-25;61,00;51,00;59,00;47,00;79,00;61,00;44,51;70,89;36,27
2019-09-01;57,00;50,00;61,00;50,00;74,00;58,68;48,62;68,74;36,88
2019-09-08;61,00;47,00;59,00;47,00;64,00;56,05;39,57;70,89;34,62
2019-09-15;59,00;49,00;62,00;46,00;66,00;52,26;40,46;74,17;37,09
2019-09-22;68,00;54,00;64,00;96,00;73,00;51,41;46,44;84,59;36,49
2019-09-29;57,00;45,00;64,00;54,00;71,00;48,62;43,59;67,06;36,88
2019-10-06;54,00;41,00;64,00;49,00;75,00;50,63;40,50;67,50;35,44
2019-10-13;55,00;47,00;51,00;48,00;71,00;55,00;41,25;65,31;34,38
2019-10-20;59,00;49,00;55,00;47,00;61,00;50,57;42,14;62,37;35,40
2019-10-27;59,00;51,00;54,00;49,00;62,00;48,89;42,14;55,63;32,03
2019-11-03;54,00;52,00;57,00;47,00;62,00;48,94;42,19;57,38;37,13
2019-11-10;51,00;52,00;53,00;43,00;58,00;51,00;39,10;56,10;34,00
2019-11-17;50,00;45,00;52,00;42,00;61,00;50,00;38,33;50,00;35,00
2019-11-24;50,00;45,00;50,00;38,00;58,00;48,33;35,00;48,33;36,67
2019-12-01;45,00;43,00;51,00;38,00;59,00;46,67;38,33;45,00;36,67
2019-12-08;45,00;47,00;52,00;38,00;57,00;46,67;36,67;45,00;35,00
2019-12-15;50,00;45,00;53,00;40,00;53,00;46,67;35,00;53,33;38,33
2019-12-22;59,00;53,00;64,00;52,00;60,00;55,63;45,51;59,00;42,14
2019-12-29;70,00;58,00;74,00;72,00;68,00;60,00;55,00;83,33;46,67
2020-01-05;81,00;63,00;74,00;81,00;73,00;62,44;60,75;89,44;48,94
2020-01-12;81,00;65,00;75,00;74,00;78,00;65,81;60,75;87,75;50,63
2020-01-19;76,00;55,00;67,00;71,00;68,00;60,80;55,73;81,07;47,29
2020-01-26;74,00;57,00;63,00;57,00;73,00;55,50;50,45;82,41;43,73
2020-02-02;72,00;55,00;63,00;53,00;70,00;50,23;48,56;78,70;41,86
2020-02-09;76,00;51,00;55,00;47,00;68,00;52,36;45,60;84,44;42,22
2020-02-16;82,00;54,00;59,00;47,00;70,00;50,20;46,86;75,31;43,51
2020-02-23;72,00;50,00;58,00;49,00;63,00;53,58;45,21;100,47;55,26
2020-03-01;64,00;45,00;57,00;43,00;61,00;50,53;40,42;94,32;57,26
2020-03-08;72,00;66,00;72,00;80,00;67,00;26,79;56,93;167,44;88,74
2020-03-15;30,00;33,00;38,00;53,00;32,00;18,33;40,00;110,00;58,33
2020-03-22;22,00;21,00;25,00;24,00;23,00;16,92;23,69;32,15;27,08
2020-03-29;28,00;23,00;22,00;25,00;22,00;14,82;18,12;26,35;24,71
2020-04-05;23,00;22,00;23,00;26,00;25,00;14,79;14,79;29,57;23,00
2020-04-12;21,00;22,00;27,00;32,00;24,00;19,25;19,25;28,00;24,50
2020-04-19;20,00;23,00;28,00;28,00;24,00;18,33;20,00;26,67;23,33
2020-04-26;20,00;22,00;30,00;33,00;27,00;20,00;20,00;28,33;23,33
2020-05-03;21,00;23,00;33,00;31,00;36,00;21,00;26,25;31,50;29,75
2020-05-10;21,00;25,00;35,00;33,00;35,00;21,00;29,08;33,92;27,46
2020-05-17;24,00;30,00;35,00;36,00;37,00;25,71;25,71;39,43;34,29
2020-05-24;27,00;31,00;45,00;35,00;44,00;27,00;30,38;38,81;33,75
2020-05-31;32,00;45,00;53,00;39,00;44,00;37,05;40,42;40,42;32,00
2020-06-07;35,00;45,00;49,00;43,00;45,00;36,67;35,00;40,00;38,33
2020-06-14;40,00;42,00;51,00;38,00;45,00;41,67;35,00;46,67;38,33
2020-06-21;41,00;43,00;51,00;37,00;43,00;44,42;39,29;63,21;47,83
2020-06-28;42,00;50,00;57,00;39,00;48,00;50,40;42,00;77,28;48,72
2020-07-05;42,00;51,00;51,00;39,00;42,00;48,72;35,28;67,20;45,36
2020-07-12;39,00;45,00;51,00;39,00;43,00;47,48;40,70;67,83;45,78
2020-07-19;39,00;43,00;51,00;37,00;43,00;47,48;35,61;76,30;45,78
2020-07-26;41,00;52,00;45,00;36,00;51,00;49,54;34,17;85,42;44,42
2020-08-02;42,00;44,00;48,00;35,00;52,00;50,40;31,92;72,24;43,68
2020-08-09;41,00;41,00;43,00;35,00;47,00;45,92;31,16;77,08;41,00
2020-08-16;38,00;48,00;45,00;34,00;44,00;38,00;29,74;74,35;38,00
2020-08-23;36,00;47,00;41,00;33,00;42,00;31,09;29,45;63,82;34,36
2020-08-30;35,00;43,00;42,00;32,00;41,00;30,00;25,00;66,67;38,33
2020-09-06;34,00;38,00;47,00;31,00;37,00;30,60;27,20;62,90;37,40
2020-09-13;32,00;40,00;44,00;29,00;36,00;26,95;28,63;58,95;35,37
2020-09-20;31,00;33,00;46,00;29,00;33,00;22,84;24,47;55,47;34,26
2020-09-27;28,00;31,00;40,00;28,00;33,00;21,41;24,71;56,00;34,59
2020-10-04;29,00;31,00;44,00;31,00;34,00;22,56;22,56;54,78;37,06
2020-10-11;31,00;30,00;34,00;28,00;32,00;20,67;24,11;58,56;41,33
2020-10-18;29,00;27,00;33,00;23,00;30,00;17,06;18,76;56,29;40,94
2020-10-25;25,00;22,00;30,00;22,00;34,00;15,00;20,00;48,33;35,00
2020-11-01;18,00;22,00;28,00;16,00;24,00;13,09;16,36;39,27;29,45
2020-11-08;20,00;26,00;29,00;17,00;29,00;15,00;18,33;35,00;41,67
2020-11-15;23,00;23,00;27,00;16,00;32,00;15,92;17,69;37,15;51,31
2020-11-22;29,00;27,00;33,00;18,00;29,00;17,06;18,76;51,18;39,24
2020-11-29;27,00;29,00;32,00;17,00;33,00;18,56;18,56;47,25;40,50
2020-12-06;30,00;28,00;33,00;18,00;36,00;20,00;20,00;48,33;36,67
2020-12-13;34,00;30,00;34,00;20,00;37,00;17,00;23,80;62,90;37,40
2020-12-20;31,00;30,00;38,00;20,00;34,00;17,95;21,21;78,32;34,26
2020-12-27;36,00;30,00;32,00;21,00;33,00;18,86;20,57;49,71;39,43
2021-01-03;37,00;31,00;35,00;22,00;31,00;20,18;20,18;50,45;38,68
2021-01-10;35,00;26,00;31,00;19,00;28,00;18,33;21,67;40,00;41,67
2021-01-17;35,00;35,00;33,00;19,00;26,00;20,00;18,33;35,00;38,33
2021-01-24;29,00;29,00;36,00;20,00;27,00;16,11;16,11;33,83;40,28
2021-01-31;28,00;25,00;36,00;19,00;30,00;19,76;16,47;29,65;39,53
2021-02-07;28,00;23,00;37,00;18,00;29,00;19,76;16,47;32,94;41,18
2021-02-14;31,00;27,00;37,00;21,00;33,00;18,94;20,67;32,72;44,78
2021-02-21;32,00;29,00;42,00;21,00;39,00;20,21;21,89;47,16;43,79
2021-02-28;32,00;33,00;42,00;22,00;38,00;18,53;21,89;38,74;48,84
2021-03-07;36,00;29,00;47,00;24,00;37,00;18,86;22,29;41,14;49,71
2021-03-14;33,00;30,00;45,00;23,00;41,00;20,84;22,58;45,16;52,11
2021-03-21;33,00;27,00;47,00;23,00;41,00;22,58;22,58;53,84;50,37
2021-03-28;28,00;27,00;44,00;18,00;38,00;26,35;19,76;39,53;51,06
2021-04-04;27,00;27,00;45,00;22,00;37,00;25,31;23,63;47,25;50,63
2021-04-11;29,00;44,00;47,00;22,00;39,00;29,00;23,88;42,65;49,47
2021-04-18;35,00;43,00;48,00;25,00;41,00;30,00;25,00;51,67;56,67
2021-04-25;39,00;43,00;46,00;28,00;44,00;32,22;27,13;47,48;50,87
2021-05-02;44,00;49,00;56,00;33,00;48,00;37,23;32,15;93,08;52,46
2021-05-09;48,00;52,00;62,00;40,00;57,00;39,43;44,57;73,71;53,14
2021-05-16;53,00;59,00;63,00;43,00;64,00;47,87;41,03;78,65;54,71
2021-05-23;53,00;59,00;63,00;46,00;65,00;49,58;42,74;70,10;56,42
2021-05-30;57,00;79,00;71,00;47,00;70,00;53,65;46,94;92,21;55,32
2021-06-06;64,00;83,00;74,00;50,00;77,00;55,58;55,58;72,42;58,95
2021-06-13;63,00;84,00;69,00;45,00;78,00;58,03;56,37;76,26;58,03
2021-06-20;65,00;96,00;79,00;47,00;84,00;58,33;55,00;103,33;55,00
2021-06-27;62,00;94,00;88,00;48,00;92,00;60,32;68,70;87,14;55,30
2021-07-04;67,00;99,00;93,00;50,00;87,00;61,98;73,70;108,88;55,28
2021-07-11;67,00;92,00;85,00;46,00;94,00;58,63;90,45;117,25;56,95
2021-07-18;62,00;84,00;83,00;45,00;89,00;65,35;80,43;112,27;56,97
2021-07-25;66,00;80,00;73,00;46,00;91,00;59,23;77,85;120,15;54,15
2021-08-01;60,00;76,00;69,00;44,00;91,00;58,33;63,33;140,00;51,67
2021-08-08;55,00;66,00;65,00;44,00;87,00;58,33;61,67;105,00;50,00
2021-08-15;51,00;58,00;58,00;42,00;80,00;54,40;52,70;103,70;49,30
2021-08-22;49,00;58,00;61,00;41,00;82,00;47,31;50,69;152,07;49,00
2021-08-29;47,00;59,00;58,00;42,00;70,00;45,32;45,32;99,04;53,71
2021-09-05;46,00;52,00;61,00;41,00;70,00;40,89;47,70;93,70;47,70
2021-09-12;47,00;49,00;58,00;40,00;70,00;38,61;45,32;141,00;43,64
2021-09-19;48,00;50,00;64,00;40,00;62,00;36,00;48,00;104,57;42,86
2021-09-26;45,00;49,00;59,00;38,00;63,00;38,33;43,33;85,00;41,67
2021-10-03;46,00;48,00;62,00;41,00;67,00;39,19;46,00;109,04;42,59
2021-10-10;49,00;44,00;62,00;41,00;66,00;38,86;54,07;91,24;43,93
2021-10-17;49,00;50,00;55,00;39,00;61,00;37,17;43,93;79,41;40,55
2021-10-24;47,00;50,00;48,00;34,00;59,00;38,61;36,93;70,50;40,29
2021-10-31;47,00;50,00;50,00;35,00;61,00;40,29;38,61;65,46;41,96
2021-11-07;46,00;48,00;50,00;31,00;63,00;37,48;35,78;68,15;42,59
2021-11-14;44,00;45,00;45,00;30,00;59,00;38,92;37,23;64,31;40,62
2021-11-21;41,00;40,00;41,00;26,00;56,00;34,44;32,80;72,16;42,64
2021-11-28;42,00;50,00;57,00;26,00;64,00;36,96;38,64;114,24;52,08
2021-12-05;40,00;45,00;49,00;28,00;60,00;33,33;36,67;91,67;45,00
2021-12-12;44,00;55,00;54,00;32,00;63,00;42,31;49,08;108,31;45,69
2021-12-19;45,00;51,00;49,00;36,00;52,00;38,33;50,00;76,67;43,33
2021-12-26;51,00;59,00;55,00;42,00;59,00;42,50;47,60;76,50;45,90
2022-01-02;53,00;61,00;52,00;44,00;68,00;42,74;54,71;106,00;47,87
2022-01-09;49,00;61,00;52,00;41,00;61,00;33,79;47,31;104,76;43,93
2022-01-16;52,00;61,00;51,00;40,00;65,00;33,55;46,97;88,90;43,61
2022-01-23;57,00;64,00;60,00;42,00;69,00;38,56;50,29;97,24;43,59
2022-01-30;59,00;63,00;65,00;45,00;72,00;40,46;52,26;97,77;45,51
2022-02-06;63,00;63,00;63,00;47,00;73,00;43,11;53,05;102,79;44,76
2022-02-13;66,00;63,00;69,00;48,00;70,00;49,08;55,85;91,38;44,00
2022-02-20;62,00;60,00;62,00;43,00;71,00;46,92;46,92;85,46;46,92
2022-02-27;52,00;54,00;55,00;37,00;65,00;41,94;41,94;83,87;45,29
2022-03-06;56,00;55,00;61,00;39,00;62,00;42,42;44,12;83,15;49,21
2022-03-13;58,00;53,00;56,00;38,00;66,00;43,09;44,74;96,11;46,40
2022-03-20;56,00;51,00;68,00;38,00;70,00;47,76;42,82;88,94;44,47
2022-03-27;55,00;58,00;61,00;40,00;70,00;53,33;43,33;90,00;43,33
2022-04-03;59,00;58,00;65,00;43,00;74,00;57,31;48,89;101,14;45,51
2022-04-10;57,00;53,00;71,00;43,00;78,00;55,32;48,62;88,85;43,59
2022-04-17;62,00;53,00;67,00;44,00;77,00;62,00;50,27;92,16;43,57
2022-04-24;60,00;53,00;68,00;40,00;76,00;61,71;53,14;94,29;42,86
2022-05-01;60,00;52,00;61,00;42,00;75,00;63,33;48,33;90,00;41,67
2022-05-08;61,00;53,00;65,00;43,00;78,00;66,08;49,14;91,50;44,06
2022-05-15;60,00;55,00;63,00;42,00;83,00;66,86;44,57;89,14;46,29
2022-05-22;59,00;53,00;69,00;47,00;79,00;64,06;48,89;91,03;43,83
2022-05-29;56,00;57,00;61,00;46,00;82,00;69,58;45,82;84,85;45,82
2022-06-05;58,00;59,00;68,00;50,00;86,00;74,57;44,74;82,86;46,40
2022-06-12;58,00;53,00;55,00;46,00;80,00;71,65;42,65;80,18;47,76
2022-06-19;59,00;58,00;62,00;45,00;86,00;72,49;42,14;79,23;45,51
2022-06-26;60,00;62,00;70,00;47,00;93,00;75,00;40,00;76,67;45,00
