Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-10-03;17,00;21,64;13,91;4,64;3,09;4,00;15,00;10,00;5,00
2021-10-10;17,00;20,09;13,91;4,64;3,09;6,00;18,00;9,00;6,00
2021-10-17;20,00;16,92;20,00;4,62;3,08;6,00;15,00;9,00;6,00
2021-10-24;20,00;21,54;18,46;4,62;4,62;6,00;16,00;9,00;6,00
2021-10-31;25,00;25,00;23,53;5,88;5,88;8,00;16,00;11,00;7,00
2021-11-07;31,00;27,90;24,80;6,20;7,75;11,00;19,00;12,00;7,00
2021-11-14;28,00;19,16;22,11;5,89;7,37;12,00;19,00;12,00;8,00
2021-11-21;30,00;19,50;31,50;7,50;10,50;16,00;17,00;13,00;9,00
2021-11-28;43,00;26,11;46,07;7,68;13,82;22,00;18,00;11,00;9,00
2021-12-05;54,00;28,50;69,00;12,00;16,50;27,00;23,00;12,00;11,00
2021-12-12;63,00;37,50;81,00;13,50;13,50;22,00;30,00;15,00;13,00
2021-12-19;81,00;45,85;81,00;16,81;12,23;25,00;63,00;14,00;15,00
2021-12-26;100,00;62,12;124,24;19,70;22,73;42,00;63,00;19,00;18,00
2022-01-02;77,00;70,96;101,16;19,63;19,63;39,00;58,00;25,00;17,00
2022-01-09;81,00;56,55;88,64;19,87;18,34;25,00;51,00;30,00;16,00
2022-01-16;90,00;56,44;90,00;18,31;16,78;24,00;44,00;28,00;15,00
2022-01-23;81,00;48,91;90,17;15,28;13,75;21,00;50,00;24,00;13,00
2022-01-30;84,00;56,51;90,11;15,27;13,75;21,00;46,00;23,00;13,00
2022-02-06;87,00;39,68;94,63;13,74;15,26;19,00;43,00;22,00;13,00
2022-02-13;78,00;45,00;88,50;13,50;10,50;21,00;42,00;20,00;12,00
2022-02-20;65,00;39,30;80,12;10,58;12,09;19,00;39,00;18,00;11,00
2022-02-27;46,00;29,13;65,93;10,73;7,67;16,00;27,00;14,00;9,00
2022-03-06;33,00;31,50;46,50;7,50;7,50;13,00;27,00;14,00;9,00
2022-03-13;27,00;24,00;40,50;6,00;7,50;10,00;17,00;11,00;7,00
2022-03-20;17,00;23,18;35,55;4,64;4,64;8,00;11,00;11,00;5,00
2022-03-27;15,00;27,00;19,50;4,50;3,00;6,00;9,00;10,00;4,00
2022-04-03;15,00;19,50;22,50;3,00;6,00;6,00;8,00;9,00;4,00
2022-04-10;13,00;11,38;24,38;3,25;4,88;5,00;5,00;7,00;3,00
2022-04-17;8,00;6,40;12,80;1,60;1,60;4,00;4,00;6,00;3,00
2022-04-24;5,00;5,00;5,00;1,25;1,25;2,00;5,00;5,00;3,00
2022-05-01;4,00;2,67;2,67;1,33;1,33;2,00;4,00;4,00;2,00
2022-05-08;4,00;4,00;4,00;1,33;1,33;1,00;4,00;4,00;2,00
2022-05-15;3,00;3,00;4,50;0,75;1,50;1,00;4,00;4,00;2,00
2022-05-22;5,00;5,00;3,33;0,83;1,67;2,00;4,00;4,00;2,00
2022-05-29;5,00;5,00;5,00;0,83;1,67;2,00;4,00;5,00;3,00
2022-06-05;4,00;4,00;4,00;1,33;1,33;2,00;7,00;5,00;2,00
2022-06-12;4,00;5,33;5,33;1,33;1,33;2,00;5,00;4,00;2,00
2022-06-19;4,00;6,00;8,00;2,00;2,00;3,00;6,00;4,00;3,00
2022-06-26;6,00;4,50;4,50;1,50;1,50;3,00;6,00;5,00;3,00
