Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2019-08-11;57,00;12,00;14,00;26,00;58,00;14,00;32,00;31,00;1,00
2019-08-18;57,00;8,00;13,00;29,00;53,00;17,00;30,00;28,00;1,00
2019-08-25;53,00;18,00;16,00;29,00;48,00;14,00;24,00;28,00;1,00
2019-09-01;54,00;16,00;15,00;25,00;40,00;15,00;32,00;30,00;1,00
2019-09-08;74,00;20,00;15,00;21,00;46,00;10,00;41,00;32,00;1,00
2019-09-15;56,00;15,00;17,00;19,00;44,00;12,00;40,00;34,00;1,00
2019-09-22;87,00;19,00;16,00;23,00;51,00;12,00;40,00;35,00;1,00
2019-09-29;72,00;21,00;17,00;25,00;49,00;14,00;34,00;32,00;1,00
2019-10-06;59,00;17,00;15,00;20,00;50,00;14,00;39,00;29,00;1,00
2019-10-13;64,00;18,00;16,00;20,00;53,00;17,00;45,00;29,00;1,00
2019-10-20;62,00;17,00;11,00;16,00;61,00;16,00;30,00;30,00;1,00
2019-10-27;59,00;12,00;11,00;20,00;54,00;19,00;27,00;25,00;1,00
2019-11-03;57,00;10,00;10,00;20,00;52,00;12,00;32,00;25,00;1,00
2019-11-10;59,00;13,00;12,00;24,00;47,00;16,00;26,00;22,00;1,00
2019-11-17;65,00;10,00;12,00;31,00;51,00;21,00;28,00;20,00;1,00
2019-11-24;53,00;10,00;12,00;27,00;45,00;11,00;30,00;19,00;2,00
2019-12-01;45,00;12,00;10,00;18,00;41,00;14,00;25,00;18,00;1,00
2019-12-08;53,00;13,00;10,00;17,00;40,00;12,00;19,00;19,00;1,00
2019-12-15;50,00;11,00;10,00;14,00;44,00;10,00;22,00;20,00;1,00
2019-12-22;82,00;20,00;17,00;23,00;76,00;15,00;38,00;33,00;2,00
2019-12-29;82,00;13,00;19,00;21,00;57,00;17,00;32,00;48,00;2,00
2020-01-05;67,00;17,00;20,00;23,00;47,00;16,00;40,00;40,00;1,00
2020-01-12;65,00;19,00;21,00;26,00;50,00;21,00;42,00;38,00;2,00
2020-01-19;60,00;14,00;16,00;25,00;40,00;24,00;42,00;36,00;2,00
2020-01-26;59,00;15,00;15,00;21,00;38,00;21,00;32,00;34,00;1,00
2020-02-02;53,00;15,00;13,00;27,00;45,00;13,00;23,00;29,00;2,00
2020-02-09;48,00;11,00;13,00;26,00;44,00;13,00;22,00;33,00;1,00
2020-02-16;52,00;15,00;12,00;23,00;50,00;11,00;33,00;35,00;2,00
2020-02-23;62,00;16,00;11,00;24,00;54,00;7,00;28,00;28,00;2,00
2020-03-01;53,00;12,00;14,00;25,00;52,00;8,00;33,00;31,00;2,00
2020-03-08;92,00;17,00;22,00;30,00;100,00;6,00;49,00;46,00;2,00
2020-03-15;14,00;3,00;5,00;7,00;9,00;4,00;10,00;9,00;1,00
2020-03-22;15,00;4,00;5,00;7,00;9,00;5,00;7,00;8,00;1,00
2020-03-29;13,00;2,00;5,00;7,00;10,00;5,00;9,00;10,00;1,00
2020-04-05;15,00;4,00;5,00;8,00;9,00;4,00;9,00;11,00;1,00
2020-04-12;18,00;3,00;6,00;7,00;18,00;5,00;8,00;11,00;1,00
2020-04-19;15,00;9,00;5,00;6,00;12,00;4,00;8,00;10,00;1,00
2020-04-26;10,00;4,00;4,00;7,00;16,00;3,00;8,00;11,00;1,00
2020-05-03;10,00;5,00;5,00;5,00;12,00;4,00;10,00;9,00;1,00
2020-05-10;11,00;5,00;6,00;7,00;13,00;4,00;10,00;9,00;1,00
2020-05-17;14,00;3,00;4,00;5,00;14,00;3,00;9,00;10,00;1,00
2020-05-24;15,00;2,00;6,00;8,00;17,00;4,00;12,00;11,00;1,00
2020-05-31;20,00;7,00;7,00;8,00;17,00;4,00;12,00;11,00;1,00
2020-06-07;17,00;6,00;7,00;9,00;18,00;4,00;19,00;10,00;1,00
2020-06-14;18,00;6,00;7,00;7,00;24,00;5,00;16,00;10,00;1,00
2020-06-21;28,00;9,00;8,00;8,00;30,00;5,00;18,00;15,00;1,00
2020-06-28;32,00;8,00;8,00;11,00;27,00;5,00;15,00;16,00;1,00
2020-07-05;36,00;8,00;10,00;8,00;28,00;3,00;24,00;14,00;1,00
2020-07-12;45,00;8,00;11,00;11,00;39,00;6,00;25,00;17,00;1,00
2020-07-19;32,00;7,00;11,00;8,00;32,00;4,00;23,00;17,00;1,00
2020-07-26;32,00;7,00;9,00;8,00;35,00;5,00;17,00;12,00;1,00
2020-08-02;19,00;5,00;8,00;8,00;34,00;5,00;14,00;11,00;1,00
2020-08-09;32,00;7,00;9,00;9,00;37,00;4,00;17,00;12,00;1,00
2020-08-16;25,00;5,00;7,00;9,00;34,00;5,00;16,00;9,00;1,00
2020-08-23;39,00;9,00;6,00;8,00;31,00;4,00;20,00;8,00;1,00
2020-08-30;27,00;3,00;4,00;8,00;28,00;4,00;11,00;9,00;1,00
2020-09-06;26,00;5,00;6,00;9,00;28,00;4,00;13,00;9,00;1,00
2020-09-13;22,00;4,00;5,00;8,00;29,00;2,00;10,00;8,00;1,00
2020-09-20;17,00;3,00;4,00;5,00;32,00;2,00;9,00;7,00;1,00
2020-09-27;25,00;3,00;3,00;6,00;36,00;3,00;8,00;7,00;1,00
2020-10-04;25,00;3,00;4,00;8,00;38,00;3,00;8,00;7,00;1,00
2020-10-11;17,00;3,00;3,00;7,00;42,00;2,00;8,00;6,00;1,00
2020-10-18;10,00;1,00;4,00;7,00;42,00;3,00;6,00;6,00;1,00
2020-10-25;15,00;5,00;3,00;6,00;35,00;2,00;7,00;7,00;1,00
2020-11-01;19,00;4,00;2,00;5,00;43,00;1,00;3,00;5,00;1,00
2020-11-08;11,00;3,00;3,00;5,00;14,00;2,00;6,00;5,00;1,00
2020-11-15;12,00;1,00;3,00;5,00;13,00;2,00;7,00;7,00;1,00
2020-11-22;10,00;2,00;2,00;4,00;14,00;2,00;7,00;6,00;1,00
2020-11-29;13,00;1,00;3,00;7,00;11,00;3,00;8,00;5,00;1,00
2020-12-06;8,00;3,00;2,00;5,00;12,00;3,00;10,00;6,00;1,00
2020-12-13;8,00;2,00;2,00;5,00;11,00;2,00;7,00;5,00;1,00
2020-12-20;14,00;3,00;3,00;4,00;13,00;3,00;6,00;6,00;1,00
2020-12-27;14,00;2,00;3,00;7,00;14,00;5,00;3,00;8,00;0,00
2021-01-03;11,00;1,00;4,00;5,00;11,00;3,00;7,00;7,00;1,00
2021-01-10;14,00;1,00;2,00;6,00;10,00;3,00;7,00;8,00;1,00
2021-01-17;7,00;3,00;3,00;4,00;15,00;3,00;5,00;7,00;1,00
2021-01-24;8,00;1,00;2,00;4,00;8,00;2,00;6,00;6,00;1,00
2021-01-31;9,00;3,00;2,00;5,00;8,00;4,00;5,00;6,00;1,00
2021-02-07;15,00;2,00;2,00;5,00;8,00;2,00;2,00;7,00;1,00
2021-02-14;15,00;3,00;2,00;5,00;12,00;3,00;7,00;6,00;1,00
2021-02-21;10,00;2,00;2,00;7,00;12,00;3,00;9,00;9,00;1,00
2021-02-28;12,00;3,00;3,00;6,00;10,00;2,00;7,00;8,00;1,00
2021-03-07;8,00;3,00;3,00;6,00;12,00;2,00;9,00;8,00;1,00
2021-03-14;11,00;4,00;3,00;6,00;11,00;2,00;8,00;9,00;1,00
2021-03-21;8,00;2,00;3,00;4,00;6,00;2,00;5,00;5,00;1,00
2021-03-28;6,00;3,00;2,00;5,00;7,00;2,00;4,00;4,00;1,00
2021-04-04;12,00;3,00;3,00;6,00;9,00;3,00;8,00;6,00;1,00
2021-04-11;11,00;3,00;3,00;5,00;10,00;3,00;9,00;6,00;1,00
2021-04-18;14,00;3,00;2,00;5,00;14,00;4,00;6,00;6,00;1,00
2021-04-25;15,00;2,00;3,00;7,00;19,00;3,00;11,00;6,00;1,00
2021-05-02;19,00;4,00;7,00;7,00;29,00;4,00;5,00;7,00;1,00
2021-05-09;27,00;6,00;9,00;8,00;24,00;3,00;10,00;7,00;1,00
2021-05-16;48,00;12,00;11,00;12,00;47,00;7,00;19,00;9,00;1,00
2021-05-23;41,00;4,00;8,00;12,00;34,00;5,00;15,00;9,00;1,00
2021-05-30;30,00;5,00;8,00;14,00;35,00;6,00;15,00;8,00;1,00
2021-06-06;30,00;7,00;9,00;17,00;33,00;6,00;15,00;8,00;1,00
2021-06-13;31,00;5,00;10,00;17,00;47,00;8,00;16,00;10,00;1,00
2021-06-20;41,00;9,00;12,00;20,00;57,00;7,00;25,00;10,00;1,00
2021-06-27;41,00;11,00;11,00;14,00;53,00;10,00;23,00;12,00;1,00
2021-07-04;51,00;9,00;12,00;16,00;56,00;7,00;16,00;10,00;1,00
2021-07-11;54,00;7,00;11,00;14,00;59,00;7,00;21,00;9,00;1,00
2021-07-18;42,00;6,00;10,00;16,00;52,00;7,00;19,00;9,00;1,00
2021-07-25;40,00;6,00;10,00;17,00;51,00;6,00;21,00;10,00;1,00
2021-08-01;41,00;10,00;10,00;16,00;56,00;7,00;25,00;12,00;1,00
2021-08-08;44,00;8,00;10,00;16,00;55,00;9,00;27,00;11,00;1,00
2021-08-15;54,00;10,00;10,00;19,00;54,00;11,00;21,00;13,00;1,00
2021-08-22;46,00;12,00;8,00;17,00;53,00;8,00;21,00;12,00;1,00
2021-08-29;44,00;10,00;9,00;16,00;51,00;9,00;21,00;14,00;1,00
2021-09-05;59,00;14,00;11,00;21,00;46,00;11,00;26,00;16,00;1,00
2021-09-12;53,00;12,00;9,00;20,00;52,00;9,00;35,00;15,00;1,00
2021-09-19;49,00;14,00;9,00;15,00;56,00;9,00;29,00;16,00;1,00
2021-09-26;45,00;16,00;11,00;21,00;56,00;11,00;33,00;16,00;1,00
2021-10-03;43,00;13,00;13,00;20,00;55,00;11,00;27,00;18,00;1,00
2021-10-10;54,00;23,00;13,00;23,00;69,00;13,00;34,00;15,00;1,00
