Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-04-25;58,00;35,44;13,96;11,81;22,56;9,00;9,00;28,00;9,00
2021-05-02;74,00;10,57;47,57;13,74;34,89;4,00;6,00;24,00;13,00
2021-05-09;69,00;17,25;0,00;20,48;42,05;8,00;18,00;22,00;12,00
2021-05-16;44,00;5,37;27,90;28,98;57,95;5,00;20,00;25,00;12,00
2021-05-23;40,00;6,32;14,74;27,37;63,16;7,00;15,00;4,00;9,00
2021-05-30;42,00;18,31;21,54;32,31;81,85;10,00;18,00;23,00;9,00
2021-06-06;67,00;23,40;7,44;27,65;63,81;16,00;18,00;13,00;9,00
2021-06-13;44,00;17,17;28,98;27,90;49,37;12,00;6,00;18,00;12,00
2021-06-20;40,00;30,27;21,62;12,97;72,43;16,00;18,00;15,00;7,00
2021-06-27;46,00;29,27;34,50;20,91;70,05;15,00;62,00;11,00;11,00
2021-07-04;90,00;37,06;0,00;28,59;73,06;17,00;27,00;25,00;7,00
2021-07-11;72,00;25,79;22,57;27,94;83,82;13,00;15,00;25,00;7,00
2021-07-18;50,00;21,28;8,51;17,02;87,23;16,00;7,00;10,00;10,00
2021-07-25;64,00;26,67;16,00;22,40;83,20;10,00;42,00;18,00;8,00
2021-08-01;97,00;33,04;33,04;39,44;72,48;18,00;27,00;21,00;7,00
2021-08-08;80,00;33,07;49,07;30,93;69,33;14,00;31,00;24,00;10,00
2021-08-15;63,00;6,41;23,49;16,02;61,93;26,00;20,00;21,00;9,00
2021-08-22;54,00;40,24;31,76;27,53;40,24;8,00;24,00;15,00;9,00
2021-08-29;60,00;20,00;15,79;21,05;36,84;6,00;7,00;16,00;7,00
2021-09-05;39,00;7,38;23,19;27,41;52,70;11,00;21,00;19,00;10,00
2021-09-12;36,00;27,53;38,12;21,18;33,88;7,00;10,00;16,00;8,00
2021-09-19;54,00;20,52;16,20;19,44;41,04;6,00;20,00;29,00;9,00
2021-09-26;67,00;20,21;7,44;19,14;28,71;2,00;20,00;22,00;8,00
2021-10-03;68,00;6,38;7,44;24,44;18,06;8,00;26,00;16,00;7,00
2021-10-10;77,00;14,97;36,36;14,97;28,88;2,00;8,00;21,00;6,00
