Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-02-09;32,00;37,00;54,00;37,00;58,00;46,34;33,10;60,69;34,21
2020-02-16;32,00;38,00;59,00;37,00;59,00;45,24;36,41;58,48;35,31
2020-02-23;28,00;34,00;49,00;32,00;59,00;30,24;30,24;57,12;34,72
2020-03-01;24,00;29,00;41,00;30,00;50,00;28,36;28,36;51,27;31,64
2020-03-08;20,00;22,00;31,00;26,00;34,00;12,22;23,33;44,44;31,11
2020-03-15;10,00;12,00;18,00;14,00;18,00;11,11;13,33;34,44;22,22
2020-03-22;7,00;8,00;13,00;10,00;13,00;9,33;9,33;23,33;18,67
2020-03-29;7,00;9,00;13,00;8,00;11,00;10,50;8,17;18,67;15,17
2020-04-05;7,00;9,00;11,00;10,00;13,00;9,33;7,00;22,17;16,33
2020-04-12;6,00;7,00;18,00;10,00;12,00;8,00;7,00;18,00;14,00
2020-04-19;7,00;8,00;17,00;9,00;11,00;10,50;9,33;19,83;16,33
2020-04-26;6,00;8,00;19,00;9,00;12,00;9,00;10,00;17,00;14,00
2020-05-03;7,00;8,00;24,00;14,00;12,00;10,50;12,83;22,17;18,67
2020-05-10;8,00;7,00;26,00;15,00;14,00;13,71;16,00;24,00;21,71
2020-05-17;10,00;10,00;34,00;20,00;17,00;20,00;20,00;24,44;24,44
2020-05-24;12,00;12,00;37,00;21,00;23,00;24,00;19,64;24,00;22,91
2020-05-31;17,00;18,00;42,00;25,00;25,00;36,27;20,40;26,07;24,93
2020-06-07;19,00;22,00;46,00;27,00;29,00;43,59;25,71;25,71;30,18
2020-06-14;21,00;27,00;48,00;28,00;35,00;54,16;28,74;29,84;30,95
2020-06-21;24,00;27,00;52,00;28,00;42,00;70,91;27,27;34,91;30,55
2020-06-28;27,00;31,00;50,00;31,00;50,00;83,25;31,50;37,13;28,13
2020-07-05;31,00;32,00;60,00;35,00;55,00;86,36;37,64;43,18;27,68
2020-07-12;31,00;32,00;67,00;37,00;51,00;87,46;38,75;45,39;28,79
2020-07-19;30,00;30,00;76,00;36,00;55,00;92,22;40,00;52,22;31,11
2020-07-26;34,00;25,00;64,00;35,00;63,00;96,33;39,67;54,40;31,73
2020-08-02;38,00;27,00;68,00;37,00;73,00;99,89;36,91;53,20;30,40
2020-08-09;37,00;27,00;58,00;35,00;68,00;108,82;29,38;51,15;29,38
2020-08-16;32,00;27,00;58,00;33,00;68,00;93,79;29,79;54,07;27,59
2020-08-23;25,00;26,00;53,00;31,00;55,00;70,45;31,82;57,95;28,41
2020-08-30;24,00;25,00;55,00;33,00;49,00;58,29;30,86;54,86;28,57
2020-09-06;24,00;26,00;58,00;34,00;44,00;48,00;30,55;46,91;26,18
2020-09-13;21,00;20,00;50,00;29,00;35,00;40,89;25,42;44,21;24,32
2020-09-20;19,00;17,00;49,00;27,00;32,00;29,06;22,35;41,35;25,71
2020-09-27;18,00;17,00;50,00;26,00;29,00;26,47;16,94;39,18;25,41
2020-10-04;19,00;18,00;50,00;22,00;34,00;25,71;20,12;42,47;29,06
2020-10-11;18,00;12,00;40,00;20,00;27,00;22,24;16,94;37,06;27,53
2020-10-18;18,00;12,00;30,00;15,00;22,00;18,00;18,00;38,25;28,13
2020-10-25;12,00;10,00;25,00;12,00;18,00;15,60;14,40;32,40;24,00
2020-11-01;8,00;10,00;19,00;8,00;15,00;9,14;14,86;25,14;20,57
2020-11-08;8,00;12,00;21,00;9,00;17,00;9,00;13,00;25,00;21,00
2020-11-15;8,00;12,00;22,00;8,00;16,00;10,00;14,00;22,00;20,00
2020-11-22;9,00;12,00;23,00;8,00;16,00;10,13;16,88;27,00;22,50
2020-11-29;10,00;11,00;25,00;8,00;18,00;12,22;18,89;24,44;20,00
2020-12-06;11,00;10,00;23,00;8,00;18,00;13,20;17,60;26,40;20,90
2020-12-13;12,00;11,00;27,00;7,00;18,00;12,00;12,00;25,09;21,82
2020-12-20;12,00;11,00;26,00;9,00;18,00;12,00;10,91;24,00;24,00
2020-12-27;14,00;14,00;34,00;11,00;19,00;11,85;14,00;22,62;26,92
2021-01-03;14,00;14,00;30,00;11,00;18,00;15,17;11,67;24,50;26,83
2021-01-10;13,00;14,00;26,00;10,00;17,00;13,00;10,64;21,27;27,18
2021-01-17;13,00;13,00;28,00;9,00;16,00;15,36;11,82;23,64;26,00
2021-01-24;11,00;12,00;32,00;9,00;15,00;16,50;9,90;19,80;25,30
2021-01-31;13,00;14,00;36,00;10,00;17,00;19,50;13,00;17,33;24,92
2021-02-07;15,00;14,00;42,00;10,00;19,00;21,92;15,00;23,08;31,15
2021-02-14;16,00;15,00;43,00;11,00;21,00;19,20;18,13;22,40;35,20
2021-02-21;14,00;11,00;39,00;10,00;22,00;17,23;17,23;23,69;30,15
2021-02-28;13,00;14,00;36,00;11,00;23,00;15,17;15,17;21,67;30,33
2021-03-07;13,00;15,00;37,00;11,00;25,00;13,00;15,17;23,83;33,58
2021-03-14;13,00;13,00;40,00;11,00;26,00;14,18;16,55;28,36;39,00
2021-03-21;13,00;12,00;38,00;9,00;27,00;14,08;16,25;24,92;42,25
2021-03-28;11,00;12,00;37,00;9,00;28,00;16,50;13,20;22,00;42,90
2021-04-04;10,00;15,00;41,00;10,00;24,00;21,11;16,67;21,11;46,67
2021-04-11;11,00;17,00;39,00;9,00;25,00;22,00;16,50;22,00;44,00
2021-04-18;12,00;14,00;39,00;9,00;25,00;26,18;19,64;25,09;43,64
2021-04-25;15,00;16,00;40,00;11,00;31,00;33,46;21,92;27,69;42,69
2021-05-02;20,00;18,00;43,00;16,00;37,00;37,78;24,44;28,89;44,44
2021-05-09;22,00;22,00;49,00;21,00;43,00;41,80;25,30;30,80;44,00
2021-05-16;23,00;24,00;53,00;27,00;51,00;49,29;25,19;33,95;41,62
2021-05-23;23,00;27,00;51,00;31,00;56,00;52,57;26,29;37,24;43,81
2021-05-30;25,00;24,00;57,00;34,00;59,00;70,45;27,27;40,91;43,18
2021-06-06;28,00;27,00;59,00;35,00;67,00;69,44;30,24;40,32;42,56
2021-06-13;27,00;26,00;63,00;35,00;65,00;83,25;30,38;37,13;43,88
2021-06-20;28,00;33,00;61,00;37,00;78,00;82,88;34,72;41,44;44,80
2021-06-27;29,00;34,00;60,00;37,00;77,00;91,46;34,58;39,04;44,62
2021-07-04;32,00;39,00;69,00;41,00;83,00;90,48;33,10;41,93;44,14
2021-07-11;31,00;38,00;72,00;39,00;81,00;84,14;33,21;43,18;44,29
2021-07-18;32,00;38,00;76,00;40,00;82,00;90,48;39,72;44,14;44,14
2021-07-25;37,00;40,00;76,00;41,00;83,00;90,82;45,97;48,21;41,48
2021-08-01;39,00;40,00;70,00;42,00;91,00;100,29;49,03;50,14;39,00
2021-08-08;40,00;42,00;66,00;44,00;98,00;108,11;46,49;49,73;36,76
2021-08-15;37,00;38,00;62,00;41,00;92,00;105,39;42,61;53,82;38,12
2021-08-22;32,00;34,00;60,00;40,00;80,00;80,55;38,62;47,45;33,10
2021-08-29;29,00;32,00;63,00;40,00;67,00;68,04;36,81;45,73;36,81
2021-09-05;28,00;33,00;60,00;39,00;65,00;59,36;33,60;45,92;34,72
2021-09-12;26,00;31,00;57,00;37,00;57,00;44,42;32,50;45,50;34,67
2021-09-19;27,00;28,00;55,00;35,00;51,00;45,00;32,63;45,00;34,88
2021-09-26;27,00;27,00;55,00;34,00;51,00;40,50;29,25;41,63;34,88
2021-10-03;26,00;28,00;57,00;37,00;57,00;36,83;29,25;42,25;33,58
2021-10-10;27,00;28,00;60,00;37,00;52,00;37,13;33,75;43,88;34,88
