Paris;DE;BE;CH;ES;FR;IT;NL;GB;US
2020-10-25;6,00;24,00;30,00;12,00;228,00;25,00;11,00;10,00;7,00
2020-11-01;5,00;15,00;10,00;10,00;105,00;46,00;14,00;9,00;5,00
2020-11-08;6,00;24,00;24,00;18,00;138,00;18,00;10,00;11,00;7,00
2020-11-15;5,00;20,00;15,00;10,00;120,00;13,00;10,00;11,00;7,00
2020-11-22;6,00;30,00;18,00;18,00;168,00;16,00;10,00;10,00;7,00
2020-11-29;5,00;17,50;7,50;7,50;75,00;19,00;16,00;12,00;7,00
2020-12-06;8,00;20,00;12,00;12,00;136,00;24,00;19,00;11,00;7,00
2020-12-13;5,00;35,00;20,00;10,00;180,00;13,00;15,00;11,00;7,00
2020-12-20;7,00;42,00;14,00;21,00;273,00;16,00;10,00;13,00;8,00
2020-12-27;6,00;21,00;15,00;9,00;117,00;22,00;14,00;8,00;8,00
2021-01-03;6,00;30,00;18,00;18,00;240,00;19,00;19,00;12,00;7,00
2021-01-10;7,00;17,50;10,50;14,00;129,50;19,00;15,00;10,00;7,00
2021-01-17;6,00;30,00;18,00;18,00;204,00;19,00;22,00;12,00;7,00
2021-01-24;7,00;17,50;10,50;7,00;105,00;18,00;18,00;7,00;7,00
2021-01-31;5,00;12,50;10,00;5,00;77,50;16,00;14,00;9,00;7,00
2021-02-07;6,00;30,00;24,00;24,00;222,00;18,00;13,00;9,00;7,00
2021-02-14;7,00;17,50;21,00;10,50;150,50;13,00;19,00;7,00;8,00
2021-02-21;6,00;12,00;15,00;9,00;111,00;18,00;13,00;10,00;6,00
2021-02-28;6,00;30,00;24,00;18,00;228,00;16,00;17,00;9,00;8,00
2021-03-07;5,00;35,00;30,00;15,00;260,00;16,00;12,00;10,00;8,00
2021-03-14;6,00;15,00;9,00;9,00;108,00;19,00;13,00;9,00;7,00
2021-03-21;4,00;16,00;12,00;16,00;128,00;16,00;13,00;9,00;8,00
2021-03-28;5,00;10,00;15,00;10,00;170,00;14,00;17,00;6,00;8,00
2021-04-04;5,00;15,00;15,00;15,00;145,00;18,00;15,00;8,00;9,00
2021-04-11;5,00;10,00;5,00;5,00;75,00;17,00;11,00;4,00;9,00
2021-04-18;6,00;24,00;12,00;18,00;210,00;15,00;17,00;6,00;10,00
2021-04-25;7,00;35,00;28,00;21,00;245,00;17,00;17,00;6,00;9,00
2021-05-02;9,00;22,50;18,00;13,50;193,50;19,00;17,00;8,00;8,00
2021-05-09;8,00;24,00;20,00;12,00;180,00;21,00;19,00;9,00;9,00
2021-05-16;9,00;31,50;22,50;18,00;220,50;19,00;20,00;7,00;9,00
2021-05-23;10,00;50,00;20,00;30,00;270,00;21,00;20,00;6,00;9,00
2021-05-30;10,00;36,67;23,33;20,00;180,00;30,00;28,00;7,00;10,00
2021-06-06;14,00;60,67;28,00;23,33;280,00;30,00;40,00;8,00;10,00
2021-06-13;13,00;47,67;30,33;26,00;299,00;27,00;39,00;8,00;9,00
2021-06-20;17,00;51,00;34,00;25,50;267,75;24,00;61,00;9,00;10,00
2021-06-27;16,00;44,00;28,00;24,00;260,00;31,00;55,00;11,00;11,00
2021-07-04;19,00;57,00;41,80;22,80;269,80;29,00;56,00;13,00;12,00
2021-07-11;17,00;59,50;34,00;25,50;280,50;32,00;48,00;14,00;11,00
2021-07-18;20,00;56,00;36,00;20,00;264,00;25,00;59,00;10,00;11,00
2021-07-25;21,00;94,50;68,25;36,75;341,25;30,00;61,00;11,00;10,00
2021-08-01;23,00;69,00;55,20;36,80;340,40;29,00;61,00;14,00;10,00
2021-08-08;24,00;81,60;62,40;52,80;360,00;37,00;75,00;20,00;11,00
2021-08-15;19,00;68,40;34,20;38,00;262,20;39,00;69,00;14,00;11,00
2021-08-22;18,00;76,50;36,00;45,00;310,50;36,00;58,00;16,00;10,00
2021-08-29;21,00;58,80;25,20;46,20;264,60;44,00;54,00;17,00;10,00
2021-09-05;21,00;67,20;42,00;42,00;264,60;47,00;66,00;17,00;11,00
2021-09-12;32,00;86,86;54,86;45,71;292,57;43,00;65,00;19,00;10,00
2021-09-19;35,00;78,75;56,88;43,75;280,00;50,00;89,00;22,00;10,00
2021-09-26;32,00;91,43;73,14;54,86;320,00;59,00;93,00;26,00;11,00
2021-10-03;28,00;56,00;49,00;45,50;241,50;58,00;86,00;29,00;11,00
2021-10-10;31,00;85,25;62,00;54,25;279,00;61,00;97,00;31,00;12,00
