Paris;DE;BE;CH;ES;FR;IT;NL;GB;US
2019-11-10;23,00;69,00;46,00;42,17;295,17;67,00;52,00;35,00;13,00
2019-11-17;22,00;83,60;66,00;52,80;347,60;66,00;52,00;35,00;14,00
2019-11-24;22,00;79,20;66,00;48,40;321,20;70,00;49,00;34,00;11,00
2019-12-01;22,00;70,40;52,80;61,60;334,40;68,00;54,00;33,00;13,00
2019-12-08;20,00;68,00;44,00;36,00;304,00;60,00;56,00;31,00;14,00
2019-12-15;25,00;75,00;54,17;33,33;333,33;60,00;50,00;37,00;13,00
2019-12-22;32,00;80,00;64,00;44,00;340,00;79,00;78,00;40,00;17,00
2019-12-29;29,00;78,71;62,14;53,86;377,00;86,00;70,00;43,00;17,00
2020-01-05;28,00;68,00;48,00;48,00;300,00;75,00;62,00;45,00;18,00
2020-01-12;28,00;64,00;60,00;48,00;312,00;70,00;62,00;44,00;19,00
2020-01-19;24,00;76,00;44,00;48,00;316,00;65,00;59,00;47,00;19,00
2020-01-26;26,00;82,33;39,00;52,00;325,00;55,00;53,00;37,00;16,00
2020-02-02;20,00;88,00;48,00;44,00;308,00;48,00;59,00;37,00;15,00
2020-02-09;25,00;66,67;58,33;45,83;337,50;54,00;61,00;42,00;16,00
2020-02-16;27,00;81,00;54,00;54,00;382,50;49,00;56,00;42,00;16,00
2020-02-23;23,00;72,83;42,17;38,33;306,67;48,00;77,00;41,00;16,00
2020-03-01;23,00;69,00;38,33;34,50;268,33;42,00;43,00;38,00;17,00
2020-03-08;19,00;64,60;34,20;30,40;258,40;27,00;51,00;28,00;18,00
2020-03-15;11,00;33,00;22,00;14,67;150,33;26,00;26,00;20,00;12,00
2020-03-22;10,00;30,00;20,00;15,00;110,00;19,00;18,00;10,00;9,00
2020-03-29;9,00;31,50;18,00;9,00;94,50;17,00;21,00;12,00;7,00
2020-04-05;8,00;24,00;12,00;16,00;76,00;16,00;13,00;13,00;9,00
2020-04-12;5,00;25,00;15,00;20,00;90,00;21,00;14,00;13,00;8,00
2020-04-19;5,00;25,00;10,00;15,00;85,00;15,00;16,00;9,00;7,00
2020-04-26;5,00;20,00;20,00;15,00;105,00;12,00;11,00;9,00;6,00
2020-05-03;7,00;10,50;7,00;10,50;77,00;13,00;13,00;12,00;6,00
2020-05-10;7,00;17,50;14,00;10,50;94,50;15,00;17,00;13,00;6,00
2020-05-17;7,00;21,00;10,50;10,50;105,00;17,00;14,00;11,00;7,00
2020-05-24;6,00;30,00;30,00;12,00;228,00;14,00;21,00;10,00;7,00
2020-05-31;9,00;27,00;18,00;13,50;198,00;18,00;24,00;13,00;6,00
2020-06-07;11,00;29,33;18,33;14,67;161,33;16,00;24,00;15,00;7,00
2020-06-14;10,00;40,00;35,00;15,00;255,00;19,00;30,00;17,00;7,00
2020-06-21;9,00;45,00;18,00;18,00;247,50;18,00;33,00;18,00;7,00
2020-06-28;12,00;56,00;24,00;12,00;240,00;19,00;35,00;20,00;6,00
2020-07-05;17,00;59,50;17,00;17,00;263,50;19,00;56,00;21,00;6,00
2020-07-12;15,00;60,00;22,50;15,00;247,50;22,00;55,00;25,00;7,00
2020-07-19;18,00;76,50;27,00;22,50;274,50;18,00;56,00;24,00;8,00
2020-07-26;16,00;48,00;36,00;16,00;248,00;22,00;56,00;21,00;8,00
2020-08-02;14,00;56,00;46,67;23,33;298,67;22,00;39,00;20,00;8,00
2020-08-09;12,00;48,00;36,00;20,00;256,00;30,00;54,00;19,00;7,00
2020-08-16;13,00;52,00;21,67;26,00;255,67;21,00;30,00;13,00;7,00
2020-08-23;12,00;36,00;40,00;20,00;220,00;21,00;29,00;14,00;7,00
2020-08-30;8,00;40,00;16,00;16,00;216,00;17,00;21,00;15,00;7,00
2020-09-06;8,00;32,00;16,00;20,00;212,00;17,00;29,00;14,00;7,00
2020-09-13;8,00;40,00;20,00;20,00;212,00;18,00;28,00;13,00;7,00
2020-09-20;9,00;40,50;22,50;22,50;225,00;33,00;26,00;13,00;7,00
2020-09-27;10,00;26,67;16,67;16,67;143,33;21,00;20,00;11,00;7,00
2020-10-04;6,00;36,00;24,00;30,00;276,00;24,00;22,00;15,00;8,00
2020-10-11;9,00;31,50;22,50;18,00;216,00;21,00;17,00;14,00;8,00
2020-10-18;6,00;42,00;18,00;24,00;288,00;20,00;20,00;12,00;8,00
2020-10-25;6,00;12,00;9,00;9,00;108,00;18,00;15,00;10,00;7,00
2020-11-01;4,00;12,00;12,00;12,00;84,00;46,00;16,00;11,00;5,00
2020-11-08;5,00;20,00;20,00;15,00;120,00;22,00;19,00;9,00;6,00
2020-11-15;6,00;24,00;18,00;18,00;150,00;14,00;11,00;13,00;7,00
2020-11-22;5,00;30,00;20,00;15,00;140,00;17,00;10,00;10,00;7,00
2020-11-29;5,00;30,00;15,00;15,00;155,00;19,00;17,00;13,00;7,00
2020-12-06;8,00;20,00;16,00;16,00;136,00;19,00;19,00;11,00;7,00
2020-12-13;7,00;17,50;14,00;10,50;136,50;15,00;10,00;11,00;7,00
2020-12-20;5,00;40,00;20,00;15,00;210,00;19,00;17,00;11,00;7,00
2020-12-27;7,00;17,50;17,50;10,50;140,00;18,00;17,00;12,00;8,00
2021-01-03;7,00;21,00;14,00;14,00;143,50;20,00;17,00;10,00;7,00
2021-01-10;7,00;24,50;10,50;14,00;136,50;20,00;16,00;10,00;7,00
2021-01-17;6,00;30,00;12,00;18,00;210,00;19,00;16,00;11,00;7,00
2021-01-24;6,00;30,00;18,00;18,00;192,00;17,00;9,00;8,00;8,00
2021-01-31;7,00;17,50;17,50;7,00;115,50;17,00;14,00;9,00;6,00
2021-02-07;5,00;20,00;15,00;15,00;190,00;16,00;14,00;7,00;6,00
2021-02-14;6,00;30,00;36,00;18,00;264,00;14,00;15,00;10,00;8,00
2021-02-21;7,00;17,50;14,00;10,50;129,50;15,00;19,00;10,00;7,00
2021-02-28;8,00;24,00;16,00;16,00;148,00;15,00;13,00;9,00;7,00
2021-03-07;7,00;28,00;17,50;14,00;185,50;15,00;19,00;10,00;7,00
2021-03-14;6,00;42,00;18,00;18,00;228,00;14,00;19,00;10,00;7,00
2021-03-21;6,00;18,00;30,00;24,00;198,00;16,00;14,00;7,00;7,00
2021-03-28;6,00;30,00;12,00;12,00;204,00;12,00;11,00;8,00;9,00
2021-04-04;5,00;20,00;15,00;15,00;150,00;18,00;12,00;6,00;8,00
2021-04-11;6,00;12,00;9,00;9,00;96,00;19,00;19,00;6,00;10,00
2021-04-18;6,00;18,00;12,00;12,00;216,00;14,00;13,00;7,00;8,00
2021-04-25;7,00;24,50;10,50;10,50;126,00;19,00;17,00;7,00;8,00
2021-05-02;7,00;17,50;17,50;10,50;150,50;20,00;16,00;6,00;9,00
2021-05-09;7,00;28,00;17,50;14,00;161,00;16,00;25,00;7,00;8,00
2021-05-16;8,00;32,00;24,00;20,00;196,00;21,00;19,00;7,00;9,00
2021-05-23;13,00;34,67;17,33;21,67;238,33;21,00;22,00;8,00;9,00
2021-05-30;10,00;30,00;26,67;16,67;180,00;30,00;31,00;7,00;10,00
2021-06-06;12,00;44,00;32,00;24,00;248,00;27,00;31,00;7,00;11,00
2021-06-13;12,00;36,00;20,00;24,00;260,00;27,00;42,00;10,00;10,00
2021-06-20;17,00;46,75;34,00;21,25;280,50;28,00;48,00;8,00;11,00
2021-06-27;19,00;49,40;26,60;22,80;250,80;30,00;52,00;10,00;11,00
2021-07-04;19,00;61,75;61,75;28,50;346,75;26,00;44,00;14,00;11,00
2021-07-11;17,00;72,25;34,00;25,50;293,25;27,00;58,00;12,00;11,00
2021-07-18;19,00;61,75;52,25;28,50;313,50;33,00;56,00;11,00;11,00
2021-07-25;17,00;72,25;34,00;29,75;272,00;29,00;59,00;11,00;10,00
2021-08-01;20,00;52,00;44,00;32,00;300,00;30,00;77,00;14,00;8,00
2021-08-08;21,00;79,80;37,80;46,20;319,20;42,00;71,00;19,00;12,00
2021-08-15;22,00;74,80;30,80;44,00;308,00;34,00;62,00;16,00;10,00
2021-08-22;19,00;90,25;38,00;47,50;318,25;36,00;47,00;16,00;9,00
2021-08-29;19,00;49,40;41,80;34,20;247,00;36,00;46,00;17,00;10,00
2021-09-05;22,00;70,40;57,20;39,60;290,40;48,00;54,00;17,00;11,00
2021-09-12;27,00;73,29;38,57;42,43;258,43;52,00;74,00;17,00;10,00
2021-09-19;32,00;60,00;64,00;36,00;276,00;51,00;81,00;21,00;10,00
2021-09-26;31,00;73,63;54,25;50,38;275,13;55,00;79,00;21,00;12,00
2021-10-03;28,00;88,00;56,00;44,00;292,00;61,00;88,00;30,00;11,00
2021-10-10;31,00;97,43;70,86;62,00;318,86;64,00;86,00;27,00;12,00
2021-10-17;28,00;68,00;96,00;44,00;324,00;57,00;100,00;30,00;11,00
2021-10-24;25,00;95,83;62,50;50,00;370,83;63,00;83,00;25,00;11,00
