Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
20/12/2020;19;2;3;6;14;3;7;6;1
27/12/2020;17;2;4;7;14;4;7;10;1
03/01/2021;14;1;4;7;12;2;8;7;1
10/01/2021;15;4;3;4;10;3;6;9;1
17/01/2021;9;4;2;5;13;3;4;7;1
24/01/2021;5;1;2;4;8;3;6;8;1
31/01/2021;9;1;3;6;8;3;6;7;1
07/02/2021;17;3;3;6;9;3;2;6;1
14/02/2021;12;4;3;5;10;3;8;7;1
21/02/2021;12;2;3;6;11;2;5;9;1
28/02/2021;12;3;3;6;10;3;4;8;1
07/03/2021;12;5;3;7;14;2;6;8;1
14/03/2021;14;4;3;5;11;2;6;8;1
21/03/2021;6;3;3;5;8;3;5;5;1
28/03/2021;7;3;2;6;7;2;3;5;1
04/04/2021;12;1;3;6;10;3;7;6;1
11/04/2021;15;4;3;6;12;4;6;6;1
18/04/2021;15;6;2;5;12;3;5;6;1
25/04/2021;15;5;3;7;17;4;8;6;1
02/05/2021;17;3;6;8;29;3;7;6;1
09/05/2021;25;4;11;7;24;3;13;7;1
16/05/2021;59;8;12;12;47;6;21;9;1
23/05/2021;47;9;9;14;35;5;17;9;1
30/05/2021;30;4;8;14;36;7;15;8;1
06/06/2021;31;7;9;15;34;6;11;9;1
13/06/2021;37;10;10;16;48;6;15;9;1
20/06/2021;42;6;12;19;57;6;25;10;1
27/06/2021;45;8;12;16;53;9;21;11;1
04/07/2021;60;12;13;13;56;6;26;11;1
11/07/2021;50;10;10;13;58;6;22;11;1
18/07/2021;45;7;11;18;52;7;19;9;1
25/07/2021;45;8;12;19;51;6;24;11;1
01/08/2021;44;13;10;12;57;7;24;13;1
08/08/2021;45;8;9;15;54;9;31;11;1
15/08/2021;46;11;10;20;54;10;23;14;1
22/08/2021;46;11;8;17;55;7;18;12;1
29/08/2021;48;15;9;20;49;12;17;13;1
05/09/2021;50;12;10;18;49;11;29;15;1
12/09/2021;47;13;10;18;50;10;30;15;1
19/09/2021;52;12;11;20;54;9;32;17;1
26/09/2021;53;14;11;19;53;12;37;17;1
03/10/2021;47;14;13;18;56;13;30;18;1
10/10/2021;41;19;14;25;70;14;30;16;1
17/10/2021;61;21;13;18;70;13;36;16;1
24/10/2021;34;17;9;20;76;19;24;17;1
