Hotel;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-06-06;27,00;26,00;56,00;35,00;63,00;64,80;30,24;37,80;41,04
2021-06-13;26,00;25,00;58,00;34,00;66,00;76,92;27,08;34,67;43,33
2021-06-20;28,00;32,00;58,00;36,00;74,00;81,76;33,60;40,32;43,68
2021-06-27;29,00;33,00;60,00;36,00;77,00;85,88;33,46;39,04;43,50
2021-07-04;32,00;35,00;68,00;40,00;78,00;89,38;35,31;39,72;43,03
2021-07-11;31,00;36,00;68,00;37,00;79,00;81,93;36,54;43,18;43,18
2021-07-18;31,00;39,00;80,00;39,00;78,00;86,59;37,41;42,76;41,69
2021-07-25;34,00;37,00;72,00;40,00;80,00;85,55;42,77;47,16;40,58
2021-08-01;39,00;38,00;73,00;41,00;88,00;95,33;47,67;48,75;36,83
2021-08-08;40,00;38,00;70,00;41,00;99,00;108,11;44,32;49,73;36,76
2021-08-15;35,00;39,00;64,00;39,00;90,00;101,72;42,66;50,31;36,09
2021-08-22;31,00;35,00;58,00;39,00;80,00;77,50;37,64;47,61;33,21
2021-08-29;28,00;34,00;62,00;39,00;65,00;66,08;33,60;45,92;35,84
2021-09-05;27,00;31,00;57,00;38,00;63,00;56,16;32,40;43,20;33,48
2021-09-12;26,00;28,00;55,00;36,00;55,00;44,42;31,42;43,33;34,67
2021-09-19;26,00;27,00;53,00;36,00;51,00;44,09;31,65;45,22;33,91
2021-09-26;26,00;27,00;55,00;33,00;49,00;36,83;28,17;40,08;32,50
2021-10-03;26,00;29,00;57,00;36,00;53,00;36,17;29,39;42,96;35,04
2021-10-10;27,00;28,00;61,00;35,00;50,00;36,72;30,24;39,96;33,48
2021-10-17;26,00;27,00;49,00;33,00;46,00;36,83;29,25;40,08;31,42
2021-10-24;28,00;28,00;43,00;28,00;43,00;38,08;25,76;39,20;31,36
