Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-15;41,00;57,00;15,00;10,00;6,00;13,67;89,45;9,94;18,64
2019-09-22;36,00;72,00;16,00;10,00;5,00;14,90;88,14;9,93;18,62
2019-09-29;43,00;55,00;15,00;12,00;5,00;13,51;81,09;9,83;18,43
2019-10-06;37,00;53,00;14,00;11,00;6,00;13,57;91,27;11,10;18,50
2019-10-13;40,00;59,00;17,00;11,00;5,00;13,33;87,27;14,55;19,39
2019-10-20;40,00;60,00;14,00;11,00;6,00;13,75;85,00;31,25;30,00
2019-10-27;41,00;60,00;15,00;10,00;5,00;14,91;80,76;17,39;22,36
2019-11-03;39,00;62,00;11,00;10,00;6,00;12,19;80,44;9,75;19,50
2019-11-10;38,00;60,00;14,00;11,00;5,00;14,71;82,13;8,58;18,39
2019-11-17;41,00;62,00;13,00;11,00;5,00;13,67;72,06;9,94;18,64
2019-11-24;40,00;56,00;12,00;10,00;6,00;16,25;80,00;11,25;20,00
2019-12-01;36,00;58,00;15,00;11,00;5,00;14,90;85,66;11,17;19,86
2019-12-08;39,00;55,00;13,00;11,00;5,00;13,84;72,97;11,32;20,13
2019-12-15;38,00;59,00;15,00;11,00;5,00;13,48;74,77;13,48;20,84
2019-12-22;47,00;62,00;19,00;14,00;5,00;14,84;92,76;14,84;23,50
2019-12-29;47,00;60,00;15,00;11,00;6,00;14,84;105,13;12,37;24,74
2020-01-05;46,00;74,00;18,00;11,00;5,00;14,92;119,35;12,43;26,11
2020-01-12;48,00;78,00;16,00;12,00;4,00;14,77;120,62;11,08;24,62
2020-01-19;45,00;74,00;20,00;11,00;5,00;13,75;113,75;11,25;23,75
2020-01-26;43,00;70,00;14,00;10,00;4,00;13,51;94,60;9,83;20,89
2020-02-02;45,00;68,00;17,00;10,00;5,00;11,25;105,00;10,00;21,25
2020-02-09;46,00;70,00;12,00;9,00;4,00;12,43;94,49;8,70;21,14
2020-02-16;47,00;67,00;13,00;10,00;4,00;13,61;91,53;11,13;22,26
2020-02-23;42,00;53,00;17,00;10,00;5,00;13,59;81,53;9,88;21,00
2020-03-01;38,00;58,00;14,00;9,00;5,00;9,81;78,45;8,58;20,84
2020-03-08;41,00;56,00;9,00;11,00;6,00;8,70;96,91;11,18;59,64
2020-03-15;24,00;27,00;8,00;6,00;4,00;3,79;46,74;10,11;25,26
2020-03-22;14,00;15,00;5,00;4,00;2,00;3,82;28,00;6,36;14,00
2020-03-29;12,00;15,00;4,00;3,00;2,00;3,60;20,40;6,00;10,80
2020-04-05;11,00;18,00;4,00;4,00;2,00;2,44;20,78;6,11;11,00
2020-04-12;11,00;12,00;5,00;4,00;1,00;3,67;19,56;4,89;11,00
2020-04-19;12,00;14,00;4,00;4,00;2,00;3,60;18,00;4,80;10,80
2020-04-26;11,00;16,00;4,00;4,00;2,00;4,89;18,33;4,89;11,00
2020-05-03;12,00;13,00;2,00;5,00;2,00;5,33;24,00;5,33;13,33
2020-05-10;13,00;15,00;5,00;4,00;2,00;4,73;24,82;4,73;13,00
2020-05-17;15,00;19,00;7,00;6,00;2,00;6,25;27,50;6,25;13,75
2020-05-24;16,00;22,00;8,00;6,00;2,00;4,92;29,54;4,92;13,54
2020-05-31;22,00;29,00;8,00;7,00;2,00;8,56;33,00;6,11;13,44
2020-06-07;23,00;31,00;7,00;8,00;2,00;7,26;35,11;6,05;15,74
2020-06-14;28,00;31,00;10,00;8,00;2,00;8,52;41,39;4,87;15,83
2020-06-21;27,00;38,00;8,00;9,00;3,00;9,82;42,95;4,91;14,73
2020-06-28;30,00;47,00;7,00;9,00;3,00;10,00;50,00;6,25;13,75
2020-07-05;31,00;40,00;9,00;9,00;3,00;11,16;43,40;6,20;13,64
2020-07-12;29,00;34,00;7,00;9,00;3,00;10,09;54,22;6,30;12,61
2020-07-19;28,00;25,00;9,00;8,00;3,00;8,52;45,04;6,09;13,39
2020-07-26;24,00;22,00;6,00;8,00;3,00;8,84;37,89;6,32;13,89
2020-08-02;30,00;20,00;4,00;7,00;4,00;10,00;35,00;7,50;13,75
2020-08-09;27,00;31,00;7,00;8,00;4,00;8,59;34,36;6,14;12,27
2020-08-16;22,00;26,00;8,00;6,00;3,00;7,33;33,00;6,11;12,22
2020-08-23;21,00;26,00;7,00;6,00;3,00;7,41;29,65;6,18;12,35
2020-08-30;21,00;29,00;5,00;6,00;3,00;7,41;28,41;6,18;13,59
2020-09-06;20,00;26,00;7,00;5,00;3,00;6,25;35,00;5,00;13,75
2020-09-13;19,00;18,00;7,00;7,00;3,00;5,07;32,93;7,60;12,67
2020-09-20;17,00;24,00;4,00;6,00;2,00;4,86;27,93;4,86;12,14
2020-09-27;19,00;24,00;7,00;6,00;3,00;5,07;26,60;6,33;13,93
2020-10-04;19,00;24,00;7,00;6,00;2,00;4,75;26,13;5,94;14,25
2020-10-11;22,00;19,00;5,00;6,00;2,00;4,89;24,44;6,11;14,67
2020-10-18;20,00;20,00;5,00;5,00;2,00;4,71;21,18;5,88;14,12
2020-10-25;15,00;23,00;7,00;5,00;3,00;3,75;23,75;5,00;13,75
2020-11-01;13,00;19,00;5,00;4,00;2,00;3,55;26,00;4,73;10,64
2020-11-08;16,00;23,00;8,00;5,00;2,00;3,69;29,54;6,15;14,77
2020-11-15;18,00;27,00;6,00;5,00;3,00;4,80;25,20;6,00;14,40
2020-11-22;20,00;23,00;6,00;4,00;2,00;5,00;27,50;7,50;15,00
2020-11-29;24,00;27,00;9,00;5,00;2,00;6,32;31,58;6,32;13,89
2020-12-06;25,00;27,00;8,00;5,00;3,00;4,76;26,19;5,95;13,10
2020-12-13;28,00;27,00;10,00;6,00;2,00;5,09;28,00;5,09;14,00
2020-12-20;24,00;20,00;7,00;6,00;2,00;3,79;20,21;6,32;15,16
2020-12-27;26,00;26,00;3,00;5,00;2,00;6,19;26,00;4,95;14,86
2021-01-03;30,00;26,00;6,00;5,00;1,00;6,00;27,60;6,00;14,40
2021-01-10;24,00;21,00;8,00;5,00;3,00;4,80;22,80;6,00;14,40
2021-01-17;24,00;20,00;6,00;4,00;2,00;5,05;22,74;5,05;15,16
2021-01-24;19,00;16,00;5,00;4,00;2,00;4,75;19,00;4,75;14,25
2021-01-31;16,00;16,00;5,00;5,00;2,00;4,92;20,92;3,69;14,77
2021-02-07;16,00;17,00;2,00;5,00;2,00;4,92;22,15;4,92;14,77
2021-02-14;20,00;17,00;6,00;5,00;2,00;5,00;22,50;3,75;16,25
2021-02-21;21,00;23,00;7,00;6,00;2,00;4,94;28,41;4,94;17,29
2021-02-28;20,00;21,00;8,00;6,00;1,00;5,00;25,00;5,00;18,75
2021-03-07;21,00;21,00;6,00;5,00;2,00;6,18;30,88;4,94;19,76
2021-03-14;20,00;18,00;7,00;6,00;2,00;5,00;27,50;5,00;20,00
2021-03-21;20,00;17,00;8,00;5,00;2,00;5,00;26,25;3,75;18,75
2021-03-28;19,00;19,00;5,00;6,00;2,00;6,33;24,07;3,80;19,00
2021-04-04;18,00;21,00;5,00;6,00;2,00;6,00;22,80;2,40;19,20
2021-04-11;20,00;28,00;5,00;5,00;2,00;5,00;28,75;2,50;18,75
2021-04-18;21,00;33,00;5,00;5,00;2,00;6,18;25,94;2,47;18,53
2021-04-25;25,00;30,00;6,00;6,00;2,00;7,50;31,25;2,50;17,50
2021-05-02;27,00;34,00;5,00;7,00;3,00;7,36;31,91;2,45;18,41
2021-05-09;29,00;35,00;9,00;8,00;3,00;7,57;49,17;3,78;20,17
2021-05-16;38,00;48,00;9,00;10,00;3,00;8,58;56,39;2,45;19,61
2021-05-23;37,00;58,00;11,00;12,00;4,00;10,21;62,52;2,55;21,69
2021-05-30;39,00;62,00;13,00;12,00;3,00;10,97;60,94;3,66;19,50
2021-06-06;48,00;76,00;14,00;13,00;5,00;13,54;72,62;3,69;19,69
2021-06-13;69,00;100,00;10,00;13,00;5,00;14,79;87,48;3,70;20,95
2021-06-20;51,00;81,00;14,00;14,00;5,00;14,93;88,32;3,73;21,15
2021-06-27;47,00;86,00;12,00;13,00;5,00;13,61;82,87;3,71;19,79
2021-07-04;47,00;85,00;16,00;14,00;6,00;14,84;71,74;3,71;21,03
2021-07-11;41,00;80,00;16,00;13,00;6,00;12,42;69,58;3,73;21,12
2021-07-18;37,00;76,00;14,00;12,00;5,00;13,57;78,93;4,93;19,73
2021-07-25;38,00;70,00;11,00;13,00;6,00;13,48;90,71;4,90;17,16
2021-08-01;36,00;67,00;14,00;11,00;6,00;14,90;76,97;4,97;17,38
2021-08-08;35,00;60,00;11,00;11,00;8,00;13,28;74,83;4,83;16,90
2021-08-15;35,00;63,00;10,00;10,00;6,00;13,75;72,50;3,75;16,25
2021-08-22;33,00;59,00;10,00;10,00;6,00;13,44;69,67;4,89;14,67
2021-08-29;33,00;51,00;10,00;10,00;4,00;12,22;66,00;3,67;15,89
2021-09-05;34,00;63,00;12,00;9,00;5,00;12,14;70,43;3,64;15,79
2021-09-12;34,00;61,00;11,00;9,00;4,00;10,93;66,79;3,64;15,79
2021-09-19;34,00;54,00;13,00;9,00;3,00;10,93;69,21;4,86;15,79
2021-09-26;34,00;58,00;10,00;9,00;5,00;10,93;72,86;4,86;17,00
2021-10-03;34,00;55,00;15,00;10,00;5,00;11,33;78,07;5,04;17,63
2021-10-10;38,00;61,00;13,00;10,00;5,00;12,26;69,87;6,13;17,16
2021-10-17;39,00;58,00;14,00;8,00;5,00;12,19;70,69;6,09;17,06
2021-10-24;38,00;54,00;12,00;9,00;5,00;12,26;60,06;4,90;17,16
2021-10-31;39,00;51,00;11,00;10,00;5,00;12,19;51,19;6,09;17,06
2021-11-07;37,00;52,00;13,00;9,00;5,00;13,57;57,97;6,17;18,50
2021-11-14;35,00;45,00;13,00;9,00;4,00;10,86;49,48;4,83;18,10
2021-11-21;31,00;41,00;14,00;8,00;3,00;9,92;47,12;6,20;18,60
2021-11-28;23,00;36,00;8,00;8,00;4,00;10,22;46,00;5,11;19,17
2021-12-05;26,00;41,00;11,00;9,00;3,00;11,14;50,76;6,19;16,10
2021-12-12;26,00;44,00;10,00;11,00;4,00;11,14;65,62;6,19;17,33
2021-12-19;28,00;50,00;11,00;11,00;5,00;10,96;69,39;4,87;15,83
2021-12-26;30,00;57,00;10,00;10,00;4,00;11,25;76,25;6,25;16,25
2022-01-02;32,00;54,00;11,00;9,00;4,00;8,62;86,15;4,92;16,00
2022-01-09;31,00;61,00;8,00;8,00;4,00;8,68;80,60;4,96;14,88
2022-01-16;32,00;68,00;9,00;8,00;4,00;7,38;89,85;6,15;16,00
2022-01-23;39,00;64,00;11,00;9,00;4,00;10,06;95,61;6,29;16,35
2022-01-30;39,00;67,00;10,00;8,00;5,00;10,06;101,90;7,55;17,61
2022-02-06;44,00;73,00;15,00;9,00;4,00;12,57;99,31;8,80;18,86
2022-02-13;46,00;67,00;15,00;11,00;5,00;11,19;105,68;7,46;18,65
2022-02-20;47,00;76,00;14,00;10,00;5,00;12,37;103,89;6,18;18,55
2022-02-27;42,00;74,00;10,00;10,00;5,00;12,35;86,47;6,18;19,76
2022-03-06;44,00;73,00;12,00;11,00;5,00;11,00;101,44;7,33;20,78
2022-03-13;48,00;67,00;12,00;11,00;5,00;12,31;102,15;9,85;20,92
2022-03-20;46,00;68,00;12,00;11,00;6,00;14,92;89,51;8,70;21,14
2022-03-27;43,00;79,00;15,00;12,00;6,00;15,97;93,37;9,83;19,66
