Week-end;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-01;29,00;13,00;12,00;9,00;17,00;16,00;11,00;1,00;1,00
2019-09-08;30,00;12,00;13,00;9,00;20,00;13,00;12,00;2,00;1,00
2019-09-15;30,00;11,00;10,00;8,00;21,00;14,00;11,00;1,00;1,00
2019-09-22;31,00;13,00;11,00;9,00;19,00;14,00;10,00;1,00;1,00
2019-09-29;31,00;17,00;9,00;8,00;19,00;13,00;12,00;1,00;1,00
2019-10-06;32,00;17,00;12,00;8,00;19,00;14,00;12,00;1,00;1,00
2019-10-13;31,00;13,00;10,00;8,00;17,00;14,00;11,00;1,00;1,00
2019-10-20;34,00;14,00;11,00;8,00;17,00;13,00;11,00;1,00;1,00
2019-10-27;38,00;11,00;10,00;7,00;20,00;16,00;9,00;1,00;1,00
2019-11-03;32,00;12,00;10,00;7,00;16,00;11,00;8,00;1,00;1,00
2019-11-10;28,00;11,00;12,00;7,00;16,00;13,00;8,00;1,00;1,00
2019-11-17;27,00;12,00;10,00;7,00;16,00;10,00;8,00;1,00;1,00
2019-11-24;27,00;9,00;10,00;6,00;14,00;10,00;6,00;1,00;1,00
2019-12-01;25,00;11,00;8,00;6,00;16,00;9,00;7,00;1,00;1,00
2019-12-08;24,00;10,00;8,00;6,00;13,00;9,00;9,00;1,00;1,00
2019-12-15;25,00;11,00;11,00;4,00;12,00;7,00;7,00;1,00;1,00
2019-12-22;26,00;8,00;9,00;5,00;11,00;8,00;7,00;1,00;1,00
2019-12-29;25,00;9,00;8,00;6,00;12,00;9,00;10,00;1,00;1,00
2020-01-05;27,00;12,00;12,00;6,00;14,00;9,00;9,00;1,00;1,00
2020-01-12;32,00;13,00;9,00;8,00;19,00;12,00;11,00;1,00;1,00
2020-01-19;31,00;13,00;10,00;7,00;18,00;12,00;8,00;1,00;1,00
2020-01-26;31,00;12,00;12,00;7,00;16,00;10,00;9,00;1,00;1,00
2020-02-02;34,00;14,00;9,00;9,00;18,00;9,00;10,00;1,00;1,00
2020-02-09;35,00;12,00;9,00;8,00;16,00;10,00;10,00;1,00;1,00
2020-02-16;32,00;13,00;12,00;8,00;17,00;11,00;9,00;1,00;1,00
2020-02-23;28,00;11,00;5,00;6,00;16,00;7,00;9,00;1,00;1,00
2020-03-01;24,00;8,00;9,00;6,00;16,00;7,00;9,00;1,00;1,00
2020-03-08;19,00;10,00;6,00;5,00;8,00;5,00;6,00;1,00;1,00
2020-03-15;7,00;5,00;2,00;2,00;4,00;3,00;4,00;0,50;1,00
2020-03-22;7,00;3,00;3,00;3,00;3,00;4,00;3,00;0,50;0,50
2020-03-29;7,00;4,00;3,00;3,00;3,00;3,00;1,00;0,50;0,50
2020-04-05;14,00;4,00;7,00;2,00;3,00;2,00;2,00;0,50;1,00
2020-04-12;8,00;4,00;4,00;3,00;2,00;4,00;3,00;1,00;0,50
2020-04-19;7,00;3,00;3,00;3,00;3,00;3,00;2,00;0,50;1,00
2020-04-26;8,00;4,00;4,00;3,00;3,00;3,00;3,00;1,00;1,00
2020-05-03;9,00;2,00;5,00;3,00;4,00;4,00;3,00;1,00;1,00
2020-05-10;11,00;3,00;6,00;4,00;4,00;5,00;5,00;1,00;1,00
2020-05-17;15,00;7,00;8,00;4,00;5,00;5,00;5,00;1,00;1,00
2020-05-24;16,00;4,00;8,00;4,00;5,00;9,00;5,00;1,00;1,00
2020-05-31;19,00;7,00;8,00;5,00;8,00;10,00;6,00;1,00;1,00
2020-06-07;20,00;9,00;6,00;6,00;9,00;11,00;7,00;1,00;1,00
2020-06-14;21,00;10,00;9,00;6,00;8,00;14,00;9,00;1,00;1,00
2020-06-21;22,00;11,00;8,00;6,00;11,00;16,00;6,00;1,00;1,00
2020-06-28;28,00;12,00;5,00;6,00;15,00;18,00;8,00;0,50;1,00
2020-07-05;27,00;15,00;8,00;7,00;12,00;18,00;9,00;1,00;1,00
2020-07-12;23,00;12,00;8,00;6,00;13,00;18,00;11,00;1,00;1,00
2020-07-19;22,00;10,00;9,00;6,00;13,00;16,00;9,00;1,00;1,00
2020-07-26;23,00;11,00;8,00;6,00;12,00;15,00;7,00;1,00;1,00
2020-08-02;27,00;8,00;7,00;6,00;14,00;14,00;7,00;1,00;1,00
2020-08-09;26,00;11,00;9,00;7,00;14,00;12,00;7,00;1,00;1,00
2020-08-16;24,00;10,00;8,00;7,00;13,00;13,00;6,00;1,00;1,00
2020-08-23;22,00;10,00;11,00;7,00;15,00;15,00;9,00;1,00;1,00
2020-08-30;23,00;12,00;10,00;7,00;13,00;13,00;7,00;1,00;1,00
2020-09-06;25,00;13,00;10,00;8,00;15,00;13,00;7,00;1,00;1,00
2020-09-13;23,00;13,00;11,00;7,00;13,00;13,00;9,00;1,00;1,00
2020-09-20;23,00;10,00;11,00;7,00;12,00;11,00;6,00;1,00;1,00
2020-09-27;20,00;14,00;10,00;7,00;12,00;12,00;4,00;1,00;1,00
2020-10-04;21,00;13,00;11,00;6,00;15,00;9,00;5,00;1,00;1,00
2020-10-11;22,00;10,00;9,00;5,00;11,00;9,00;4,00;1,00;1,00
2020-10-18;21,00;8,00;9,00;4,00;10,00;8,00;5,00;1,00;1,00
2020-10-25;28,00;5,00;8,00;4,00;15,00;7,00;3,00;1,00;1,00
2020-11-01;7,00;5,00;7,00;3,00;8,00;6,00;3,00;1,00;1,00
2020-11-08;7,00;5,00;7,00;4,00;8,00;5,00;3,00;1,00;1,00
2020-11-15;8,00;6,00;7,00;3,00;7,00;5,00;4,00;1,00;1,00
2020-11-22;11,00;5,00;6,00;3,00;7,00;5,00;3,00;1,00;1,00
2020-11-29;11,00;6,00;7,00;3,00;7,00;7,00;4,00;0,50;1,00
2020-12-06;12,00;7,00;6,00;2,00;8,00;4,00;4,00;1,00;1,00
2020-12-13;11,00;5,00;5,00;2,00;8,00;6,00;2,00;1,00;1,00
2020-12-20;11,00;4,00;5,00;2,00;5,00;3,00;3,00;1,00;1,00
2020-12-27;11,00;5,00;6,00;2,00;5,00;3,00;2,00;0,50;1,00
2021-01-03;14,00;8,00;7,00;2,00;8,00;16,00;3,00;1,00;1,00
2021-01-10;22,00;7,00;7,00;3,00;5,00;21,00;3,00;1,00;1,00
2021-01-17;15,00;7,00;8,00;3,00;5,00;6,00;3,00;1,00;1,00
2021-01-24;13,00;8,00;8,00;3,00;7,00;7,00;4,00;0,50;1,00
2021-01-31;16,00;8,00;9,00;6,00;6,00;10,00;5,00;1,00;1,00
2021-02-07;18,00;7,00;13,00;3,00;7,00;9,00;4,00;1,00;1,00
2021-02-14;21,00;9,00;9,00;4,00;9,00;9,00;5,00;1,00;1,00
2021-02-21;44,00;9,00;11,00;4,00;9,00;7,00;5,00;1,00;1,00
2021-02-28;59,00;10,00;8,00;4,00;9,00;7,00;5,00;0,50;1,00
2021-03-07;39,00;10,00;9,00;4,00;9,00;31,00;6,00;1,00;1,00
2021-03-14;39,00;9,00;12,00;3,00;11,00;12,00;5,00;1,00;1,00
2021-03-21;23,00;8,00;12,00;4,00;9,00;6,00;6,00;1,00;1,00
2021-03-28;100,00;7,00;12,00;2,00;10,00;5,00;5,00;1,00;1,00
2021-04-04;22,00;7,00;9,00;3,00;8,00;8,00;6,00;1,00;1,00
2021-04-11;12,00;9,00;8,00;4,00;10,00;7,00;5,00;1,00;1,00
2021-04-18;17,00;8,00;9,00;3,00;9,00;8,00;6,00;1,00;1,00
2021-04-25;25,00;9,00;9,00;3,00;12,00;12,00;6,00;1,00;1,00
2021-05-02;29,00;10,00;11,00;4,00;11,00;11,00;7,00;0,50;1,00
2021-05-09;30,00;12,00;11,00;4,00;15,00;13,00;8,00;1,00;1,00
2021-05-16;29,00;9,00;7,00;5,00;17,00;15,00;6,00;0,50;1,00
2021-05-23;27,00;10,00;7,00;5,00;17,00;15,00;7,00;1,00;2,00
2021-05-30;26,00;10,00;7,00;6,00;19,00;14,00;7,00;1,00;2,00
2021-06-06;23,00;10,00;7,00;6,00;18,00;12,00;7,00;0,50;1,00
2021-06-13;23,00;11,00;7,00;5,00;21,00;15,00;7,00;0,50;1,00
2021-06-20;23,00;10,00;9,00;6,00;16,00;15,00;7,00;0,50;1,00
2021-06-27;24,00;13,00;8,00;6,00;15,00;15,00;6,00;1,00;1,00
2021-07-04;23,00;14,00;8,00;7,00;16,00;15,00;7,00;0,50;1,00
2021-07-11;21,00;11,00;10,00;7,00;17,00;16,00;6,00;1,00;1,00
2021-07-18;21,00;11,00;8,00;7,00;16,00;13,00;6,00;1,00;1,00
2021-07-25;21,00;12,00;9,00;6,00;18,00;13,00;6,00;1,00;1,00
2021-08-01;23,00;11,00;7,00;7,00;15,00;12,00;9,00;0,50;1,00
2021-08-08;24,00;11,00;10,00;6,00;18,00;13,00;8,00;0,50;1,00
2021-08-15;23,00;11,00;9,00;7,00;16,00;13,00;7,00;0,50;1,00
2021-08-22;25,00;11,00;13,00;7,00;18,00;14,00;8,00;1,00;1,00
2021-08-29;25,00;13,00;11,00;7,00;18,00;15,00;9,00;1,00;2,00
2021-09-05;27,00;12,00;9,00;7,00;19,00;15,00;8,00;1,00;1,00
2021-09-12;28,00;15,00;8,00;7,00;17,00;14,00;7,00;1,00;1,00
2021-09-19;28,00;13,00;7,00;7,00;17,00;13,00;7,00;1,00;1,00
2021-09-26;28,00;16,00;10,00;7,00;17,00;12,00;9,00;1,00;1,00
2021-10-03;26,00;13,00;11,00;7,00;17,00;12,00;8,00;0,50;1,00
2021-10-10;30,00;14,00;10,00;7,00;14,00;13,00;8,00;0,50;1,00
2021-10-17;32,00;13,00;10,00;7,00;15,00;13,00;7,00;1,00;1,00
2021-10-24;33,00;13,00;10,00;7,00;21,00;16,00;5,00;0,50;1,00
2021-10-31;26,00;11,00;9,00;6,00;14,00;11,00;6,00;0,50;1,00
2021-11-07;27,00;10,00;10,00;5,00;13,00;10,00;6,00;0,50;1,00
2021-11-14;24,00;9,00;7,00;5,00;14,00;9,00;5,00;0,50;1,00
2021-11-21;22,00;7,00;8,00;4,00;13,00;9,00;5,00;0,50;1,00
2021-11-28;21,00;8,00;8,00;3,00;14,00;9,00;4,00;1,00;1,00
2021-12-05;21,00;9,00;7,00;4,00;10,00;8,00;6,00;0,50;1,00
2021-12-12;21,00;8,00;7,00;5,00;9,00;7,00;4,00;0,50;1,00
2021-12-19;19,00;10,00;6,00;3,00;6,00;4,00;4,00;0,50;0,50
2021-12-26;18,00;7,00;6,00;3,00;6,00;4,00;6,00;0,50;0,50
2022-01-02;21,00;9,00;7,00;5,00;10,00;7,00;7,00;1,00;1,00
2022-01-09;23,00;10,00;9,00;6,00;11,00;8,00;7,00;1,00;1,00
2022-01-16;23,00;14,00;11,00;5,00;12,00;9,00;7,00;0,50;1,00
2022-01-23;28,00;10,00;9,00;6,00;15,00;9,00;7,00;1,00;1,00
2022-01-30;31,00;11,00;11,00;6,00;16,00;9,00;7,00;1,00;0,50
2022-02-06;31,00;14,00;14,00;6,00;17,00;12,00;8,00;1,00;0,50
2022-02-13;31,00;14,00;9,00;7,00;16,00;11,00;8,00;1,00;1,00
2022-02-20;29,00;12,00;11,00;6,00;19,00;12,00;8,00;1,00;1,00
2022-02-27;29,00;12,00;10,00;6,00;19,00;13,00;10,00;1,00;1,00
2022-03-06;30,00;13,00;10,00;6,00;18,00;11,00;10,00;1,00;1,00
2022-03-13;33,00;14,00;10,00;6,00;16,00;12,00;8,00;1,00;1,00
2022-03-20;38,00;9,00;11,00;6,00;17,00;13,00;8,00;1,00;1,00
2022-03-27;33,00;12,00;13,00;7,00;17,00;13,00;8,00;1,00;1,00
2022-04-03;35,00;14,00;12,00;6,00;15,00;13,00;9,00;1,00;1,00
2022-04-10;45,00;11,00;11,00;5,00;12,00;13,00;10,00;1,00;1,00
2022-04-17;36,00;12,00;13,00;7,00;17,00;21,00;8,00;1,00;1,00
2022-04-24;33,00;9,00;12,00;7,00;18,00;12,00;8,00;1,00;1,00
2022-05-01;37,00;11,00;10,00;7,00;16,00;13,00;9,00;1,00;1,00
2022-05-08;37,00;13,00;10,00;7,00;17,00;13,00;8,00;1,00;1,00
2022-05-15;34,00;14,00;9,00;7,00;17,00;12,00;9,00;1,00;1,00
2022-05-22;38,00;13,00;11,00;8,00;16,00;15,00;10,00;1,00;1,00
2022-05-29;34,00;12,00;13,00;7,00;18,00;15,00;9,00;1,00;1,00
2022-06-05;27,00;12,00;11,00;7,00;16,00;14,00;8,00;1,00;1,00
2022-06-12;23,00;12,00;8,00;6,00;17,00;13,00;6,00;1,00;1,00
2022-06-19;22,00;10,00;8,00;7,00;18,00;14,00;6,00;1,00;1,00
2022-06-26;26,00;11,00;10,00;6,00;17,00;14,00;8,00;1,00;1,00
2022-07-03;26,00;11,00;9,00;7,00;17,00;14,00;6,00;1,00;1,00
2022-07-10;23,00;13,00;7,00;7,00;16,00;13,00;7,00;1,00;0,50
