Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2019-06-09;56,00;13,00;18,00;26,00;43,00;14,00;29,00;29,00;1,00
2019-06-16;51,00;13,00;16,00;27,00;41,00;14,00;26,00;30,00;1,00
2019-06-23;45,00;13,00;13,00;23,00;42,00;12,00;23,00;28,00;1,00
2019-06-30;63,00;12,00;14,00;26,00;46,00;13,00;25,00;28,00;1,00
2019-07-07;64,00;15,00;18,00;25,00;46,00;13,00;44,00;29,00;1,00
2019-07-14;72,00;17,00;17,00;29,00;61,00;14,00;40,00;31,00;1,00
2019-07-21;61,00;13,00;16,00;28,00;52,00;14,00;36,00;31,00;1,00
2019-07-28;72,00;16,00;19,00;28,00;54,00;16,00;37,00;34,00;1,00
2019-08-04;70,00;12,00;16,00;29,00;60,00;16,00;42,00;35,00;1,00
2019-08-11;65,00;16,00;16,00;28,00;61,00;17,00;34,00;32,00;1,00
2019-08-18;66,00;15,00;15,00;30,00;57,00;17,00;33,00;33,00;1,00
2019-08-25;56,00;15,00;15,00;32,00;49,00;17,00;26,00;32,00;1,00
2019-09-01;64,00;18,00;16,00;26,00;46,00;15,00;33,00;32,00;1,00
2019-09-08;74,00;21,00;16,00;25,00;50,00;14,00;48,00;36,00;1,00
2019-09-15;77,00;18,00;16,00;24,00;49,00;15,00;40,00;38,00;1,00
2019-09-22;93,00;21,00;20,00;28,00;55,00;14,00;43,00;38,00;1,00
2019-09-29;80,00;19,00;21,00;25,00;53,00;15,00;37,00;36,00;1,00
2019-10-06;65,00;18,00;16,00;25,00;58,00;14,00;42,00;31,00;1,00
2019-10-13;61,00;18,00;15,00;22,00;56,00;18,00;39,00;32,00;1,00
2019-10-20;63,00;18,00;14,00;19,00;64,00;19,00;32,00;33,00;1,00
2019-10-27;68,00;15,00;14,00;21,00;61,00;19,00;29,00;27,00;1,00
2019-11-03;62,00;14,00;12,00;24,00;51,00;15,00;34,00;27,00;1,00
2019-11-10;65,00;13,00;12,00;23,00;57,00;17,00;34,00;23,00;1,00
2019-11-17;62,00;13,00;13,00;31,00;53,00;21,00;32,00;24,00;1,00
2019-11-24;59,00;11,00;12,00;26,00;51,00;16,00;26,00;21,00;2,00
2019-12-01;45,00;12,00;12,00;23,00;50,00;15,00;27,00;20,00;1,00
2019-12-08;51,00;11,00;12,00;21,00;47,00;12,00;29,00;18,00;2,00
2019-12-15;58,00;13,00;13,00;19,00;52,00;11,00;31,00;21,00;2,00
2019-12-22;85,00;22,00;17,00;22,00;76,00;14,00;34,00;36,00;2,00
2019-12-29;74,00;15,00;18,00;25,00;68,00;18,00;38,00;52,00;2,00
2020-01-05;66,00;18,00;23,00;27,00;49,00;15,00;40,00;45,00;2,00
2020-01-12;71,00;19,00;23,00;28,00;45,00;24,00;41,00;43,00;2,00
2020-01-19;61,00;19,00;19,00;25,00;42,00;25,00;40,00;40,00;2,00
2020-01-26;60,00;16,00;16,00;26,00;42,00;21,00;34,00;33,00;2,00
2020-02-02;61,00;15,00;14,00;28,00;45,00;15,00;27,00;31,00;2,00
2020-02-09;48,00;18,00;13,00;28,00;45,00;13,00;30,00;36,00;2,00
2020-02-16;59,00;15,00;14,00;29,00;57,00;14,00;32,00;40,00;2,00
2020-02-23;69,00;13,00;13,00;25,00;60,00;9,00;32,00;32,00;2,00
2020-03-01;60,00;11,00;13,00;27,00;57,00;9,00;34,00;33,00;2,00
2020-03-08;97,00;21,00;20,00;34,00;100,00;8,00;47,00;52,00;2,00
2020-03-15;16,00;6,00;5,00;7,00;11,00;4,00;12,00;10,00;1,00
2020-03-22;16,00;5,00;4,00;8,00;9,00;5,00;11,00;7,00;1,00
2020-03-29;14,00;2,00;7,00;8,00;12,00;6,00;11,00;10,00;1,00
2020-04-05;17,00;4,00;5,00;9,00;12,00;4,00;8,00;11,00;1,00
2020-04-12;23,00;7,00;5,00;8,00;19,00;6,00;10,00;12,00;1,00
2020-04-19;15,00;6,00;5,00;8,00;16,00;4,00;10,00;10,00;1,00
2020-04-26;14,00;4,00;5,00;9,00;15,00;4,00;11,00;11,00;1,00
2020-05-03;15,00;5,00;6,00;6,00;13,00;4,00;11,00;11,00;1,00
2020-05-10;15,00;6,00;5,00;7,00;13,00;4,00;12,00;10,00;1,00
2020-05-17;15,00;5,00;6,00;7,00;16,00;5,00;12,00;10,00;1,00
2020-05-24;16,00;6,00;6,00;8,00;17,00;4,00;14,00;11,00;1,00
2020-05-31;18,00;6,00;7,00;8,00;19,00;5,00;13,00;11,00;1,00
2020-06-07;23,00;5,00;8,00;8,00;22,00;4,00;17,00;12,00;1,00
2020-06-14;27,00;6,00;8,00;9,00;26,00;6,00;17,00;10,00;1,00
2020-06-21;30,00;8,00;9,00;9,00;31,00;5,00;23,00;16,00;1,00
2020-06-28;42,00;6,00;9,00;9,00;28,00;5,00;24,00;16,00;1,00
2020-07-05;41,00;6,00;10,00;9,00;29,00;5,00;25,00;16,00;1,00
2020-07-12;49,00;12,00;12,00;11,00;44,00;6,00;28,00;19,00;1,00
2020-07-19;42,00;9,00;12,00;9,00;34,00;4,00;21,00;18,00;1,00
2020-07-26;34,00;7,00;11,00;9,00;34,00;5,00;18,00;13,00;1,00
2020-08-02;29,00;6,00;10,00;10,00;40,00;6,00;21,00;13,00;1,00
2020-08-09;32,00;4,00;9,00;9,00;37,00;5,00;18,00;12,00;1,00
2020-08-16;39,00;7,00;8,00;10,00;37,00;5,00;17,00;10,00;1,00
2020-08-23;46,00;5,00;8,00;8,00;32,00;5,00;19,00;10,00;1,00
2020-08-30;33,00;6,00;6,00;9,00;32,00;5,00;11,00;10,00;1,00
2020-09-06;38,00;7,00;5,00;10,00;29,00;5,00;16,00;9,00;1,00
2020-09-13;19,00;5,00;6,00;8,00;34,00;4,00;14,00;8,00;1,00
2020-09-20;24,00;4,00;5,00;7,00;36,00;3,00;10,00;8,00;1,00
2020-09-27;27,00;5,00;5,00;9,00;39,00;4,00;11,00;7,00;1,00
2020-10-04;27,00;5,00;5,00;9,00;44,00;2,00;10,00;7,00;1,00
2020-10-11;24,00;5,00;4,00;11,00;46,00;3,00;7,00;7,00;1,00
2020-10-18;21,00;3,00;3,00;7,00;47,00;2,00;9,00;6,00;1,00
2020-10-25;17,00;3,00;2,00;6,00;43,00;2,00;10,00;8,00;1,00
2020-11-01;14,00;4,00;2,00;4,00;47,00;2,00;5,00;4,00;1,00
2020-11-08;13,00;5,00;2,00;6,00;14,00;2,00;6,00;6,00;1,00
2020-11-15;13,00;2,00;3,00;6,00;14,00;3,00;8,00;6,00;1,00
2020-11-22;16,00;4,00;3,00;5,00;17,00;3,00;8,00;7,00;1,00
2020-11-29;14,00;3,00;3,00;6,00;14,00;4,00;9,00;7,00;1,00
2020-12-06;12,00;3,00;3,00;7,00;13,00;3,00;7,00;7,00;1,00
2020-12-13;12,00;2,00;2,00;7,00;14,00;3,00;5,00;6,00;1,00
2020-12-20;15,00;3,00;4,00;6,00;16,00;3,00;7,00;6,00;1,00
2020-12-27;14,00;3,00;4,00;8,00;16,00;6,00;7,00;10,00;1,00
2021-01-03;17,00;4,00;3,00;6,00;13,00;3,00;8,00;8,00;1,00
2021-01-10;11,00;3,00;3,00;5,00;12,00;3,00;6,00;8,00;1,00
2021-01-17;14,00;2,00;3,00;6,00;16,00;3,00;7,00;9,00;1,00
2021-01-24;8,00;2,00;3,00;5,00;9,00;2,00;6,00;7,00;1,00
2021-01-31;10,00;3,00;3,00;5,00;9,00;3,00;7,00;7,00;1,00
2021-02-07;11,00;3,00;3,00;5,00;9,00;3,00;6,00;7,00;1,00
2021-02-14;18,00;3,00;3,00;5,00;12,00;3,00;7,00;7,00;1,00
2021-02-21;14,00;3,00;3,00;6,00;11,00;2,00;8,00;10,00;1,00
2021-02-28;13,00;2,00;3,00;6,00;11,00;2,00;7,00;9,00;1,00
2021-03-07;14,00;4,00;4,00;7,00;15,00;3,00;9,00;10,00;1,00
2021-03-14;14,00;4,00;3,00;6,00;12,00;3,00;6,00;9,00;1,00
2021-03-21;7,00;4,00;3,00;5,00;9,00;3,00;6,00;7,00;1,00
2021-03-28;8,00;3,00;3,00;6,00;9,00;3,00;7,00;6,00;1,00
2021-04-04;14,00;4,00;3,00;5,00;9,00;3,00;9,00;7,00;1,00
2021-04-11;15,00;2,00;3,00;6,00;13,00;4,00;7,00;7,00;1,00
2021-04-18;15,00;5,00;2,00;7,00;14,00;4,00;9,00;5,00;1,00
2021-04-25;15,00;4,00;4,00;7,00;21,00;4,00;9,00;8,00;1,00
2021-05-02;21,00;4,00;7,00;7,00;30,00;4,00;10,00;8,00;1,00
2021-05-09;22,00;5,00;11,00;9,00;28,00;5,00;13,00;8,00;1,00
2021-05-16;57,00;11,00;11,00;12,00;55,00;7,00;21,00;11,00;1,00
2021-05-23;35,00;7,00;10,00;12,00;37,00;6,00;19,00;10,00;1,00
2021-05-30;33,00;8,00;9,00;14,00;40,00;8,00;17,00;10,00;1,00
2021-06-06;28,00;6,00;11,00;17,00;39,00;7,00;16,00;8,00;1,00
2021-06-13;41,00;7,00;10,00;18,00;51,00;8,00;20,00;10,00;1,00
2021-06-20;49,00;10,00;14,00;20,00;62,00;9,00;26,00;11,00;1,00
2021-06-27;50,00;13,00;13,00;17,00;59,00;8,00;24,00;11,00;1,00
2021-07-04;59,00;12,00;14,00;14,00;61,00;7,00;24,00;12,00;1,00
2021-07-11;52,00;11,00;12,00;18,00;66,00;8,00;23,00;11,00;1,00
2021-07-18;48,00;14,00;13,00;17,00;57,00;8,00;24,00;9,00;1,00
2021-07-25;56,00;10,00;12,00;18,00;57,00;7,00;26,00;11,00;1,00
2021-08-01;55,00;11,00;12,00;17,00;59,00;8,00;26,00;12,00;1,00
2021-08-08;57,00;8,00;12,00;19,00;64,00;8,00;30,00;14,00;1,00
2021-08-15;52,00;10,00;10,00;20,00;64,00;11,00;26,00;13,00;1,00
2021-08-22;46,00;11,00;10,00;20,00;54,00;10,00;26,00;12,00;1,00
2021-08-29;50,00;13,00;11,00;19,00;50,00;12,00;24,00;14,00;1,00
2021-09-05;54,00;12,00;12,00;21,00;53,00;10,00;32,00;16,00;1,00
2021-09-12;59,00;13,00;11,00;19,00;56,00;11,00;36,00;17,00;1,00
2021-09-19;68,00;15,00;12,00;19,00;61,00;9,00;33,00;17,00;1,00
2021-09-26;58,00;19,00;10,00;20,00;61,00;13,00;29,00;18,00;1,00
2021-10-03;52,00;18,00;13,00;23,00;65,00;11,00;30,00;19,00;1,00
2021-10-10;45,00;19,00;14,00;26,00;72,00;13,00;38,00;19,00;1,00
2021-10-17;55,00;19,00;13,00;22,00;78,00;11,00;38,00;18,00;1,00
2021-10-24;52,00;18,00;10,00;19,00;79,00;20,00;27,00;20,00;1,00
2021-10-31;68,00;12,00;10,00;23,00;71,00;21,00;25,00;19,00;1,00
2021-11-07;63,00;13,00;9,00;24,00;71,00;16,00;25,00;21,00;1,00
2021-11-14;51,00;11,00;9,00;24,00;70,00;13,00;23,00;16,00;1,00
2021-11-21;45,00;10,00;7,00;20,00;63,00;11,00;20,00;13,00;1,00
2021-11-28;42,00;5,00;6,00;17,00;56,00;8,00;20,00;10,00;1,00
2021-12-05;42,00;8,00;7,00;17,00;59,00;9,00;21,00;10,00;1,00
2021-12-12;50,00;8,00;9,00;14,00;60,00;9,00;25,00;10,00;1,00
2021-12-19;56,00;10,00;11,00;12,00;72,00;10,00;30,00;8,00;1,00
2021-12-26;80,00;12,00;12,00;21,00;81,00;12,00;42,00;18,00;1,00
2022-01-02;75,00;13,00;12,00;25,00;53,00;12,00;46,00;16,00;1,00
2022-01-09;50,00;12,00;11,00;23,00;48,00;8,00;31,00;18,00;1,00
2022-01-16;53,00;12,00;12,00;23,00;42,00;9,00;30,00;20,00;1,00
2022-01-23;65,00;13,00;15,00;25,00;46,00;18,00;46,00;22,00;1,00
2022-01-30;56,00;16,00;15,00;26,00;51,00;22,00;39,00;22,00;1,00
2022-02-06;62,00;20,00;16,00;35,00;58,00;21,00;31,00;24,00;1,00
2022-02-13;51,00;18,00;16,00;37,00;60,00;18,00;35,00;25,00;1,00
2022-02-20;51,00;18,00;13,00;33,00;56,00;17,00;34,00;26,00;1,00
2022-02-27;72,00;19,00;14,00;33,00;58,00;21,00;35,00;22,00;1,00
2022-03-06;88,00;22,00;19,00;31,00;65,00;19,00;36,00;27,00;1,00
2022-03-13;89,00;25,00;20,00;30,00;69,00;19,00;39,00;25,00;1,00
2022-03-20;68,00;30,00;19,00;28,00;76,00;19,00;38,00;25,00;1,00
2022-03-27;63,00;23,00;18,00;35,00;57,00;25,00;37,00;26,00;1,00
2022-04-03;81,00;31,00;18,00;31,00;58,00;24,00;36,00;28,00;1,00
2022-04-10;75,00;39,00;21,00;34,00;72,00;27,00;35,00;31,00;1,00
2022-04-17;53,00;35,00;20,00;30,00;66,00;27,00;43,00;30,00;1,00
2022-04-24;41,00;22,00;15,00;27,00;57,00;21,00;48,00;25,00;1,00
2022-05-01;43,00;22,00;17,00;27,00;56,00;20,00;48,00;25,00;1,00
2022-05-08;47,00;21,00;17,00;27,00;54,00;18,00;36,00;23,00;1,00
2022-05-15;54,00;14,00;18,00;31,00;54,00;17,00;35,00;27,00;1,00
2022-05-22;61,00;26,00;19,00;30,00;60,00;16,00;41,00;28,00;1,00
2022-05-29;49,00;22,00;17,00;30,00;53,00;19,00;41,00;30,00;1,00
2022-06-05;57,00;19,00;19,00;31,00;63,00;18,00;35,00;29,00;2,00
2022-06-12;49,00;14,00;18,00;25,00;51,00;17,00;25,00;26,00;1,00
2022-06-19;47,00;17,00;15,00;31,00;49,00;19,00;27,00;25,00;1,00
2022-06-26;53,00;16,00;14,00;31,00;49,00;17,00;27,00;26,00;1,00
2022-07-03;61,00;13,00;15,00;28,00;51,00;16,00;30,00;26,00;1,00
2022-07-10;58,00;14,00;16,00;27,00;60,00;17,00;33,00;24,00;1,00
