Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-05-23;4,00;5,33;4,00;1,33;1,33;3,00;3,00;4,00;3,00
2021-05-30;2,00;2,00;6,00;1,00;2,00;2,00;2,00;2,00;3,00
2021-06-06;4,00;4,00;8,00;1,00;2,00;2,00;3,00;2,00;3,00
2021-06-13;2,00;2,00;3,00;0,50;1,00;2,00;2,00;2,00;3,00
2021-06-20;3,00;3,00;3,00;0,75;1,50;2,00;3,00;2,00;3,00
2021-06-27;4,00;2,67;4,00;0,67;1,33;2,00;4,00;2,00;3,00
2021-07-04;4,00;4,00;5,33;1,33;1,33;2,00;4,00;3,00;3,00
2021-07-11;5,00;3,33;3,33;1,67;1,67;2,00;4,00;3,00;3,00
2021-07-18;5,00;5,00;6,67;0,83;1,67;3,00;4,00;3,00;3,00
2021-07-25;5,00;5,00;5,00;1,67;1,67;3,00;4,00;3,00;3,00
2021-08-01;7,00;5,60;4,20;1,40;1,40;3,00;4,00;4,00;3,00
2021-08-08;8,00;9,60;11,20;1,60;1,60;4,00;5,00;4,00;3,00
2021-08-15;8,00;11,20;4,80;1,60;1,60;4,00;6,00;4,00;3,00
2021-08-22;8,00;12,80;6,40;1,60;1,60;4,00;10,00;5,00;4,00
2021-08-29;10,00;10,00;8,33;1,67;1,67;4,00;9,00;5,00;4,00
2021-09-05;10,00;13,33;6,67;1,67;1,67;4,00;6,00;5,00;4,00
2021-09-12;11,00;15,71;9,43;1,57;3,14;3,00;11,00;6,00;4,00
2021-09-19;13,00;14,63;11,38;3,25;1,63;4,00;12,00;6,00;4,00
2021-09-26;14,00;12,44;10,89;3,11;3,11;4,00;14,00;8,00;5,00
2021-10-03;17,00;23,18;13,91;3,09;3,09;4,00;15,00;10,00;5,00
2021-10-10;17,00;20,09;13,91;4,64;3,09;6,00;18,00;9,00;6,00
2021-10-17;20,00;18,46;18,46;4,62;3,08;6,00;15,00;9,00;6,00
2021-10-24;20,00;21,54;18,46;3,08;3,08;6,00;15,00;9,00;6,00
2021-10-31;25,00;23,44;23,44;6,25;6,25;8,00;16,00;11,00;7,00
2021-11-07;31,00;26,35;24,80;6,20;7,75;11,00;19,00;12,00;7,00
2021-11-14;28,00;20,22;21,78;6,22;6,22;12,00;20,00;12,00;8,00
2021-11-21;31,00;18,60;32,55;6,20;10,85;16,00;16,00;12,00;9,00
2021-11-28;42,00;26,44;46,67;7,78;14,00;22,00;19,00;11,00;9,00
2021-12-05;53,00;30,29;71,17;12,11;16,66;26,00;24,00;12,00;11,00
2021-12-12;63,00;38,41;78,37;12,29;12,29;22,00;29,00;15,00;13,00
2021-12-19;79,00;46,47;79,00;15,49;12,39;25,00;63,00;14,00;14,00
2021-12-26;100,00;64,62;123,08;20,00;23,08;43,00;62,00;19,00;18,00
2022-01-02;77,00;64,68;103,18;20,02;18,48;37,00;67,00;29,00;19,00
2022-01-09;87,00;57,48;99,43;18,64;17,09;23,00;58,00;33,00;18,00
2022-01-16;89,00;58,31;85,93;15,34;13,81;21,00;50,00;28,00;16,00
2022-01-23;87,00;55,93;96,32;15,54;15,54;21,00;54,00;25,00;15,00
2022-01-30;85,00;54,09;89,64;13,91;13,91;19,00;49,00;24,00;15,00
2022-02-06;91,00;49,36;100,25;15,42;15,42;20,00;41,00;25,00;14,00
2022-02-13;84,00;41,24;82,47;12,22;12,22;20,00;47,00;23,00;14,00
2022-02-20;71,00;46,30;91,07;10,80;12,35;18,00;39,00;20,00;13,00
2022-02-27;49,00;39,81;75,03;9,19;9,19;16,00;35,00;16,00;10,00
2022-03-06;36,00;29,74;54,78;7,83;6,26;12,00;27,00;15,00;9,00
2022-03-13;29,00;22,89;44,26;4,58;7,63;10,00;19,00;13,00;8,00
2022-03-20;22,00;20,43;33,00;4,71;4,71;7,00;14,00;12,00;6,00
2022-03-27;16,00;28,80;28,80;3,20;4,80;5,00;10,00;10,00;5,00
2022-04-03;15,00;24,00;25,50;3,00;6,00;6,00;8,00;9,00;4,00
2022-04-10;12,00;10,50;22,50;1,50;4,50;4,00;4,00;8,00;4,00
2022-04-17;8,00;8,00;14,40;1,60;1,60;3,00;5,00;6,00;3,00
2022-04-24;6,00;4,50;9,00;1,50;1,50;2,00;3,00;5,00;2,00
2022-05-01;4,00;2,67;5,33;1,33;1,33;1,00;4,00;5,00;2,00
2022-05-08;4,00;2,67;6,67;1,33;1,33;2,00;4,00;3,00;2,00
2022-05-15;3,00;1,50;3,00;1,50;1,50;1,00;4,00;5,00;2,00
2022-05-22;4,00;4,00;5,33;1,33;1,33;2,00;4,00;4,00;2,00
2022-05-29;4,00;4,00;6,00;2,00;2,00;2,00;3,00;4,00;2,00
2022-06-05;4,00;5,33;4,00;1,33;1,33;2,00;3,00;4,00;2,00
2022-06-12;4,00;6,00;6,00;2,00;2,00;2,00;4,00;3,00;2,00
2022-06-19;4,00;5,33;4,00;1,33;1,33;2,00;4,00;4,00;3,00
2022-06-26;4,00;5,33;4,00;1,33;1,33;2,00;5,00;4,00;3,00
2022-07-03;5,00;6,67;8,33;1,67;1,67;3,00;5,00;4,00;3,00
2022-07-10;7,00;7,00;5,60;1,40;1,40;3,00;5,00;4,00;3,00
